,Unnamed: 0,Cd,name,num_Movie,filmos,num_Movie_edited,difference
2653,2653,20343387,김태현,3,"['뺑반', '타짜: 원 아이드 잭', '뜨거운 피']",3,0
2654,2654,20343413,정용주,1,['뺑반'],1,0
2655,2655,20343531,정원형,3,"['뺑반', '해치지않아', '소리꾼']",3,0
2656,2656,20354792,한대훈,1,['뺑반'],1,0
2657,2657,20342133,이남경,2,"['뺑반', '집 이야기']",2,0
2658,2658,20162933,이규형,6,"['증인', '로망', '배심원들', '디바', '해피 뉴 이어', '스텔라']",6,0
2659,2659,10028490,박근형,6,"['증인', '자전차왕 엄복동', '서치 아웃', '아들의 이름으로', '동백', '리멤버']",6,0
2660,2660,10037157,송윤아,2,"['증인', '돌멩이']",2,0
2661,2661,20252909,김승욱,1,['증인'],1,0
2662,2662,20197010,박세정,6,"['증인', '돈', '생일', '침입자', '액션히어로', '뜨거운 피']",6,0
2663,2663,20143907,권혁준,1,['증인'],1,0
2664,2664,20336244,김경훈,1,['증인'],1,0
2665,2665,20336414,박주은,1,['증인'],1,0
2666,2666,20286669,박준호,2,"['증인', '돈']",2,0
2667,2667,20302129,박찬영,2,"['증인', '카센타']",2,0
2668,2668,20336962,송우용,1,['증인'],1,0
2669,2669,20337322,김미진,2,"['증인', '킹메이커']",2,0
2670,2670,20166969,신치영,8,"['증인', '미성년', '배심원들', '광대들: 풍문조작단', '야구소녀', '스텔라', '비상선언', '데시벨']",8,0
2671,2671,20337531,신혜정,4,"['증인', '초미의 관심사', '초미의 관심사', '결백']",3,1
2672,2672,20196450,김범석,3,"['증인', '한산: 용의 출현', '한산 리덕스']",3,0
2673,2673,20156164,김소연,3,"['증인', '디바', '디바']",2,1
2674,2674,20340246,이준형,2,"['증인', '어린 의뢰인']",2,0
2675,2675,20340642,김정연,4,"['증인', '질투의 역사', '0.0MHz', '휴가']",4,0
2676,2676,20166713,김호연,4,"['증인', '악질경찰', '블랙머니', '세자매']",4,0
2677,2677,20340699,조성재,3,"['증인', '강철비2: 정상회담', '서복']",3,0
2678,2678,20340725,김홍식,1,['증인'],1,0
2679,2679,20323387,최은영,1,['증인'],1,0
2680,2680,10072718,최종률,2,"['증인', '기묘한 가족']",2,0
2681,2681,20160292,정도원,5,"['증인', '돈', '배심원들', '빛과 철', '니 부모 얼굴이 보고 싶다']",5,0
2682,2682,20341593,정명훈,2,"['증인', '비스트']",2,0
2683,2683,20341595,조한나,3,"['증인', '다시, 봄', '롱 리브 더 킹: 목포 영웅']",3,0
2684,2684,20341730,이승헌,1,['증인'],1,0
2685,2685,20341769,강은수,4,"['증인', '가장 보통의 연애', '서복', '유체이탈자']",4,0
2686,2686,20341896,고민지,5,"['증인', '해치지않아', '침입자', '인질', '유체이탈자']",5,0
2687,2687,20341999,곽나현,1,['증인'],1,0
2688,2688,20342218,권정은,1,['증인'],1,0
2689,2689,20342359,김규인,2,"['증인', '킹메이커']",2,0
2690,2690,20342394,김난영,1,['증인'],1,0
2691,2691,20342413,표예리,3,"['증인', '사바하', '미스터 주: 사라진 VIP']",3,0
2692,2692,20342566,김바비,3,"['증인', '디바', '늑대사냥']",3,0
2693,2693,10006185,김학선,9,"['증인', '배심원들', '윤희에게', '헌트', '#살아있다', '오! 문희', '동백', '윤시내가 사라졌다', '비상선언']",9,0
2694,2694,20342628,이영아,4,"['증인', '기묘한 가족', '걸캅스', '악인전']",4,0
2695,2695,20342724,김승윤,1,['증인'],1,0
2696,2696,20342848,이민정,3,"['증인', '돈', '광대들: 풍문조작단']",3,0
2697,2697,20342905,조복휘,1,['증인'],1,0
2698,2698,20342908,김인규,1,['증인'],1,0
2699,2699,20343004,김준원,1,['증인'],1,0
2700,2700,20343057,정승욱,2,"['증인', '반도']",2,0
2701,2701,20343181,도현,3,"['증인', '히트맨', '디바']",3,0
2702,2702,20343197,김형묵,4,"['증인', '나쁜 녀석들: 더 무비', '타짜: 원 아이드 잭', '천문: 하늘에 묻는다']",4,0
2703,2703,20343320,정영록,4,"['증인', '뜨거운 피', '스텔라', '어부바']",4,0
2704,2704,20343374,남혜진,1,['증인'],1,0
2705,2705,20343381,김태현,1,['증인'],1,0
2706,2706,20343445,문승배,4,"['증인', '한산: 용의 출현', '올빼미', '한산 리덕스']",4,0
2707,2707,20343456,정경현,2,"['증인', '정직한 후보']",2,0
2708,2708,20169220,이은샘,3,"['증인', '악인전', '어제 일은 모두 괜찮아']",3,0
2709,2709,20343794,채치웅,1,['증인'],1,0
2710,2710,20343824,윤정환,1,['증인'],1,0
2711,2711,20343857,박미정,1,['증인'],1,0
2712,2712,10057400,이종익,1,['증인'],1,0
2713,2713,20344012,최문익,1,['증인'],1,0
2714,2714,20344054,심은정,1,['증인'],1,0
2715,2715,20344153,이석환,1,['증인'],1,0
2716,2716,20344262,박윤근,1,['증인'],1,0
2717,2717,20344251,박은우,2,"['증인', '범죄도시2']",2,0
2718,2718,20344436,엄주원,1,['증인'],1,0
2719,2719,20344429,박창화,1,['증인'],1,0
2720,2720,20344558,배내희,1,['증인'],1,0
2721,2721,20344623,손제형,1,['증인'],1,0
2722,2722,10072951,추귀정,1,['증인'],1,0
2723,2723,20344628,염지영,2,"['증인', '더블패티']",2,0
2724,2724,20344790,장부익,1,['증인'],1,0
2725,2725,20344806,장선아,1,['증인'],1,0
2726,2726,20144795,서광재,3,"['증인', '뜨거운 피', '봄날']",3,0
2727,2727,20345064,한윤지,1,['증인'],1,0
2728,2728,20345068,한재경,1,['증인'],1,0
2729,2729,20372722,이슬이,2,"['증인', '경아의 딸']",2,0
2730,2730,10086907,하비에르 구티에레즈,1,['챔피언스'],1,0
2731,2731,10063418,제이 바루첼,2,"['드래곤 길들이기 3', '타인의 친절']",2,0
2732,2732,10041935,아메리카 페레라,1,['드래곤 길들이기 3'],1,0
2733,2733,10075263,킷 해링턴,1,['드래곤 길들이기 3'],1,0
2734,2734,10076969,크레이그 퍼거슨,1,['드래곤 길들이기 3'],1,0
2735,2735,10091261,F. 머레이 아브라함,1,['드래곤 길들이기 3'],1,0
2736,2736,10062184,정재영,1,['기묘한 가족'],1,0
2737,2737,10003788,김남길,5,"['기묘한 가족', '클로젯', '헌트', '오케이 마담', '비상선언']",5,0
2738,2738,10047357,엄지원,2,"['기묘한 가족', '방법: 재차의']",2,0
2739,2739,20195643,이수경,3,"['기묘한 가족', '기묘한 가족', '기적']",2,1
2740,2740,20254141,이수경,3,"['기묘한 가족', '기묘한 가족', '미스터 주: 사라진 VIP']",2,1
2741,2741,20318632,장세아,6,"['기묘한 가족', '1919 유관순', '기방도령', '사자', '#아이엠히어', '미션 파서블']",6,0
2742,2742,20344374,김지안,2,"['기묘한 가족', '기묘한 가족']",1,1
2743,2743,20328233,장지건,4,"['기묘한 가족', '롱 리브 더 킹: 목포 영웅', '장사리 : 잊혀진 영웅들', '#살아있다']",4,0
2744,2744,20335156,오의식,1,['기묘한 가족'],1,0
2745,2745,20335130,황우상,2,"['기묘한 가족', '정직한 후보2']",2,0
2746,2746,20335172,정용구,1,['기묘한 가족'],1,0
2747,2747,20335174,강운,2,"['기묘한 가족', '육사오(6/45)']",2,0
2748,2748,20335175,유독현,2,"['기묘한 가족', '외계+인 1부']",2,0
2749,2749,20335159,백송희,2,"['기묘한 가족', '자산어보']",2,0
2750,2750,20335183,홍예서,2,"['기묘한 가족', '타짜: 원 아이드 잭']",2,0
2751,2751,20335161,장혜은,1,['기묘한 가족'],1,0
2752,2752,20335163,이라온,1,['기묘한 가족'],1,0
2753,2753,20335164,변주우,4,"['기묘한 가족', '자산어보', '자산어보', '미드나이트']",3,1
2754,2754,20335197,박솜이,1,['기묘한 가족'],1,0
2755,2755,20335216,신주현,1,['기묘한 가족'],1,0
2756,2756,20335202,김이라,1,['기묘한 가족'],1,0
2757,2757,20335204,안미라,1,['기묘한 가족'],1,0
2758,2758,20335205,고동형,2,"['기묘한 가족', '반도']",2,0
2759,2759,20335734,강민구,3,"['기묘한 가족', '자산어보', '스텔라']",3,0
2760,2760,20335207,박기루,1,['기묘한 가족'],1,0
2761,2761,20335232,이범직,1,['기묘한 가족'],1,0
2762,2762,20335225,한규칠,1,['기묘한 가족'],1,0
2763,2763,20335227,배주혜,1,['기묘한 가족'],1,0
2764,2764,20335236,유은조,2,"['기묘한 가족', '해치지않아']",2,0
2765,2765,20335229,나병기,1,['기묘한 가족'],1,0
2766,2766,20335238,정종한,1,['기묘한 가족'],1,0
2767,2767,20335231,임승하,1,['기묘한 가족'],1,0
2768,2768,20335239,안세일,1,['기묘한 가족'],1,0
2769,2769,20335241,심국보,1,['기묘한 가족'],1,0
2770,2770,20335253,성창호,1,['기묘한 가족'],1,0
2771,2771,20335242,손정수,1,['기묘한 가족'],1,0
2772,2772,20335244,지원석,1,['기묘한 가족'],1,0
2773,2773,20335246,곽한훈,2,"['기묘한 가족', '반도']",2,0
2774,2774,20113248,김봉수,2,"['기묘한 가족', '담보']",2,0
2775,2775,20335695,나애진,1,['기묘한 가족'],1,0
2776,2776,20283549,박경혜,1,['기묘한 가족'],1,0
2777,2777,20335904,노혜영,2,"['기묘한 가족', '0.0MHz']",2,0
2778,2778,20335976,류경인,2,"['기묘한 가족', '사바하']",2,0
2779,2779,20336012,곽성은,2,"['기묘한 가족', '침입자']",2,0
2780,2780,10029445,박태진,1,['기묘한 가족'],1,0
2781,2781,20336937,박혜숙,3,"['기묘한 가족', '기생충', '비스트']",3,0
2782,2782,20337028,송현욱,1,['기묘한 가족'],1,0
2783,2783,20337134,김만호,7,"['기묘한 가족', '비스트', '반도', '고백', '방법: 재차의', '봄날', '외계+인 1부']",7,0
2784,2784,20131303,김미나,2,"['기묘한 가족', '판소리 복서']",2,0
2785,2785,20337349,김민,1,['기묘한 가족'],1,0
2786,2786,20337389,김민상,1,['기묘한 가족'],1,0
2787,2787,20221038,안소영,1,['기묘한 가족'],1,0
2788,2788,20337612,안지원,1,['기묘한 가족'],1,0
2789,2789,20337741,김민희,1,['기묘한 가족'],1,0
2790,2790,20338323,김상현,2,"['기묘한 가족', '사자']",2,0
2791,2791,20338381,오제근,2,"['기묘한 가족', '기방도령']",2,0
2792,2792,20338506,김선화,2,"['기묘한 가족', '관계의 가나다에 있는 우리는']",2,0
2793,2793,20339326,지환,1,['기묘한 가족'],1,0
2794,2794,20339773,장민영,2,"['기묘한 가족', '탄생']",2,0
2795,2795,20340196,최영민,2,"['기묘한 가족', '비상선언']",2,0
2796,2796,20254133,이성훈,2,"['기묘한 가족', '엑시트']",2,0
2797,2797,20340662,조민지,1,['기묘한 가족'],1,0
2798,2798,20130621,김혜지,6,"['기묘한 가족', '타짜: 원 아이드 잭', '양자물리학', '나를 찾아줘', '요가학원 : 죽음의 쿤달리니', '뜨거운 피']",6,0
2799,2799,20161362,김정원,1,['기묘한 가족'],1,0
2800,2800,20340872,이소연,1,['기묘한 가족'],1,0
2801,2801,20340960,김종기,1,['기묘한 가족'],1,0
2802,2802,20341183,윤정일,1,['기묘한 가족'],1,0
2803,2803,20341214,김승비,4,"['기묘한 가족', '디바', '조제', '유체이탈자']",4,0
2804,2804,20325199,조은주,4,"['기묘한 가족', '기묘한 가족', '광대들: 풍문조작단', '젊은이의 양지']",3,1
2805,2805,20341405,김시윤,2,"['기묘한 가족', '판소리 복서']",2,0
2806,2806,20197386,김주형,1,['기묘한 가족'],1,0
2807,2807,20341645,조현주,1,['기묘한 가족'],1,0
2808,2808,20341680,이건수,1,['기묘한 가족'],1,0
2809,2809,20341704,이건창,3,"['기묘한 가족', '사바하', '우상']",3,0
2810,2810,20341714,이경민,2,"['기묘한 가족', '해치지않아']",2,0
2811,2811,20320344,김준석,3,"['기묘한 가족', '나랏말싸미', '광대들: 풍문조작단']",3,0
2812,2812,20341762,강유나,1,['기묘한 가족'],1,0
2813,2813,20341767,강윤석,1,['기묘한 가족'],1,0
2814,2814,10001440,고경인,2,"['기묘한 가족', '비상선언']",2,0
2815,2815,20342034,구본웅,1,['기묘한 가족'],1,0
2816,2816,20342069,김연희,3,"['기묘한 가족', '1919 유관순', '기방도령']",3,0
2817,2817,20342221,차정민,2,"['기묘한 가족', '정직한 후보2']",2,0
2818,2818,20342733,김수란,3,"['기묘한 가족', '오! 문희', '오! 문희']",2,1
2819,2819,20342727,이미지,1,['기묘한 가족'],1,0
2820,2820,20342992,김정중,1,['기묘한 가족'],1,0
2821,2821,20343000,김주승,1,['기묘한 가족'],1,0
2822,2822,20162790,김진문,2,"['기묘한 가족', '백두산']",2,0
2823,2823,20341725,이태건,3,"['기묘한 가족', '비상선언', '고속도로 가족']",3,0
2824,2824,20308114,김창조,2,"['기묘한 가족', '타짜: 원 아이드 잭']",2,0
2825,2825,10087733,한정화,1,['기묘한 가족'],1,0
2826,2826,20343186,이형직,1,['기묘한 가족'],1,0
2827,2827,20130251,김홍근,1,['기묘한 가족'],1,0
2828,2828,20343270,류철호,1,['기묘한 가족'],1,0
2829,2829,20343473,정우영,3,"['기묘한 가족', '기묘한 가족', '유체이탈자']",2,1
2830,2830,10053760,유순철,4,"['기묘한 가족', '빛나는 순간', '인민을 위해 복무하라', '오마주']",4,0
2831,2831,20343540,문지영,1,['기묘한 가족'],1,0
2832,2832,20343612,정민서,1,['기묘한 가족'],1,0
2833,2833,20343615,정민섭,1,['기묘한 가족'],1,0
2834,2834,20343626,유호연,1,['기묘한 가족'],1,0
2835,2835,10040580,신정근,4,"['기묘한 가족', '강철비2: 정상회담', '외계+인 1부', '탄생']",4,0
2836,2836,20343830,윤지현,1,['기묘한 가족'],1,0
2837,2837,10054593,윤혜진,1,['기묘한 가족'],1,0
2838,2838,10054613,윤희철,2,"['기묘한 가족', '서복']",2,0
2839,2839,20343916,최기범,2,"['기묘한 가족', '내겐 너무 소중한 너']",2,0
2840,2840,20343958,정태인,2,"['기묘한 가족', '퍼펙트맨']",2,0
2841,2841,20344024,이덕건,3,"['기묘한 가족', '정직한 후보', '강철비2: 정상회담']",3,0
2842,2842,20344074,이창숙,1,['기묘한 가족'],1,0
2843,2843,20344111,최송이,1,['기묘한 가족'],1,0
2844,2844,20344269,최유라,1,['기묘한 가족'],1,0
2845,2845,20344395,장은총,1,['기묘한 가족'],1,0
2846,2846,20344441,장진경,1,['기묘한 가족'],1,0
2847,2847,20344482,장호정,1,['기묘한 가족'],1,0
2848,2848,20344692,서장현,1,['기묘한 가족'],1,0
2849,2849,10050456,오순태,2,"['기묘한 가족', '기묘한 가족']",1,1
2850,2850,20344795,장루이,1,['기묘한 가족'],1,0
2851,2851,20344867,임효성,3,"['기묘한 가족', '장사리 : 잊혀진 영웅들', '장사리 : 잊혀진 영웅들']",2,1
2852,2852,10071717,채이설,1,['기묘한 가족'],1,0
2853,2853,20335852,강지혜,2,"['기묘한 가족', '이웃사촌']",2,0
2854,2854,10040160,시영준,9,"['극장판 헬로카봇: 옴파로스 섬의 비밀', '극장판 헬로카봇: 옴파로스 섬의 비밀', '신데렐라:마법 반지의 비밀', '별의 정원', '안녕, 티라노: 영원히, 함께', '안녕, 티라노: 영원히, 함께', '극장판 헬로카봇 : 달나라를 구해줘!', '프린스 코기', '극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들']",7,2
2855,2855,20187995,서윤선,1,['극장판 헬로카봇: 옴파로스 섬의 비밀'],1,0
2856,2856,10001563,고마츠 나나,2,"['사랑은 비가 갠 뒤처럼', '실: 인연의 시작']",2,0
2857,2857,10074112,세이노 나나,1,['사랑은 비가 갠 뒤처럼'],1,0
2858,2858,10082878,에드 스크레인,2,"['알리타: 배틀 엔젤', '미드웨이']",2,0
2859,2859,10049440,엘리자베스 뱅크스,3,"['레고 무비2', '더 보이', '해피타임 스파이']",3,0
2860,2860,10038630,스테파니 비트리즈,2,"['레고 무비2', '엔칸토: 마법의 세계']",2,0
2861,2861,10065292,조나 힐,2,"['레고 무비2', '돈 룩 업']",2,0
2862,2862,10081696,티파니 해디쉬,3,"['레고 무비2', '마이펫의 이중생활 2', '미친 능력']",3,0
2863,2863,10052972,윌 아넷,1,['레고 무비2'],1,0
2864,2864,10008961,닉 오퍼맨,1,['레고 무비2'],1,0
2865,2865,10041733,아르투로 카스트로,1,['레고 무비2'],1,0
2866,2866,20123999,요안나 쿨릭,1,['콜드 워'],1,0
2867,2867,10080612,토마즈 코트,1,['콜드 워'],1,0
2868,2868,10063369,제시카 로테,1,['해피 데스데이 2 유'],1,0
2869,2869,20176462,이스라엘 브로우사드,1,['해피 데스데이 2 유'],1,0
2870,2870,10078176,린-마누엘 미란다,1,['메리 포핀스 리턴즈'],1,0
2871,2871,10048435,에밀리 모티머,1,['메리 포핀스 리턴즈'],1,0
2872,2872,10013536,딕 반 다이크,1,['메리 포핀스 리턴즈'],1,0
2873,2873,10012017,데이빗 워너,1,['메리 포핀스 리턴즈'],1,0
2874,2874,10043663,안젤라 랜스베리,1,['메리 포핀스 리턴즈'],1,0
2875,2875,20181903,이재인,3,"['사바하', '봉오동 전투', '발신제한']",3,0
2876,2876,10054008,유지태,2,"['사바하', '돈']",2,0
2877,2877,10055073,이다윗,2,"['사바하', '최면']",2,0
2878,2878,20111869,황정민,4,"['사바하', '돈', '미션 파서블', '고속도로 가족']",4,0
2879,2879,20144380,지승현,6,"['사바하', '나쁜 녀석들: 더 무비', '퍼펙트맨', '검객', '이웃사촌', '뜨거운 피']",6,0
2880,2880,10058031,이항나,4,"['사바하', '나를 찾아줘', '저 산 너머', '비와 당신의 이야기']",4,0
2881,2881,10061683,정동환,1,['사바하'],1,0
2882,2882,10026821,문창길,4,"['사바하', '호텔 레이크', '대무가', '리멤버']",4,0
2883,2883,10050667,오윤홍,1,['사바하'],1,0
2884,2884,20129238,강나영,2,"['사바하', '강릉']",2,0
2885,2885,20335612,김두은,3,"['사바하', '두번할까요', '킹메이커']",3,0
2886,2886,20335632,김유린,1,['사바하'],1,0
2887,2887,20335613,김지후,1,['사바하'],1,0
2888,2888,20335614,조수지,2,"['사바하', '인생은 아름다워']",2,0
2889,2889,20335615,신보경,1,['사바하'],1,0
2890,2890,20250151,정병두,4,"['사바하', '시동', '모가디슈', '인질']",4,0
2891,2891,20165032,이재순,1,['사바하'],1,0
2892,2892,20335618,배선엽,1,['사바하'],1,0
2893,2893,20335619,곽영신,1,['사바하'],1,0
2894,2894,20335620,장지민,1,['사바하'],1,0
2895,2895,20335636,정혜은,1,['사바하'],1,0
2896,2896,20335622,강우진,1,['사바하'],1,0
2897,2897,20335637,윤창희,1,['사바하'],1,0
2898,2898,20335623,김근우,1,['사바하'],1,0
2899,2899,20335624,이치민,1,['사바하'],1,0
2900,2900,20335638,하승협,1,['사바하'],1,0
2901,2901,20342232,권해성,3,"['사바하', '사바하', '아내를 죽였다']",2,1
2902,2902,20335626,권해성,2,"['사바하', '사바하']",1,1
2903,2903,20335627,손병우,1,['사바하'],1,0
2904,2904,20335628,박상현,1,['사바하'],1,0
2905,2905,20335639,김찬빈,1,['사바하'],1,0
2906,2906,20335640,한유한,1,['사바하'],1,0
2907,2907,20335641,이월진,1,['사바하'],1,0
2908,2908,20335630,박재만,1,['사바하'],1,0
2909,2909,20335643,박영래,1,['사바하'],1,0
2910,2910,20335645,이광석,1,['사바하'],1,0
2911,2911,20335631,한형주,1,['사바하'],1,0
2912,2912,20335646,류현주,1,['사바하'],1,0
2913,2913,20335653,손연서,1,['사바하'],1,0
2914,2914,20335655,유선이,1,['사바하'],1,0
2915,2915,20335737,강민재,1,['사바하'],1,0
2916,2916,20335752,남도현,1,['사바하'],1,0
2917,2917,20144594,강성철,3,"['사바하', '다시, 봄', '퍼펙트맨']",3,0
2918,2918,20336095,박수미,1,['사바하'],1,0
2919,2919,20336116,권오준,1,['사바하'],1,0
2920,2920,20336157,민설애,2,"['사바하', '사자']",2,0
2921,2921,20336185,김가은,2,"['사바하', '물의 기억']",2,0
2922,2922,20326012,김금순,8,"['사바하', '82년생 김지영', '프랑스여자', '조제', '아무도 없는 곳', '방법: 재차의', '브로커', '비상선언']",8,0
2923,2923,20336506,설시연,2,"['사바하', '우리집']",2,0
2924,2924,20336650,박지윤,4,"['사바하', '사바하', '세자매', '인질']",3,1
2925,2925,20336997,박훈,2,"['사바하', '봉오동 전투']",2,0
2926,2926,20337477,안성진,2,"['사바하', '봉오동 전투']",2,0
2927,2927,20329212,김범수,3,"['사바하', '사자', '장르만 로맨스']",3,0
2928,2928,20337931,오누리,8,"['사바하', '우상', '엑시트', '타짜: 원 아이드 잭', '이웃사촌', '한산: 용의 출현', '컴백홈', '한산 리덕스']",8,0
2929,2929,20338327,노유림,1,['사바하'],1,0
2930,2930,20338694,옥영진,2,"['사바하', '기방도령']",2,0
2931,2931,20338737,옥주리,14,"['사바하', '생일', '로망', '어린 의뢰인', '나쁜 녀석들: 더 무비', '어제 일은 모두 괜찮아', '아내를 죽였다', '히트맨', '정직한 후보', '헌트', '종이꽃', '비와 당신의 이야기', '액션히어로', 'F20']",14,0
2932,2932,20112009,김소숙,2,"['사바하', '이상한 나라의 수학자']",2,0
2933,2933,20339468,임현주,1,['사바하'],1,0
2934,2934,20195561,이상우,1,['사바하'],1,0
2935,2935,20339530,정재은,1,['사바하'],1,0
2936,2936,20339569,임효진,5,"['사바하', '악인전', '롱 리브 더 킹: 목포 영웅', '타짜: 원 아이드 잭', '히트맨']",5,0
2937,2937,20315315,김현정,4,"['사바하', '생일', '돌멩이', '좋은 사람']",4,0
2938,2938,10057435,이주실,5,"['사바하', '썬키스 패밀리', '기방도령', '여고괴담 여섯번째 이야기 : 모교', '오마주']",5,0
2939,2939,20340024,허다정,2,"['사바하', '미성년']",2,0
2940,2940,20340092,이준구,2,"['사바하', '광대들: 풍문조작단']",2,0
2941,2941,20340119,정한호,2,"['사바하', '광대들: 풍문조작단']",2,0
2942,2942,20340135,장영애,1,['사바하'],1,0
2943,2943,20143859,권태호,2,"['사바하', '범죄도시2']",2,0
2944,2944,20341092,이문석,3,"['사바하', '시동', '인질']",3,0
2945,2945,20341260,이수정,3,"['사바하', '엑시트', '나쁜 녀석들: 더 무비']",3,0
2946,2946,20341301,김승현,2,"['사바하', '디바']",2,0
2947,2947,20341598,조한아름,1,['사바하'],1,0
2948,2948,20189211,정서인,4,"['사바하', '싱크홀', '말임씨를 부탁해', '비상선언']",4,0
2949,2949,20342269,이대현,1,['사바하'],1,0
2950,2950,20342387,표성수,2,"['사바하', '악인전']",2,0
2951,2951,20342759,한다경,2,"['사바하', '우상']",2,0
2952,2952,20343053,이한울,2,"['사바하', '사바하']",1,1
2953,2953,20343052,이한울,2,"['사바하', '사바하']",1,1
2954,2954,20343464,김태윤,1,['사바하'],1,0
2955,2955,20320039,김유나,2,"['사바하', '어른들은 몰라요']",2,0
2956,2956,20344161,이재진,2,"['사바하', '나랏말싸미']",2,0
2957,2957,20363603,박규범,2,"['사바하', '오! 문희']",2,0
2958,2958,10064806,톰 베이트먼,1,['콜드 체이싱'],1,0
2959,2959,10053301,윌리엄 포사이스,1,['콜드 체이싱'],1,0
2960,2960,10048383,에미 로섬,1,['콜드 체이싱'],1,0
2961,2961,10015972,로라 던,4,"['콜드 체이싱', '결혼 이야기', '작은 아씨들', '쥬라기 월드: 도미니언']",4,0
2962,2962,10069472,줄리아 존스,1,['콜드 체이싱'],1,0
2963,2963,10051241,올리비아 콜맨,4,"['더 페이버릿: 여왕의 여자', '더 파더', '고장난 론', '루이스 웨인: 사랑을 그린 고양이 화가']",4,0
2964,2964,10049633,엠마 스톤,4,"['더 페이버릿: 여왕의 여자', '좀비랜드: 더블 탭', '크루즈 패밀리: 뉴 에이지', '크루엘라']",4,0
2965,2965,10015525,레이첼 와이즈,2,"['더 페이버릿: 여왕의 여자', '블랙 위도우']",2,0
2966,2966,10008764,니콜라스 홀트,5,"['더 페이버릿: 여왕의 여자', '엑스맨: 다크 피닉스', '커런트 워', '내가 죽기를 바라는 자들', '더 메뉴']",5,0
2967,2967,10065099,조 알윈,1,['더 페이버릿: 여왕의 여자'],1,0
2968,2968,10001670,고아성,2,"['항거:유관순 이야기', '삼진그룹 영어토익반']",2,0
2969,2969,20217006,정하담,4,"['항거:유관순 이야기', '항거:유관순 이야기', '젊은이의 양지', '헤어질 결심']",3,1
2970,2970,10086945,하성광,3,"['항거:유관순 이야기', '결백', '정직한 후보2']",3,0
2971,2971,20335994,류성민,2,"['항거:유관순 이야기', '양자물리학']",2,0
2972,2972,20336162,권현진,1,['항거:유관순 이야기'],1,0
2973,2973,20143867,김남진,3,"['항거:유관순 이야기', '82년생 김지영', '최면']",3,0
2974,2974,20337136,배향,3,"['항거:유관순 이야기', '사자', '미스터 보스']",3,0
2975,2975,20337137,김명,1,['항거:유관순 이야기'],1,0
2976,2976,20337302,신영주,2,"['항거:유관순 이야기', '어린 의뢰인']",2,0
2977,2977,20337462,신하준,4,"['항거:유관순 이야기', '미성년', '악인전', '남산의 부장들']",4,0
2978,2978,20337491,신현진,1,['항거:유관순 이야기'],1,0
2979,2979,10050394,오상무,3,"['항거:유관순 이야기', '봉오동 전투', '자산어보']",3,0
2980,2980,20339411,임한빈,1,['항거:유관순 이야기'],1,0
2981,2981,20339588,김은희,1,['항거:유관순 이야기'],1,0
2982,2982,20188866,최미라,4,"['항거:유관순 이야기', '담보', '공조2: 인터내셔날', '데시벨']",4,0
2983,2983,20339761,장민영,1,['항거:유관순 이야기'],1,0
2984,2984,20339956,최성윤,3,"['항거:유관순 이야기', '엑시트', '야구소녀']",3,0
2985,2985,20340152,김현호,1,['항거:유관순 이야기'],1,0
2986,2986,20340381,정효정,1,['항거:유관순 이야기'],1,0
2987,2987,20156038,이성원,2,"['항거:유관순 이야기', '더블패티']",2,0
2988,2988,20340724,김정원,1,['항거:유관순 이야기'],1,0
2989,2989,20341475,김신영,1,['항거:유관순 이야기'],1,0
2990,2990,20341574,율찬,2,"['항거:유관순 이야기', '사자']",2,0
2991,2991,20341711,강시후,1,['항거:유관순 이야기'],1,0
2992,2992,20341925,고병택,3,"['항거:유관순 이야기', '결백', '결백']",2,1
2993,2993,20341981,공정현,1,['항거:유관순 이야기'],1,0
2994,2994,20342092,권다솜,1,['항거:유관순 이야기'],1,0
2995,2995,20163950,김영은,1,['항거:유관순 이야기'],1,0
2996,2996,20311329,김아송,1,['항거:유관순 이야기'],1,0
2997,2997,20342839,정소영,2,"['항거:유관순 이야기', '애비규환']",2,0
2998,2998,20343261,나누리,1,['항거:유관순 이야기'],1,0
2999,2999,10008105,노승범,1,['항거:유관순 이야기'],1,0
3000,3000,20343469,정교,1,['항거:유관순 이야기'],1,0
3001,3001,20343639,진호은,1,['항거:유관순 이야기'],1,0
3002,3002,20343702,윤상돈,2,"['항거:유관순 이야기', '해치지않아']",2,0
3003,3003,20343720,채송화,1,['항거:유관순 이야기'],1,0
3004,3004,20343832,윤예솔,1,['항거:유관순 이야기'],1,0
3005,3005,20344100,심태영,1,['항거:유관순 이야기'],1,0
3006,3006,20344264,이효린,1,['항거:유관순 이야기'],1,0
3007,3007,10072642,최일순,4,"['항거:유관순 이야기', '천문: 하늘에 묻는다', '카오산 탱고', '자백']",4,0
3008,3008,20344428,임영혜,2,"['항거:유관순 이야기', '블랙머니']",2,0
3009,3009,20344445,임유정,1,['항거:유관순 이야기'],1,0
3010,3010,20344499,임윤진,1,['항거:유관순 이야기'],1,0
3011,3011,20344501,박한마,1,['항거:유관순 이야기'],1,0
3012,3012,20344506,임자혜,1,['항거:유관순 이야기'],1,0
3013,3013,20344823,송용기,1,['항거:유관순 이야기'],1,0
3014,3014,20187086,하진,2,"['항거:유관순 이야기', '장사리 : 잊혀진 영웅들']",2,0
3015,3015,10062267,정지훈,1,['자전차왕 엄복동'],1,0
3016,3016,20112885,강소라,3,"['자전차왕 엄복동', '해치지않아', '비와 당신의 이야기']",3,0
