,Unnamed: 0,Cd,name,num_Movie,filmos,num_Movie_edited,difference
168,168,10049950,예수정,9,"['염력', '허스토리', '말모이', '82년생 김지영', '82년생 김지영', '침입자', '침입자', '부산행:익스텐디드', '새해전야']",7,2
169,169,20313537,이기환,1,['염력'],1,0
170,170,20294036,이동근,1,['염력'],1,0
171,171,20314182,백성욱,1,['염력'],1,0
172,172,20314187,이재현,2,"['염력', '결백']",2,0
173,173,20189363,이정은,11,"['염력', '미쓰백', '말모이', '미성년', '기생충', '미스터 주: 사라진 VIP', '내가 죽던 날', '자산어보', '말임씨를 부탁해', '안녕하세요', '오마주']",11,0
174,174,20314264,김주연,6,"['염력', '물괴', '마약왕', '나쁜 녀석들: 더 무비', '이웃사촌', '앵커']",6,0
175,175,20294653,이지훈,2,"['염력', '협상']",2,0
176,176,20314800,이현정,3,"['염력', '변산', '마약왕']",3,0
177,177,20315534,김흥태,6,"['염력', '성난황소', '뺑반', '천문: 하늘에 묻는다', '히트맨', '뜨거운 피']",6,0
178,178,20316608,박재규,1,['염력'],1,0
179,179,20317439,조웅희,1,['염력'],1,0
180,180,10003728,김기천,10,"['염력', '기묘한 가족', '로망', '나의 특별한 형제', '해치지않아', '저 산 너머', '죽지않는 인간들의 밤', '돌멩이', '이웃사촌', '외계+인 1부']",10,0
181,181,20142137,김기철,1,['염력'],1,0
182,182,20234326,김기범,3,"['염력', '인랑', '뺑반']",3,0
183,183,20317897,김대근,13,"['염력', '독전', '신과함께-인과 연', '상류사회', '배반의 장미', '언니', '뺑반', '비스트', '퍼펙트맨', '블랙머니', '히트맨', '범죄도시2', '늑대사냥']",13,0
184,184,10072476,최영우,3,"['염력', '배심원들', '배심원들']",2,1
185,185,20318162,최지연,5,"['염력', '블랙머니', '새해전야', '보이스', '좋은 사람']",5,0
186,186,20318460,황영수,5,"['염력', '천문: 하늘에 묻는다', '결백', '경관의 피', '리멤버']",5,0
187,187,20329855,윤돈선,4,"['염력', '싱크홀', '니 부모 얼굴이 보고 싶다', '늑대사냥']",4,0
188,188,20328733,태항호,4,"['염력', '결백', '이 안에 외계인이 있다', '파이프라인']",4,0
189,189,20341415,김시우,3,"['염력', '돈', '천문: 하늘에 묻는다']",3,0
190,190,20346998,엄지만,13,"['염력', '7년의 밤', '바람 바람 바람', '공작', '물괴', '출국', '마약왕', '블랙머니', '블랙머니', '남산의 부장들', '검객', '#아이엠히어', '경관의 피']",12,1
191,191,20196235,이지혜,5,"['염력', '마약왕', '82년생 김지영', '세자매', '동감']",5,0
192,192,10020817,린 샤예,2,"['인시디어스4: 라스트 키', '죽이는 여자']",2,0
193,193,20112992,조시 스튜어트,1,['인시디어스4: 라스트 키'],1,0
194,194,10086912,하비에르 보텟,2,"['인시디어스4: 라스트 키', '그것: 두 번째 이야기']",2,0
195,195,10077282,크리스 헴스워스,5,"['12 솔져스', '어벤져스: 인피니티 워', '어벤져스: 엔드게임', '맨 인 블랙: 인터내셔널', '토르: 러브 앤 썬더']",5,0
196,196,10023167,마이클 섀넌,4,"['12 솔져스', '셰이프 오브 워터: 사랑의 모양', '커런트 워', '나이브스 아웃']",4,0
197,197,10023591,마이클 페나,5,"['12 솔져스', '앤트맨과 와스프', '라스트 미션', '톰과 제리', '문폴']",5,0
198,198,20259189,트레반트 로즈,3,"['12 솔져스', '더 프레데터', '빌리 홀리데이']",3,0
199,199,10004461,김서영,10,"['마야2', '런닝맨 : 풀룰루의 역습', '극장판 공룡메카드: 타이니소어의 섬', '뽀로로 극장판 보물섬 대모험', '날씨의 아이', '핑크퐁 시네마 콘서트 : 우주대탐험', '극장판 윌벤져스 : 수상한 캠핑 대소동', '뽀로로 극장판 드래곤캐슬 대모험', '극장판 엄마 까투리: 도시로 간 까투리 가족', '극장판 뽀로로와 친구들: 바이러스를 없애줘!']",10,0
200,200,20272192,김명준,8,"['마야2', '레오나르도 다 빈치', '꼬마영웅 바비', '레드슈즈', '소피와 드래곤: 마법책의 비밀', '신비아파트 극장판 하늘도깨비 대 요르문간드', '고고다이노 극장판: 얼음공룡의 비밀', '신비아파트 극장판 차원도깨비와 7개의 세계']",8,0
201,201,20300152,김소희,6,"['마야2', '벅스 프렌즈', '빅샤크2: 해저2만리', '오션스: 문어구출대작전', '몬스터 아카데미', '빅샤크4: 바다공룡 대모험']",6,0
202,202,20174743,임채헌,7,"['마야2', '극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이', '소피와 드래곤: 마법책의 비밀', '눈의 여왕4', '타발루가와 얼음공주', '스트레스 제로', '클리포드 더 빅 레드 독']",7,0
203,203,10054347,윤세웅,9,"['마야2', '커다랗고 커다랗고 커다란 배', '벅스 프렌즈', '빅샤크: 매직체인지', '레드슈즈', '킹메이커', '비상선언', '컴백홈', '리멤버']",9,0
204,204,20167921,오인실,4,"['마야2', '안녕, 티라노: 영원히, 함께', '추억의 검정고무신', '극장판 검정고무신 : 즐거운 나의 집']",4,0
205,205,20300117,이소은,6,"['마야2', '커다랗고 커다랗고 커다란 배', '신비아파트: 금빛 도깨비와 비밀의 동굴', '신비아파트 극장판 하늘도깨비 대 요르문간드', '신비아파트 극장판 하늘도깨비 대 요르문간드', '핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전']",5,1
206,206,20300153,석승훈,11,"['마야2', '레오나르도 다 빈치', '벅스 프렌즈', '캡틴 샤키', '극장판 엉덩이 탐정: 화려한 사건 수첩', '슈퍼 레이스', '추억의 검정고무신', '신데렐라 2: 마법에 걸린 왕자', '극장판 천재 추리 탐정 셜록홈즈', '몬스터 싱어: 매직 인 파리', '극장판 검정고무신 : 즐거운 나의 집']",11,0
207,207,20300118,이규창,2,"['마야2', '커다랗고 커다랗고 커다란 배']",2,0
208,208,10027310,미쉘 윌리엄스,5,"['올 더 머니', '원더스트럭', '아이 필 프리티', '베놈', '베놈 2: 렛 데어 비 카니지']",5,0
