movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys
20182280,졸업,Graduation,2018,20191107,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '박주환'}],"[{'companyCd': '20230135', 'companyNm': '미디어나무(주)'}]"
20183772,태일이,Chun Tae-il,2021,20211201,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '홍준표'}],"[{'companyCd': '20100545', 'companyNm': '(주)명필름'}, {'companyCd': '20218481', 'companyNm': '(주)스튜디오루머'}, {'companyCd': '20218361', 'companyNm': '전태일재단'}, {'companyCd': '20190561', 'companyNm': '유한회사 질라라비'}, {'companyCd': '20218461', 'companyNm': '영화 <태일이> 1970인 제작위원'}]"
20192462,마리아 칼라스: 세기의 디바,Maria by Callas: In Her Own Words,2017,20190711,장편,개봉,프랑스,다큐멘터리,프랑스,다큐멘터리,[{'peopleNm': '톰 볼프'}],[]
20219337,"1975 킬링필드, 푸난",Funan,2018,20220127,장편,개봉,프랑스,"애니메이션,드라마",프랑스,애니메이션,[{'peopleNm': '드니 도'}],[]
20196655,존 윅 3: 파라벨룸,John Wick: Chapter 3 - Parabellum,2019,20190626,장편,개봉,미국,"액션,범죄,스릴러",미국,액션,[{'peopleNm': '채드 스타헬스키'}],[]
20219630,사제로부터 온 편지,,2021,20210819,장편,개봉,한국,"다큐멘터리,드라마",한국,다큐멘터리,[{'peopleNm': '최종태'}],"[{'companyCd': '20230201', 'companyNm': '주식회사 영화사소요'}]"
20226798,에브리씽 에브리웨어 올 앳 원스,Everything Everywhere All At Once,2022,20221012,장편,개봉,미국,"액션,코미디",미국,액션,"[{'peopleNm': '다니엘 콴'}, {'peopleNm': '다니엘 쉐이너트'}]",[]
20190735,마티아스와 막심,Matthias & Maxime,2019,20200723,장편,개봉,캐나다,드라마,캐나다,드라마,[{'peopleNm': '자비에 돌란'}],[]
20204548,범죄도시2,The Roundup,2022,20220518,장편,개봉,한국,"범죄,액션",한국,범죄,[{'peopleNm': '이상용'}],"[{'companyCd': '20229048', 'companyNm': '주식회사 빅펀치픽쳐스'}, {'companyCd': '20063279', 'companyNm': '(주)홍필름'}, {'companyCd': '20138935', 'companyNm': '(주)비에이엔터테인먼트'}]"
20211382,오마주,Hommage,2021,20220526,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '신수원'}],"[{'companyCd': '20142791', 'companyNm': '(주)준필름'}]"
20217027,옆집사람,Next Door,2022,20221103,장편,개봉,한국,"스릴러,코미디",한국,스릴러,[{'peopleNm': '염지호'}],"[{'companyCd': '20229505', 'companyNm': '한국예술종합학교'}]"
20211567,수프와 이데올로기,Soup and Ideology,2021,20221020,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '양영희'}],"[{'companyCd': '20229503', 'companyNm': '㈜PLACE TO BE'}, {'companyCd': '20229504', 'companyNm': '㈜나비온에어'}]"
20210140,젠틀맨,Gentleman,2021,20221228,장편,개봉,한국,범죄,한국,범죄,[{'peopleNm': '김경원'}],"[{'companyCd': '20218082', 'companyNm': '(주)트릭스터'}, {'companyCd': '20239821', 'companyNm': '주식회사 에이치앤드엔터테인먼트'}]"
20227762,올빼미,The Night Owl,2021,20221123,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '안태진'}],"[{'companyCd': '20123218', 'companyNm': '(주)씨제스엔터테인먼트'}, {'companyCd': '20158028', 'companyNm': '(주)영화사 담담'}]"
20209076,오피스텔: 친구애인,,2020,20201005,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이하'}],"[{'companyCd': '20189421', 'companyNm': '(주)디에이치미디어'}]"
20204485,내여자에게 남자가 생겼다,,2020,20210128,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이하'}],"[{'companyCd': '20189421', 'companyNm': '(주)디에이치미디어'}]"
20215973,색밝히는 가정부,,2020,20210218,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이하'}],"[{'companyCd': '20189421', 'companyNm': '(주)디에이치미디어'}]"
20218768,오피스텔: 친구애인 무삭제,,2020,20210705,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이하'}],"[{'companyCd': '20189421', 'companyNm': '(주)디에이치미디어'}]"
20227715,새아빠와모녀2,,2022,20221018,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이하'}],"[{'companyCd': '20189421', 'companyNm': '(주)디에이치미디어'}]"
20228788,몸으로 하는 이모의 영업 비밀,,2022,20221228,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '전일만'}],"[{'companyCd': '20230041', 'companyNm': '핑스토리'}]"
20228767,BJ여동생의 VIP 팬방 : 내 동생이 벗방에 초대 됐다,,2022,20221228,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '전일만'}],"[{'companyCd': '20230041', 'companyNm': '핑스토리'}]"
20227221,처제에게 먹혀버린 형부,,2022,20220929,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': 'K.C. 타케다'}],[]
20227235,옆집 노인에게 조련당한 새댁,,2022,20220929,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '이누가미료'}],[]
20226397,남편 동생에게 위 아래 더럽혀진 몸,,2022,20220818,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '이누가미료'}],[]
20226385,형부 유혹한 음탕한 처제,,2022,20220819,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': 'K.C. 타케다'}],[]
20226399,성적 올려주는 I컵 과외 선생님,,2022,20220823,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '아사기리 키요시'}],[]
20226398,육덕 여상사에 먹혀버린 물건,,2022,20220819,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': 'K.C. 타케다'}],[]
20226396,남매끼리 하니까 좋아?,,2022,20220818,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': 'K.C. 타케다'}],[]
20225182,메이드인세운상가,,2022,20220525,장편,개봉,한국,공연,한국,공연,[{'peopleNm': '최원종'}],"[{'companyCd': '20110019', 'companyNm': '한국문화예술위원회'}]"
20227445,원피스 필름 레드,One Piece Film Red,2022,20221130,장편,개봉,일본,애니메이션,일본,애니메이션,[{'peopleNm': '타니구치 고로'}],[]
20196478,영웅,Hero,2022,20221221,장편,개봉,한국,"드라마,뮤지컬",한국,드라마,[{'peopleNm': '윤제균'}],"[{'companyCd': '20100278', 'companyNm': '(주)제이케이필름'}, {'companyCd': '20110854', 'companyNm': '(주)씨제이이엔엠'}]"
20225180,뒤틀린 집,Contorted ,2022,20220713,장편,개봉,한국,"공포(호러),드라마,스릴러",한국,공포(호러),[{'peopleNm': '강동헌'}],"[{'companyCd': '20229125', 'companyNm': '(주)테이크원스튜디오'}]"
20224572,아부쟁이,,2020,20220616,장편,개봉,한국,"액션,코미디,드라마",한국,액션,[{'peopleNm': '황승재'}],"[{'companyCd': '20176321', 'companyNm': '(주)해오름이앤티'}]"
20228301,아르키메데스의 대전,The Great War of Archimedes,2019,20221116,장편,개봉,일본,"드라마,전쟁",일본,드라마,[{'peopleNm': '야마자키 타카시'}],[]
20225633,큐브,Cube,2021,20220824,장편,개봉,일본,스릴러,일본,스릴러,[],[]
20225238,체리마호: 30살까지 동정이면 마법사가 될 수 있대,Cherry Magic! Thirty Years Of Virginity Can Make You A Wizard?!: The Movie,2022,20220713,장편,개봉,일본,"판타지,멜로/로맨스",일본,판타지,[{'peopleNm': '카자마 히로키'}],[]
20185046,서치,Searching,2017,20180829,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '아니쉬 차간티'}],[]
20180522,앤트맨과 와스프,Ant-Man and the Wasp,2018,20180704,장편,개봉,미국,"액션,어드벤처,SF",미국,액션,[{'peopleNm': '페이튼 리드'}],[]
20182447,클로젯,The Closet,2018,20200205,장편,개봉,한국,"미스터리,드라마",한국,미스터리,[{'peopleNm': '김광빈'}],"[{'companyCd': '20126515', 'companyNm': '(주)영화사 월광'}, {'companyCd': '20140593', 'companyNm': '(주)퍼펙트스톰필름'}]"
20211944,당신은 이 글 속에 살아있다,,2021,20220218,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '임지환'}],"[{'companyCd': '20203661', 'companyNm': '스토리웨이브픽쳐스'}]"
20172305,달나라에 사는 여인,From the Land of the Moon,2017,20191219,장편,개봉,프랑스,"드라마,멜로/로맨스",프랑스,드라마,[{'peopleNm': '니콜 가르시아'}],[]
20217826,육사오(6/45),6/45,2022,20220824,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '박규태'}],"[{'companyCd': '20100781', 'companyNm': '(주)티피에스컴퍼니'}, {'companyCd': '20100123', 'companyNm': '(주)싸이더스'}]"
20182221,스파키,Spark : A Space Tail,2016,20180412,장편,개봉,한국,"애니메이션,어드벤처,코미디",한국,애니메이션,"[{'peopleNm': '아론 우들리'}, {'peopleNm': '애론 우들리'}]","[{'companyCd': '20111482', 'companyNm': '(주)레드로버'}]"
20200566,거래완료,Good Deal,2020,20221006,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '조경호'}],"[{'companyCd': '20199901', 'companyNm': '한국예술종합학교 산학협력단'}]"
20223740,크리스마스 캐럴,christmas carol,2022,20221207,장편,개봉,한국,"드라마,액션",한국,드라마,[{'peopleNm': '김성수'}],"[{'companyCd': '20100851', 'companyNm': '(주)화인컷'}, {'companyCd': '20229481', 'companyNm': '(주)블루플랜잇'}]"
20228230,요정,Fairy,2022,20221201,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '신택수'}],"[{'companyCd': '20100574', 'companyNm': '한국예술종합학교 미디어콘텐츠센터'}]"
20228438,튜브펫주식회사,Tubepetcompany,2021,20221208,장편,개봉,한국,"드라마,코미디,멜로/로맨스,가족",한국,드라마,"[{'peopleNm': '송상민'}, {'peopleNm': '곽지성'}]","[{'companyCd': '20205341', 'companyNm': '(주)지티지그룹'}]"
20183046,외도:남편 상사와의 하룻밤,Dannano jyousitohurin,2016,20181017,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '나쿠루 하라다'}],[]
20201989,롯폰기:불타는 하룻밤,,2019,20201116,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '미시마 로쿠사부로'}],[]
20217399,롯폰기:불타는 하룻밤 무삭제판,,2019,20210401,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '미시마 로쿠사부로'}],[]
20211565,혜옥이,Life of Hae-oak,2022,20221208,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '박정환'}],"[{'companyCd': '20229681', 'companyNm': '와이즈 앤 와이드 픽쳐스'}]"
20202181,이별식당,Farewell Restaurant,2019,20200827,장편,개봉,한국,"뮤지컬,드라마,멜로/로맨스",한국,뮤지컬,[{'peopleNm': '임왕태'}],"[{'companyCd': '20123067', 'companyNm': '(주)미스터로맨스'}, {'companyCd': '20176061', 'companyNm': 'HATCH FILM '}, {'companyCd': '20102119', 'companyNm': '서울예술대학'}, {'companyCd': '20229027', 'companyNm': '영화사 아전인수'}]"
20228950,이태석,The Power of Love,2022,20221229,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '이우석'}],"[{'companyCd': '20229121', 'companyNm': '드림채널'}, {'companyCd': '20203241', 'companyNm': '주식회사 블루필름웍스'}]"
20202822,라스트필름,Last Film,2021,20221229,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '전수일'}],"[{'companyCd': '20100297', 'companyNm': '(주)오죤필름'}, {'companyCd': '20100018', 'companyNm': '(주)동녘필름'}, {'companyCd': '20187223', 'companyNm': '리메인프로덕션'}]"
20193265,지구 최후의 밤,Long Day's Journey Into Night,2018,20190725,장편,개봉,중국,"드라마,미스터리",중국,드라마,[{'peopleNm': '비간'}],[]
20224689,화피사2: 요괴전쟁,THE SKIN PAINTER 2 ,2018,20221222,장편,개봉,중국,액션,중국,액션,[],[]
20210364,탄생,A Birth,2022,20221130,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '박흥식'}],"[{'companyCd': '20101554', 'companyNm': '민영화사'}, {'companyCd': '20229527', 'companyNm': '가톨릭문화원 ALMA ART'}]"
20228309,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,Pinkfong Sing-Along Movie 2: Wonderstar Concert,2022,20221221,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '김수경'}],"[{'companyCd': '20192742', 'companyNm': '더핑크퐁컴퍼니(주)'}]"
20227791,동행: 10년의 발걸음,Accompany: Hyegwang Blind Orchestra,2022,20221201,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '이재호'}],"[{'companyCd': '20229023', 'companyNm': '닻 프로덕션'}, {'companyCd': '20161941', 'companyNm': '(주)디오시네마'}]"
20228308,극장판 뽀로로와 친구들: 바이러스를 없애줘!,Pororo and Friends: Virus Busters,2022,20221201,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '박영균'}],"[{'companyCd': '20020113', 'companyNm': '(주)오콘'}]"
20228640,신비아파트 극장판 차원도깨비와 7개의 세계,Shinbi's Haunted House: The Dimension Ghost and the Seven Worlds,2022,20221214,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '변영규'}],"[{'companyCd': '20110854', 'companyNm': '(주)씨제이이엔엠'}]"
20212913,1번국도,Route 1,2021,20221208,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '강경태'}],"[{'companyCd': '20229661', 'companyNm': '너머필름 '}]"
20206063,원정녀 1호의 사연 무삭제,,2020,20200302,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최성은'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20202962,맛있는 이모,,2020,20200721,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '이동준'}],"[{'companyCd': '20141069', 'companyNm': '미라클필름'}]"
20210397,가가린,Gagarine,2020,20221222,장편,개봉,프랑스,SF,프랑스,SF,"[{'peopleNm': '파니 리에타르'}, {'peopleNm': '제레미 트루일'}]",[]
20211546,같은 속옷을 입는 두 여자,The Apartment with Two Women,2021,20221110,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김세인'}],"[{'companyCd': '20100572', 'companyNm': '한국영화아카데미'}]"
20181823,보리 vs 매켄로,Borg/McEnroe,2017,20180510,장편,개봉,"스웨덴,덴마크,핀란드",드라마,스웨덴,드라마,[{'peopleNm': '야누스 메츠'}],[]
20193170,바람피기 좋은 하루 무삭제,,2019,20210126,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '김진우'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20193172,바람피기 좋은 하루 ,,2019,20200922,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '김진우'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20207855,바람피기 좋은 날,,2019,20200923,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '이즈미 류지'}],[]
20209627,아이,I,2021,20210210,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김현탁'}],"[{'companyCd': '20124237', 'companyNm': '(주)엠씨엠씨'}, {'companyCd': '20139999', 'companyNm': '(주)무비락'}]"
20224598,동감,Ditto,2022,20221116,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '서은영'}],"[{'companyCd': '20217743', 'companyNm': '(주)고고스튜디오'}]"
20212435,자지만 말구요,,2021,20220103,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20212436,처제의 섹스과외,,2021,20220108,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20212828,엔티알 누드모델,,2021,20220111,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '김경모'}],"[{'companyCd': '20157008', 'companyNm': '(주)픽쳐레스크'}]"
20200768,맛있는 여동생,,2020,20220111,장편,개봉,한국,"성인물(에로),드라마,코미디,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '김창석'}],"[{'companyCd': '20154968', 'companyNm': '(주)로드하우스'}]"
20212968,카렌의 에로소설,,2020,20220114,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '야마구치 다이'}],[]
20212969,옆집 유부녀가 발정났다,,2020,20220114,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '카오루'}],[]
20212987,음란 간병인,,2020,20220115,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '나베'}],[]
20212971,요가녀의 매끈한 몸,,2020,20220115,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '호소카와 켄'}],[]
20223286,한지붕 섹가족,,2021,20220117,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[],[]
20212864,크게 만족한 아내 무삭제판,,2021,20220117,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '나기라 겐조'}],[]
20212863,쾌락 : 나를 적신 그놈 무삭제판,,2021,20220117,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '나기라 겐조'}],[]
20212881,이터널 친구엄마 무삭제판,,2021,20220117,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[],[]
20223205,음욕의 신혼생활 무삭제판,,2021,20220117,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '나기라 겐조'}],[]
20212862,욕망의 스토킹 무삭제판,,2021,20220117,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '나기라 겐조'}],[]
20219271,여대생들 : 스폰을 찾아서 무삭제,,2021,20220118,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '신승엽'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20219525,유부녀들 : 스와핑의 맛 무삭제,,2021,20220119,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '김환'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20210203,밀애 2021 무삭제,,2021,20220120,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '정지승'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20223498,의붓딸의 끈질긴 유혹,,2020,20220125,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '디렉터 O'}],[]
20213033,82년생 임지영,,2021,20220130,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '신승엽'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20213018,예리의 첫경험,,2021,20220130,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '신승엽'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20212438,타부 : 잘못된 관계,,2021,20220212,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20212440,처제 : 언니한텐 비밀이야,,2021,20220220,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20211509,하숙집 2021 무삭제,,2021,20220425,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '최찬호'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20211980,촉촉한 형수 무삭제,,2021,20220509,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20212472,자지만 말구요 무삭제,,2021,20220515,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20212437,처제의 섹스과외 무삭제,,2021,20220516,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20212644,타부 : 잘못된 관계 무삭제,,2021,20220620,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20212645,처제 : 언니한텐 비밀이야 무삭제,,2021,20220705,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '한대위'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20226523,큰거 좋아하는 새엄마,,2022,20220804,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '이로운'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20226032,치욕 다음 욕정 무삭제판,HOMELESSNI OKASARETA,2022,20220727,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '나기라 겐조'}],[]
20226202,변태 상사에게 조련되버린 아내,BUKANITYOUKYOUSARETE KAIRAKU-03,2021,20221228,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '아베 신야'}],[]
20212736,불량탐정 캠코인,,2021,20220121,장편,개봉,한국,"성인물(에로),코미디,범죄",한국,성인물(에로),[{'peopleNm': '리차드 킴'}],"[{'companyCd': '20122937', 'companyNm': '(주)룬컴퍼니'}]"
20217905,데시벨,Decibel,2021,20221116,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '황인호'}],"[{'companyCd': '2019901', 'companyNm': '이스트드림시노펙스(주)'}, {'companyCd': '20100178', 'companyNm': '(주)기억속의매미'}]"
20228879,동정여행 떠나는 새엄마,,2021,20221201,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '츠지 코지'}],[]
20207261,욕망: 신세계,Bungo 1,2020,20220511,옴니버스,개봉,일본,"드라마,멜로/로맨스",일본,드라마,[{'peopleNm': '야마시타 노부히로'}],[]
20211191,힐링하우스 : 섹스의 왕국,,2021,20220510,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '윤수현'}],"[{'companyCd': '20189621', 'companyNm': '(주)라온컴퍼니플러스'}]"
20209138,좋은 사람,Good Person,2020,20210909,장편,개봉,한국,미스터리,한국,미스터리,[{'peopleNm': '정욱'}],"[{'companyCd': '20100572', 'companyNm': '한국영화아카데미'}]"
20229496,굶주린 누나들,,2022,20221231,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '함성한'}],"[{'companyCd': '20203961', 'companyNm': 'P&미디어'}]"
20227313,위험한 파트너- 가정부,,2022,20221230,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이가온'}],"[{'companyCd': '20063099', 'companyNm': '(주)케이알씨지'}]"
20228827,원 모어 나이트,Trip Of My Life,2022,20221229,장편,개봉,아일랜드,"성인물(에로),드라마",아일랜드,성인물(에로),[],[]
20227799,MZ세대 섹스 다이어리,,2020,20221228,장편,개봉,일본,성인물(에로),일본,성인물(에로),[],[]
20226222,이웃여자:질펀한 플레이,BAKUNYUUTUMA-02,2021,20221228,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '디렉터 O'}],[]
20229395,유부녀의 욕정에 발정난 동정남,,2020,20221228,장편,개봉,일본,성인물(에로),일본,성인물(에로),[],[]
20229332,이모랑 하는 욕정놀이,,2022,20221227,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '모소조쿠'}],[]
20229353,옆집이모는 배꼽친구,,2022,20221227,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '모소조쿠'}],[]
20229292,세웠더니 싸드라,,2022,20221227,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '모소조쿠'}],[]
20229178,맛가버린 맛사지,,2022,20221227,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '모소조쿠'}],[]
20229191,그녀의 욕정 테라피,,2022,20221227,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[{'peopleNm': '모소조쿠'}],[]
20228092,2대1 돈 많은 남자 후리기,,2022,20221226,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김혜성'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20226022,내 학생의 엄마 6 무삭제,,2022,20221226,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김환'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20228315,쾌감 과외 선생님,,2022,20221222,장편,개봉,일본,성인물(에로),일본,성인물(에로),[],[]
20229077,캠핑장 변태 여주인,,2022,20221222,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '한동연'}],"[{'companyCd': '20229522', 'companyNm': '폭풍의 눈 '}]"
20228314,완전 예약제 오일 마사지,,2022,20221222,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '드래곤 니시카와'}],[]
20229147,수상한 캠핑장 : MZ 아가씨들,,2022,20221222,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '최정자'}],"[{'companyCd': '20229522', 'companyNm': '폭풍의 눈 '}]"
20229169,벼랑 끝의 남매,Siblings of the Cape,2018,20221222,장편,개봉,일본,드라마,일본,드라마,[],[]
20228318,아버님을 세운 며느라기,,2022,20221221,장편,개봉,일본,"성인물(에로),멜로/로맨스",일본,성인물(에로),[],[]
20229364,매니저 오빠에게 당하는 어린 알바들,,2022,20221221,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '강은수'}],"[{'companyCd': '20217184', 'companyNm': '영화사 레드카펫'}]"
20228870,옆집 유부녀 : 처음엔 거부 나중엔 신음,,2022,20221220,장편,개봉,일본,성인물(에로),일본,성인물(에로),[],[]
20228989,수지의전라실제정사,,2021,20221220,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김승환'}],"[{'companyCd': '20130184', 'companyNm': '스마일컨텐츠'}]"
20225282,옆집 흑형 : 사랑의 몽둥이 무삭제,,2022,20221219,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '최홍준'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
