movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys
20202784,페이블,The Fable,2019,20210722,장편,개봉,일본,"코미디,액션",일본,코미디,[{'peopleNm': '에구치 칸'}],[]
20218420,은혼 더 파이널,Gintama: The Final,2021,20210722,장편,개봉,일본,애니메이션,일본,애니메이션,[],[]
20218651,복호무송,Tiger hunter,2020,20210722,장편,개봉,중국,액션,중국,액션,[],[]
20218814,바디 브로커,Body Brokers,2020,20210722,장편,개봉,미국,"범죄,스릴러",미국,범죄,[],[]
20218801,리본,Reborn,2018,20210722,장편,개봉,미국,공포(호러),미국,공포(호러),[{'peopleNm': '줄리안 리처드'}],[]
20218788,더 레치드: 악령의 저주,The Wretched,2019,20210722,장편,개봉,미국,"판타지,공포(호러)",미국,판타지,[],[]
20219131,장모님의 노출증,,2020,20210721,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '아마엔보 쇼군'}],[]
20219132,육덕장모 불끈한 사위,,2020,20210721,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '에도마사'}],[]
20219133,어린 새엄마가 좋아,,2020,20210721,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20219053,보험왕의특별한마사지-무삭제,,2020,20210721,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '신민철'}],"[{'companyCd': '20130184', 'companyNm': '스마일컨텐츠'}]"
20219112,너무 어린 며느리,,2020,20210721,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20216065,"그 시절, 너의 뒤를 쫓았다",You Are the Apple of My Eye,2018,20210616,장편,개봉,일본,"드라마,멜로/로맨스",일본,드라마,[{'peopleNm': '하세가와 야스오'}],[]
20205705,러브X독 ,Love X Doc,2018,20210616,장편,개봉,일본,"멜로/로맨스,드라마,코미디",일본,멜로/로맨스,[{'peopleNm': '스즈키 오사무'}],[]
20218475,워스,What Is Life Worth,2020,20210721,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '사라 코랑겔로'}],[]
20200237,호스트: 접속금지,Host,2020,20210721,장편,개봉,영국,공포(호러),영국,공포(호러),[{'peopleNm': '롭 새비지'}],[]
20088404,옥스포드 살인사건,The Oxford Murders,2008,20210721,장편,개봉,스페인,"범죄,스릴러",스페인,범죄,[{'peopleNm': '알렉스 드 라 이글레시아'}],[]
20218391,보스 베이비 2,Boss Baby: Family Business,2021,20210721,장편,개봉,미국,"애니메이션,코미디,어드벤처",미국,애니메이션,[{'peopleNm': '톰 맥그라스'}],[]
20218462,더 나이트,The Night,2020,20210721,장편,개봉,기타,"공포(호러),미스터리,스릴러",기타,공포(호러),[],[]
20219108,흥건한 제수씨:불타는 밤,,2020,20210720,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '스이세이 아카이'}],[]
20219109,핫바디 키리코:남편이 허락했어요,,2020,20210720,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20219129,소원 들어주는 착한 며느리,,2020,20210720,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '카네코 지로'}],[]
20219110,변태 사모님 다른 남자 맛 보기,,2020,20210720,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20218016,썰,The Gossip,2020,20210603,장편,개봉,한국,"코미디,스릴러,미스터리,공포(호러)",한국,코미디,[{'peopleNm': '황승재'}],"[{'companyCd': '20062097', 'companyNm': '(주)에이디사공육'}]"
20201786,좀비크러쉬: 헤이리,Zombie Crush in Heyri,2021,20210630,장편,개봉,한국,"코미디,액션",한국,코미디,[{'peopleNm': '장현상'}],"[{'companyCd': '20217701', 'companyNm': 'GATE6'}]"
20218810,지인의 노랑꽃,,2021,20210719,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],"[{'companyCd': '20114899', 'companyNm': '(주)영진크리에이티브'}]"
20217024,오필리아,Ophelia,2018,20210714,장편,개봉,미국,"멜로/로맨스,드라마",미국,멜로/로맨스,[{'peopleNm': '클레어 맥카시'}],[]
20201003,치와와,CHIWAWA,2019,20210716,장편,개봉,일본,"범죄,드라마,미스터리",일본,범죄,[],[]
20172464,앨리스 죽이기,To Kill Alice,2017,20190808,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '김상규'}],"[{'companyCd': '20191541', 'companyNm': '지킬필름'}]"
20216303,랜드,Land,2020,20210317,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '로빈 라이트'}],[]
20203446,프라미싱 영 우먼,Promising Young Woman,2020,20210224,장편,개봉,미국,"범죄,스릴러,드라마",미국,범죄,[{'peopleNm': '에머랄드 펜넬'}],[]
20217220,부기,Boogie,2020,20210421,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '에디 황'}],[]
20219034,분수터진 새엄마 유우코,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '코지마 유키오'}],[]
20219047,유부녀 간호사의 지스팟,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '니시다 류지'}],[]
20219028,유부녀 간호사의 오르가즘,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '니시다 류지'}],[]
20219048,욕실문을 열었더니 남자가 있었다,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '니시다 류지'}],[]
20219029,연상의 처형 히토미의 치마속으로,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '코지마 유키오'}],[]
20219030,여친이 스폰을 받은 돈으로,,2021,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '니시다 류지'}],[]
20219031,여친 엄마의 마사지에 터진 성욕,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '시로가와 노부'}],[]
20219032,알몸으로 피아노치는 여대생,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '니시다 류지'}],[]
20219049,성인이 된 동창생 사세코,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '타케호라 테츠야'}],[]
20219050,설마 이런곳에서 좋아하던 그녀와,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '니시다 류지'}],[]
20219033,사랑따윈 필요없어-개그맨커플,,2020,20210715,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '코지마 유키오'}],[]
20214829,에이리,Beneath the Shadow,2020,20210716,장편,개봉,일본,"미스터리,드라마",일본,미스터리,[{'peopleNm': '오오토모 케이시'}],[]
20218324,와인 패밀리,From the Vine,2019,20210715,장편,개봉,캐나다,"드라마,코미디,멜로/로맨스",캐나다,드라마,[{'peopleNm': '숀 시스터나'}],[]
20218344,나는 나대로 혼자서 간다,"Ora, Ora Be Goin’ Alone",2020,20210715,장편,개봉,일본,드라마,일본,드라마,[{'peopleNm': '오키타 슈이치'}],[]
20200303,저승보다 낯선,Stranger than the Beyond,2020,20210630,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '여균동'}],"[{'companyCd': '20190421', 'companyNm': '우사유필름'}]"
20199563,포겟 미 낫-엄마에게 쓰는 편지,Forget Me Not-A Letter to My Mother,2021,20210603,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '신선희'}],"[{'companyCd': '20136975', 'companyNm': '(주)민치앤필름'}]"
20217490,스페이스 잼: 새로운 시대,Space Jam: A New Legacy,2021,20210715,장편,개봉,미국,"애니메이션,어드벤처,코미디",미국,애니메이션,[{'peopleNm': '말콤 D. 리'}],[]
20218824,개그 더 크라운,Gags The Clown,2018,20210715,장편,개봉,미국,"코미디,공포(호러)",미국,코미디,[],[]
20217785,컴 애즈 유 아,Come As You Are,2019,20210506,장편,개봉,미국,"코미디,드라마",미국,코미디,[{'peopleNm': '리차드 웡'}],[]
20202625,마지막 휴가,Last Holiday,2020,20201210,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '노거경'}],"[{'companyCd': '20169629', 'companyNm': '거경필름'}]"
20209128,자메이카의 소울: 이나 데 야드 ,Inna de Yard - The Soul of Jamaica,2019,20210714,장편,개봉,프랑스,"다큐멘터리,뮤지컬",프랑스,다큐멘터리,[{'peopleNm': '피터 웨버'}],[]
20218964,배달의 목적,,2021,20210713,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '이우민'}],"[{'companyCd': '20154968', 'companyNm': '(주)로드하우스'}]"
20214813,음악,ON-GAKU:Our Sound,2020,20210714,장편,개봉,일본,"애니메이션,코미디",일본,애니메이션,[],[]
20218580,더 퍼지: 포에버,The Forever Purge,2020,20210714,장편,개봉,미국,"스릴러,공포(호러)",미국,스릴러,[{'peopleNm': '에베라도 발레리오 구트'}],[]
20217103,열아홉,Nineteen,2021,20210630,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '우경희'}],"[{'companyCd': '20190403', 'companyNm': ""K'arts""}]"
20192696,발신제한,HARD HIT,2021,20210623,장편,개봉,한국,"스릴러,액션",한국,스릴러,[{'peopleNm': '김창주'}],"[{'companyCd': '20100781', 'companyNm': '(주)티피에스컴퍼니'}, {'companyCd': '20110854', 'companyNm': '(주)씨제이이엔엠'}]"
20186649,라이브 하드,Live Hard,2020,20210225,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '황욱'}],"[{'companyCd': '20192241', 'companyNm': '키치스필름'}]"
20218354,사위는 내 남친,,2021,20210709,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],"[{'companyCd': '20114899', 'companyNm': '(주)영진크리에이티브'}]"
20218626,만족한 유부녀,Kaettekita Sukebe-dsuma,2021,20210702,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '아나콘다 아나키'}],[]
20198161,미드나이트,Midnight,2020,20210630,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '권오승'}],"[{'companyCd': '20101149', 'companyNm': '(주)페퍼민트앤컴퍼니'}]"
20218302,트립 투 그리스,The Trip to Greece,2020,20210708,장편,개봉,영국,"코미디,드라마",영국,코미디,[{'peopleNm': '마이클 윈터바텀'}],[]
20218802,클리닝 레이디,The Cleaning Lady,2018,20210708,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),[{'peopleNm': '존 노츠'}],[]
20218325,미션 임파서블: 루벤,"Ruben Brandt, Collector",2018,20210708,장편,개봉,헝가리,"애니메이션,액션,어드벤처,범죄,미스터리,스릴러",헝가리,애니메이션,[{'peopleNm': '밀로라드 크르스틱'}],[]
20217947,웬디,Wendy,2020,20210630,장편,개봉,미국,"드라마,판타지",미국,드라마,[{'peopleNm': '벤 제틀린'}],[]
20218859,아이돌 승하의 19금 AV를 찍자,,2021,20210705,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김호'}],"[{'companyCd': '20204081', 'companyNm': '(주)디어프로덕션'}]"
20217330,네가 내가 되었으면 좋겠다,I wish you were me,2020,20210601,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '김충길'}],"[{'companyCd': '20154728', 'companyNm': '주식회사 씨엠닉스'}]"
20217892,"식물카페, 온정","Plant Café, Warmth",2021,20210624,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '최창환'}],"[{'companyCd': '20191621', 'companyNm': '매치컷(주)'}]"
20218729,카발레리아 루스티카나,Cavalleria Rusticana,2019,20210703,장편,개봉,이탈리아,공연,이탈리아,공연,[],[]
20218467,일탈아내,,2021,20210702,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '리차드 킴'}],"[{'companyCd': '20122937', 'companyNm': '(주)룬컴퍼니'}]"
20218720,아내의젊은새엄마,,2020,20210702,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '신민철'}],"[{'companyCd': '20130184', 'companyNm': '스마일컨텐츠'}]"
20218168,전야,,2021,20210603,장편,개봉,한국,"액션,범죄",한국,액션,[{'peopleNm': '김상민'}],"[{'companyCd': '20217601', 'companyNm': '(주)영화사 길'}]"
20218753,섹스인형 : 그녀의 온도,,2021,20210701,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '김동기'}],"[{'companyCd': '20189421', 'companyNm': '(주)디에이치미디어'}]"
20218209,너는 저편에,,2020,20210701,장편,개봉,일본,애니메이션,일본,애니메이션,[{'peopleNm': '세나 요시노부'}],[]
20218600,시카다 3301,Dark Web: Cicada 3301,2021,20210701,장편,개봉,미국,"액션,스릴러",미국,액션,[{'peopleNm': '앨런 리치슨'}],[]
20218670,뮤턴트 워,Enhanced,2020,20210701,장편,개봉,캐나다,"SF,액션",캐나다,SF,[{'peopleNm': '제임스 마크'}],[]
20217880,매직아치,Magic Arch,2020,20210701,장편,개봉,러시아,"애니메이션,코미디",러시아,애니메이션,[{'peopleNm': '바실리 로벤스키'}],[]
20203549,성적은 크기순이 아니잖아 - 무삭제판,,2020,20210630,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],"[{'companyCd': '20203087', 'companyNm': '컨텐츠레드'}]"
20218644,부동산 실장님은 단백질 도둑녀, The Royal Estate Lady,2020,20210629,장편,개봉,일본,드라마,일본,드라마,[],[]
20204790,인 더 하이츠,In the Heights,2020,20210630,장편,개봉,미국,"뮤지컬,드라마",미국,뮤지컬,[{'peopleNm': '존 추'}],[]
20218121,블라이스 스피릿,Blithe Spirit,2020,20210630,장편,개봉,영국,"판타지,코미디",영국,판타지,[{'peopleNm': '에드워드 홀'}],[]
20217510,레일로드 워,Railroad Tigers,2016,20210630,장편,개봉,중국,"액션,코미디",중국,액션,[{'peopleNm': '장성'}],[]
20218338,더 배니싱,The Banishing,2020,20210630,장편,개봉,영국,"공포(호러),미스터리",영국,공포(호러),[{'peopleNm': '크리스토퍼 스미스'}],[]
20218206,다크 앤드 위키드,The Dark and the Wicked,2020,20210630,장편,개봉,미국,공포(호러),미국,공포(호러),[{'peopleNm': '브라이언 버티노'}],[]
20218744,주부들의 육체 비밀,,2021,20210629,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '야신수'}],"[{'companyCd': '20061917', 'companyNm': '(주)이십일세기미디어'}]"
20215522,남편대신 도련님 무삭제,,2020,20210627,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '한영희'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20218712,이웃집 아내를 탐하다,,2021,20210622,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최성은'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20216104,육체의 맛 무삭제,,2020,20210622,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '한영희'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20218708,바람난 와이프,,2021,20210622,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최성은'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20218628,우리 바꿔서 할래요?,,2021,20210618,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김감독'}],"[{'companyCd': '20216641', 'companyNm': '(주)더레드엔터테인먼트'}]"
20218350,팟캐스트 : 은밀한 상담,Sexual Fidelity,2021,20210617,장편,개봉,미국,"멜로/로맨스,드라마",미국,멜로/로맨스,[],[]
20218589,달콤한 처제 무삭제,,2021,20210616,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '최성은'}],"[{'companyCd': '20173461', 'companyNm': '윤스'}]"
20218456,어쩌다 하룻밤,,2021,20210615,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이로운'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20218374,음욕의 신혼생활,,2021,20210614,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '나기라 겐조'}],[]
20218375,음란 며느리의 젖몸살,,2021,20210614,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '아나콘다 아나키'}],[]
20218377,여동생 미식회,,2021,20210614,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '아나콘다 아나키'}],[]
20218474,싸네 마네,,2021,20210614,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이로운'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20218745,장미의 전쟁,,2021,20210628,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '전성기'}],"[{'companyCd': '20217321', 'companyNm': '주식회사 바나나픽쳐스'}]"
20217926,야한 아내:남편 친구 맛보기 무삭제판,,2020,20210628,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '이희성'}],"[{'companyCd': '20114899', 'companyNm': '(주)영진크리에이티브'}]"
20218598,비트클럽,,2021,20210628,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '전성기'}],"[{'companyCd': '20217321', 'companyNm': '주식회사 바나나픽쳐스'}]"
20218376,성욕에 눈뜬 아내,,2021,20210614,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '아나콘다 아나키'}],[]
20218371,성욕 도우미,,2021,20210614,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '류타'}],[]
20218373,땀샘터진 형의 아내,,2021,20210614,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '나기라 겐조'}],[]
20218370,땀샘터진 간병인,,2021,20210614,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '나기라 겐조'}],[]
20218469,구해줘! 원나잇,,2021,20210614,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이로운'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20218264,자꾸 나만 먹어,,2021,20210611,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '맹진사'}],"[{'companyCd': '20199962', 'companyNm': '(주)담화'}]"
20218013,한지붕 세가족3,,2020,20210610,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '양호열'}],"[{'companyCd': '20189621', 'companyNm': '(주)라온컴퍼니플러스'}]"
20218012,한지붕 세가족2,,2020,20210610,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '양호열'}],"[{'companyCd': '20189621', 'companyNm': '(주)라온컴퍼니플러스'}]"
20217454,위험한 삼촌들2,,2020,20210610,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '양호열'}],"[{'companyCd': '20189621', 'companyNm': '(주)라온컴퍼니플러스'}]"
20217324,수상한 가정부,,2020,20210610,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '윤경식'}],"[{'companyCd': '20174841', 'companyNm': '(주)가온콘텐츠'}]"
20216586,바보,Love Without Words,2017,20210610,장편,개봉,중국,드라마,중국,드라마,[],[]
20218220,며느리 젖몸살 무삭제판,,2020,20210610,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '에로핑'}],"[{'companyCd': '20174841', 'companyNm': '(주)가온콘텐츠'}]"
20217306,꽃장사,,2020,20210610,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '윤경식'}],"[{'companyCd': '20174841', 'companyNm': '(주)가온콘텐츠'}]"
20218214,마사지의 신,,2021,20210609,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이시영'}],"[{'companyCd': '20122937', 'companyNm': '(주)룬컴퍼니'}]"
20217996,자매의 미친섹스,,2021,20210607,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김동해'}],"[{'companyCd': '20217221', 'companyNm': '라이어 시네마'}]"
20174654,홀로도모르:우크라이나 대학살,Bitter Harvest,2016,20210606,장편,개봉,캐나다,"드라마,멜로/로맨스",캐나다,드라마,[{'peopleNm': '조지 멘델룩'}],[]
20205723,화이트 온 화이트,White on White,2019,20210610,장편,개봉,스페인,드라마,스페인,드라마,[],[]
20218067,"그 여름, 가장 차가웠던",Summer is the coldest season,2019,20210617,장편,개봉,중국,드라마,중국,드라마,[{'peopleNm': '주순'}],[]
20218542,훔쳐보는 아내의 정사-관음절정,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '시로가와 노부'}],[]
20218569,한여름밤 새엄마 유나와 부채,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '코지마 유키오'}],[]
20218571,카오리의 야한 속옷을 훔쳐본 오후,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '코지마 유키오'}],[]
20218572,천연거유 새엄마는 사사짱,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '코지마 유키오'}],[]
20218573,좁은집에서 달게 맛본 새엄마,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '다나카 켄타로'}],[]
20218577,배다른 여동생과 오빠,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[],[]
20218576,마사지였을 뿐인데 오르가즘으로,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[],[]
20218586,마사지로 알아버린 친구엄마의 지스팟,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '시로가와 노부'}],[]
20218570,딸과는 친구같은 관계라서 - 사위유혹,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '와타나베 준이치'}],[]
20218584,도쿄관능소설 - 여작가의 사생활,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '타카하라 히데카즈'}],[]
20218543,데이트 어플에서 찾은 옆집유부녀,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '나베 아츠시'}],[]
20218537,다리벌린 친구엄마 레이코,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '코지마 유키오'}],[]
20218610,내 애인을 빌려드립니다,,2021,20210625,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '이희성'}],"[{'companyCd': '20114899', 'companyNm': '(주)영진크리에이티브'}]"
20218536,남편에게 보여진 적이 없는 엉덩이,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[],[]
20218535,남자죽이는 J컵 노브라 치토세,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[{'peopleNm': '가토 마사키'}],[]
20218150,글래디에이터 드래곤,Dudes and Dragons,2015,20210625,장편,개봉,미국,"판타지,액션",미국,판타지,[],[]
20218534,갑자기 생긴 예쁜 여동생과 젖은밤,,2020,20210625,장편,개봉,일본,성인물(에로),일본,성인물(에로),[],[]
20217977,레저렉션 이펙트,The Scopia Effect,2014,20210601,장편,개봉,기타,"SF,스릴러,공포(호러)",기타,SF,[],[]
20183385,카오산 탱고,"On the Road, Khaosan Tango",2020,20200730,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김범삼'}],[]
20218451,어쩌다 스와핑,,2021,20210610,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최성은'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20218450,아찔한 형수,,2021,20210610,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최성은'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20218465,승하의 벗방,,2021,20210609,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이로운'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20218276,뱅퀴시,Vanquish,2021,20210624,장편,개봉,미국,"액션,범죄,스릴러",미국,액션,[{'peopleNm': '조지 갈로'}],[]
20218466,발칙한 밀애,,2021,20210609,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최성은'}],"[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20218588,괜찮아 몽정이야 무삭제,,2021,20210616,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '최성은'}],"[{'companyCd': '20173461', 'companyNm': '윤스'}]"
20215503,배틀로얄 : 매드랜드,Werewolf Game : Mad Land,2018,20210610,장편,개봉,일본,"액션,스릴러",일본,액션,[],[]
20218659,흥건한 유부녀들,,2019,20210624,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '사노 B사쿠'}],[]
20218681,처제의 손기술,,2019,20210624,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '비바 곤조'}],[]
20218521,원주,,2021,20210624,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '전성기'}],"[{'companyCd': '20217321', 'companyNm': '주식회사 바나나픽쳐스'}]"
20218503,완전한 타인,,2021,20210624,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '전성기'}],"[{'companyCd': '20217321', 'companyNm': '주식회사 바나나픽쳐스'}]"
20218716,슬기로운불륜생활-무삭제,,2020,20210624,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '전지원'}],"[{'companyCd': '20191101', 'companyNm': '(주)메이크아트'}]"
20218682,거유 칸나의 질펀한 서비스,,2019,20210624,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20218502,가족이면 어때,,2021,20210624,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '전성기'}],"[{'companyCd': '20217321', 'companyNm': '주식회사 바나나픽쳐스'}]"
20200246,부활: 그 증거,Stigma,2020,20201008,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '김상철'}],"[{'companyCd': '20063240', 'companyNm': '파이오니아21'}]"
20200416,크레센도,Crescendo,2019,20210624,장편,개봉,독일,드라마,독일,드라마,[{'peopleNm': '드로르 자하비'}],[]
20202537,신해석 삼국지,The New Interpretation of the Three Kingdom Saga,2020,20210624,장편,개봉,일본,"코미디,액션",일본,코미디,[{'peopleNm': '후쿠다 유이치'}],[]
20196282,북샵,The Bookshop,2017,20210624,장편,개봉,스페인,드라마,스페인,드라마,[{'peopleNm': '이자벨 코이젯트'}],[]
20218683,히나미 렌:핫바디 여의사,,2020,20210623,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': 'K-타로'}],[]
20218684,음란병원:간호사의 이중생활,,2020,20210623,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '트렌디 야마구치'}],[]
20218679,외로운 장모를 위로하는 대물 사위,,2019,20210623,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20218658,어린 와이프,,2020,20210623,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '에도마사'}],[]
