index,companyCd,companyNm,companyNmEn,companyPartNames,ceoNm,filmoNames
3,20110100,신철 편집실 ,,제작서비스-편집,신철,
4,20060121,(주)디엠씨케이,,제작사,이호성,
5,20141611,제네럴 픽쳐스,,제작사,이동규,
6,20110388,무비올(문인대),,제작서비스-편집,,
7,20141609,(주)매직아워,,제작사,홍동화,
8,20141608,(주)빅스크리에이티브,,제작사,방형우,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!
9,20110375,김선민 편집실,,제작서비스-편집,,"집행자,김관장 대 김관장 대 김관장,한길수"
0,20110389,김현 편집실,KIM Hyun Studio,제작서비스-편집,김현,
1,20110391,비트윈 편집실,,제작서비스-편집,,
2,20062811,(주)넥스트비쥬얼스튜디오,NEXT Visual Studio,제작서비스-후반작업(VFX),김태훈,백사대전
3,20062704,(주)리코필름,,제작사,이춘영,내비게이션
4,20040144,화이어웍스엔터테인먼트 ,,제작사,이상필,
5,20062524,(주)에이지웍스,AZworks,제작서비스-후반작업(VFX),김정상,"적인걸: 측천무후의 비밀,전우치,마더,박쥐"
6,20061891,㈜플래니스 엔터테인먼트,PLANIS ENTERTAINMENT,"제작사,배급사,수입사",김종현,"하이프 네이션 : 힙합사기꾼,런어웨이즈,요나요나 펭귄,섹스 파티 그리고 거짓말,더 문,킬러들의 도시"
7,20100084,㈜코리아스크린,Korea Screen Inc.,"제작사,배급사,수입사",노정관,"베이 오브 사일런스,헌트 13,트리플 스렛,더 스페셜스,세이빙 레닌그라드,스텝업6: 이어 오브 더 댄스,카르마,빅 브라더,T-34,10 바이 10,윌리,시카리오: 데이 오브 솔다도,메시지 맨,먹거나 먹히거나,더 바이 바이 맨,네 얼간이와 장례식,뮤즈,정글,애프터매스,온리 더 브레이브,직쏘,귀신 이야기,길티 오브 마인드,모차르트: 프라하의 서곡,방가자,베로니카,미스틱 게임 ,드래곤 스펠: 마법 꽃의 비밀,100미터,오즈의 마법사 2,마이펫 오지,블레어 위치,하드코어 헨리,너클본,마드레,걸 인 더 포토그래프,쿠티스,킬 유어 프렌즈,그린 인페르노,미스컨덕트,빌리와 용감한 녀석들: 치킨 히어로,내 마음을 벗어난 시간,영국 남자처럼 사랑하는 법,킬로 투 브라보,트루만,엘사 앤 프레드,5 투 7,더 매직: 리틀톰과 도둑공주,에벌리,빌리와 용감한 녀석들 3,노벰버 맨,컷뱅크,장난감이 살아있다,오즈의 마법사: 돌아온 도로시,파커,더 덴,스마일리,그랜드 피아노,슈퍼노바 지구 탈출기,세이빙 산타,필스,플레이스 비욘드 더 파인즈,아메리칸 오지,잉글리쉬 티처,유닛7,컴퍼니 유 킵,베이타운 디스코,더 레터,슈퍼윙스 3D,버니,플레이백,빌리와 용감한 녀석들 2 ,트랜짓,스티브잡스:미래를 읽는 천재,레이드 : 첫번째 습격,미라클,로스트 크리스마스,카이츠,픽포켓,슬립타이트,인시디어스,움,파라노말액티비티-도쿄나이트,언싱커블,빌리와 용감한 녀석들 3D,데드 앤 곤,빨간모자의 진실 2,마셰티,드리프트우드,스카이 라인,비스트 스토커 2 - <증인> 두 번째 이야기,파라노말 포제션,토너먼트,달콤한 악마의 유혹,러브 인 샌프란시스코,데드라인,어밴던드,섹시한 미녀는 괴로워,맨 어바웃 타운,아스테릭스: 미션 올림픽 게임,CJ7:장강7호,플로리스,화이트 노이즈 2,위스퍼,파라노말 액티비티,사랑에서 영혼으로,굿바이 초콜릿,내 남자는 바람둥이,트랩,데스 디파잉:어느 마술사의 사랑,더 재킷,핑거프린트,스톰브레이커,일루셔니스트,럭키 넘버 슬레븐,하쉬 타임,러브렉트,디센트,웨딩 크래셔,더 헌터 ,P.S 온리 유,천하무적,하우스 오브 디,굿 우먼,애프터 선셋,걸스 온 탑2,큐브 제로,엘시드 - 전설의 영웅,800 블렛,인비져블,히 러브스 미... 히 러브스 미 낫,아스테릭스 : 미션 클레오파트라,인택토,걸스 온 탑,커먼웰스,우먼 오브 더 나잇,신밧드 2000"
8,20140428,롯데쇼핑(주)롯데시네마구미공단,,상영업,이원준,
9,20141588,인피니시네마,,상영업,노영미,
0,20111471,어나더픽쳐스(주),,제작사,배성은,"완득이,홍길동의 후예"
1,20141568,씨드,seeD,,최명숙,마네의 제비꽃 여인: 베르트 모리조
2,20141549,롯데쇼핑(주)롯데시네마,,상영업,이원준외 2,
3,20123841,롯데시네마 양주고읍,,상영업,이원준,
4,20141073,㈜에프엑스기어,FXGear,"제작사,배급사,해외세일즈사",이창환,불꽃처럼 나비처럼
5,20111139,(주)엘리비전,EleVision Media Company,제작사,,
6,20141529,(주)TM마린,,,,스톤
7,20141528,산수벤처스,,,,"섬. 사라진 사람들,비밀,춘희막이,미쓰 와이프,마돈나,타투,파일 : 4022일의 사육,스피드,산다,고양이 장례식,워킹걸,카트,제자, 옥한흠,제보자,경주,야간비행"
8,20141523,김치영화사,,제작사,정유동,
9,20141522,랩336,L336,제작사,전상진,
0,20061797,애니프레임(주),,제작사,강성남,
1,20141521,(주)영화한마당,,제작사,김단우,
2,20061816,(주)윌픽쳐스,,제작사,전정복,
3,20141037,아니스트,,제작사,권오경,
4,20141520,(주)필름오마쥬,,"배급사,수입사",문진광,에코
5,20141518,(주)21픽쳐스,,제작사,이진구,
6,20061810,루카프로덕션인터네셔널,,제작사,홍희경,
7,20138655,프로덕션 LAS,Production LAS,제작사,정하린,"앵두야, 연애하자"
8,20123060,(주)루카프로덕션,,제작사,홍희경,제 7기사단
9,20136815,프리포트,,"제작사,배급사",무스타크아메드,러브 인 코리아
0,20141510,무서운영화,,제작사,양병간,무서운 집
1,20141509,태산시네마,,제작사,김일수,
2,20123835,샘프로덕션,SAM production,제작사,양시환,
3,20063214,(주)자인오,,제작사,김현숙,
4,20141393,롯데쇼핑(주),,"제작사,배급사,수입사,상영업",이원준,
5,20140494,주식회사 터칭,,상영업,김석준,
6,20100453,아이러브시네마,"i Love Cinema co., ltd.","제작사,배급사",정찬식,"돼지 같은 여자,감기,파괴된 사나이,애정결핍이 두 남자에게 미치는 영향,파랑주의보,새드무비,S 다이어리,얼굴 없는 미녀,내 여자친구를 소개합니다"
7,20060835,㈜키노엔터테인먼트,,상영업,윤창기,써스펙트
8,20060500,리필름,,제작사,이 호,
9,20141224,제이투투,J22,제작사,하야시유키오,
0,20136915,서울 국제 뉴미디어 페스티벌,Seoul International NewMedia Festival (NeMaf),,,
1,2013187,(주)어뮤즈엔터테인먼트,AMUSE Entertainment,제작사,김영임,"아빠를 빌려드립니다,사랑해! 진영아"
2,20100582,인디포럼,Korean Independent Film and Video Maker's Forum,제작사,,
3,20141218,광주국제영화제,,제작사,정환담,
4,20110355,한국영화기술단체협의회 ,The National Council of Film Engineer Corporation ,영화기관/단체-제작,강대성,
5,20110192,한국상영관협회,,영화기관/단체-극장협회,,
6,20110358,한국영화조명감독협회,Korean Society of Lighting Directors,영화기관/단체-제작,박현원,
7,20110354,한국영상산업협회,Korea Movie and Video Industry Association,영화기관/단체-일반,안철,
8,20110017,한국콘텐츠진흥원,Korea Culture & Content Agency,영화기관/단체-유관기관,이재웅,"아내를 죽였다,의궤, 8일간의 축제 3D,윤희,그녀가 부른다,안개 너머 하얀 개,레디액션 청춘"
9,20110370,제주 영상위원회,Jeju Film Commission,영상위원회,우근민,"아일랜드 - 시간을 훔치는 섬,마이 웨이,그녀의 연기,그녀의 연기 "
0,20110655,경남 영상위원회,Gyeongnam Film Commission,영상위원회,박상원,고지전
1,20110364,경기영상위원회,Gyeonggi Film Commission,영상위원회,조재현,"아내를 죽였다,마이 웨이,캐릭터,너는 펫,커플즈,완득이,의뢰인,고지전,고양이: 죽음을 보는 두 개의 눈,풍산개,사랑한다, 사랑하지 않는다,쩨쩨한 로맨스,두 여자,퀴즈왕,구르믈 버서난 달처럼,비밀애,이웃집 남자,회오리 바람,주유소 습격사건 2,시크릿,백야행,청담보살,집행자,여행자,4교시 추리영역,반두비,날아라 펭귄,유감스러운 도시,순정만화,영화는 영화다,비스티 보이즈,소리아이,내 사랑,파란자전거,언니가 간다,가을로,구미호 가족,사랑하니까, 괜찮아,환상극장"
2,20110447,광주 영상위원회,Gwangju Film Commission,영상위원회,,
3,20110405,대전 영상위원회,Daejeon Film Commission,영상위원회,강병호,"마이 웨이,커플즈,오늘,고지전,수상한 고객들,두 여자,거북이 달린다,브라보 마이 라이프,D-day-어느날 갑자기 세번째 이야기,네번째 층 - 어느날 갑자기 두번째 이야기,2월 29일 - 어느날 갑자기 첫번째 이야기,모노폴리,범죄의 재구성"
4,20110365,청풍 영상위원회,Cheongpung Film Commission,영상위원회,최명현,
5,20110019,한국문화예술위원회,The Arts Council Korea,영화기관/단체-유관기관,,"메이드인세운상가,아르코 라이브 뮤지컬 인사이드 윌리엄,아르코 라이브 무용 고요한 순환,아르코 라이브 뮤지컬 호프,아르코 라이브 연극 깐느로 가는 길,아르코 라이브 전통예술 신 심방곡,아르코라이브 의자 고치는 여인,아르코라이브 무용 히트 앤 런,아르코 라이브 완창판소리프로젝트2 강산제수궁가,아르코라이브 뮤지컬 안테모사"
6,20110292,전국영화산업노동조합,,영화기관/단체-일반,,
7,20110350,(사)한국영화인협회,The Motion Pictures Association of Korea,영화기관/단체-일반,정인엽,
8,20110245,"한국 퀴어 아카이브, 퀴어락",,시네마테크,,
9,20110035,(사)제주씨네아일랜드,,시네마테크,현충열,
0,20141488,(주)샤인픽쳐스,,,조현우,스톤
1,20110242,문화학교 서울,,시네마테크,,
2,20060458,동성아트홀,,상영업,배사흠,
3,20061647,대전아트시네마,,상영업,강민구,
4,20110039,광주극장,,시네마테크,,
5,20114679,(사)대안영상문화발전소 아이공,,배급사,,
6,20110360,서울애니메이션센터,Seoul Animation Center,"상영업,영화기관/단체-애니",변보경,"정글히어로,호박전"
7,20110359,한국만화애니메이션학회,Korean Society of Cartoon and Animation Studies,영화기관/단체-애니,,
8,20110297,영상예술학회,Association of Image & Film Studies,영화기관/단체-학술,이승구,악야
9,20122498,(주)파워이엔티,,제작사,"박재용,김기현",사이코메트리
0,20139917,더패스오브라이프 ,THE PATH of LIFE ,제작사,허원,아유레디?
1,20126395,노바엔터테인먼트 ,,배급사,임종철,"맛있는 음식 맛있는 사랑,성인용품사용설명서3 : 젊은 여사장 무삭제,애로남녀 실제정사 무삭제,일반인 초대녀 무삭제,젊은 알바의 맛,검스녀 젊은엄마,성인용품사용설명서3 : 젊은 여사장,성인용품사용설명서2 : 성인용품여사장,어린자매의 유혹,애로남녀 실제정사,배달의 목적,젊은엄마의 실제정사,일반인 초대녀,여의사 : 잘세움병원,야설쓰는 착한이모,리얼돌 : 섹스마네킹,리얼돌 : 섹스마네킹 무삭제,야설쓰는 착한이모 무삭제,여의사 : 잘세움병원 무삭제,내 여자의 맛,내 친구의 딸2,블러드 킬,우리누나의 첫경험,청불학원2,형수의 성교육,여직원 사용 설명서,자매의 노예,음란한 자매,너 말고 니 언니,30일 섹스 프로젝트,비트코인,퍼피 위드 러브,기도의 막이 내릴 때,늑대의 아이들,벤트: 마약의 도시,작전명 비스트,고스트 블라인드 ,런던 타겟,달나라에 사는 여인,필그리미지,스키타이: 불멸의 전사,소녀, 하늘을 날다!,요묘전: 레전드 오브 더 데몬 캣,세일즈맨의 전설,위스키 밴디트,타짜의 목적 무삭제,시크릿 어페어,타짜의 목적,굿 매너스,쾌락의 밀실 무삭제,쾌락 도우미 무삭제,발칙한 동거,아들의 아내 무삭제,일주일간 친구,홍콩 좀비 히어로,아름다운 엄마,고스트 노트,다크 아일랜드,위시 어폰2: 저주의 주문,텐: 시크릿 미션,페르시안 커넥션,앤트로포이드,빈센트,넬리,소드 마스터: 절대강호의 죽음,시티 워: 익스트림 킬러,헤픈젤: 비밀의 몸캠,섹스가 다이어트에 미치는 영향: 무삭제 확장판,매너선생님,침대렐라,야설 쓰는 여자,나만의 승진 테크닉,고잉 투 브라질,천공의 벌,미드 와이프,더 시크릿,레트리뷰션 : 응징의 날,친구엄마,맛있는 비행,맛있는 택배,엄마의 남자,자매의 방,라이프 필스 굿,로봇 오버로드,위층여자,틴토 브라스의 모든 것,먹이사슬,시간위의 집 디 오리지널,펠로니,악녀의 시,나가요 미스콜,윤희,판타스틱 피어,투캅스 인 파리,스타렛,기브 앰 헬, 말론"
2,20100931,스톤워크,StONEwork,제작사,노영석,"조난자들,낮술"
3,20139475,유영분장,Yuyoung Makeup,제작서비스-분장/헤어,윤예령,"세계일주,내가 살인범이다,챔프,그랑프리,그림자 살인,식객,화려한 휴가,아내의 애인을 만나다,각설탕,천군,신석기 블루스,DMZ, 비무장지대,얼굴 없는 미녀,페이스,돈 텔 파파,목포는 항구다,블루,몽정기,해적 디스코왕 되다,재밌는 영화,신라의 달밤,수취인불명,광시곡,단적비연수,주유소 습격사건,자귀모(자살한 귀신들의 모임),링,쉬리,이재수의 난,닥터 K,아름다운 시절,퇴마록,투캅스 3,바이 준,꽃을 든 남자,지상만가,귀천도,코르셋,은행나무 침대,리허설,얼굴값"
4,20111136,한태교류센터KTCC ,Korea-Thailand Communication Center,"제작사,수입사,홍보사",이유현,헬로 스트레인저
5,20100846,주식회사 토이온,"Toiion, Inc.",제작사,허준범,다이노 타임
6,20101108,키노망고스틴,Kino Mangosteen,제작사,장윤정,"영건 탐정사무소,에일리언 비키니,이웃집 좀비"
7,20111001,무비클로저,Movie Closer,제작서비스-음악,김준석,"하울링,써니,평양성,헬로우 고스트,맨발의 꿈,구르믈 버서난 달처럼,애자,킹콩을 들다,쌍화점,과속스캔들,추격자,6년째 연애중,기다리다 미쳐,마을금고 연쇄습격사건,두 사람이다,니 말을 믿으라는 거야?,열혈남아,작업의 정석,마파도,파송송 계란탁,맹부삼천지교,말죽거리 잔혹사,싱글즈,결혼은, 미친짓이다,죽이고싶은남자"
8,20110992,무토액션스튜디오,Mooto Action Studio ,제작서비스-무술,양길영,
9,20060617,(주)다인필름,Dyne Film,"제작사,배급사,수입사,상영업",김형준,"첫눈,플라이 대디"
0,20139616,밀크픽처스,Milkpictures,제작사,공자관,"배달노출2 : 초대남과 좋아죽는 와이프,배달노출 : 알몸으로 유혹하기,친구부부,관전TV,지워야 산다,특이점이 온 영화,친구엄마,뽕2014(무삭제),뽕2014,우리들의 헤어진 여자친구,허풍,젊은 엄마"
1,20000057,아이시네마,,제작사,김동빈,
2,20141468,고창문화원,,상영업,송영래,
3,20100402,(주)영화사소풍,Sopoong Film Inc.,"제작사,수입사",김현신,"남자사용설명서,반가운 살인자"
4,20141449,일상의 화보,,,황대진,
5,20141448,직지 에스피시,Jikji SPC Pictures,"제작사,배급사",장동찬,
6,20124395,마젠타필름,Magenta Film,제작사,박준기,우리는 그곳에 있었다
7,20138576,브런치메이트필름(주),"Brunch Mate Film Co.,Ltd","제작사,배급사,수입사",김영신,"더 커널,앵그리스트 맨,사토미를 찾아라,인 더 블러드,여자만화 구두,미스체인지,브레이브 래빗 : 새로운 영웅의 탄생,두갈: 마법의 회전목마"
8,20100546,강제규필름,KangJeGyu Films,제작사,,"태극기 휘날리며,블루,몽정기,오버 더 레인보우,베사메무쵸,단적비연수,쉬리"
9,20100307,(주)옐로우필름,,제작사,오민호 ,"젊은 엄마,국회의원 아가씨,천년여우 여우비"
0,19990007,(주)레몬트리픽쳐스 ,,"제작사,배급사,수입사",정혜경,"뽕2014,밀애,화려한 외출"
1,20141428,매직아워프로덕션,,제작사,명성우,
2,20141353,(주)엔터테인먼트빅,,"제작사,수입사",김상철,
3,2014668,주식회사 디앤시엔터테인먼트,Daisy & Cinergy Entertainment,"제작사,배급사,수입사,부가시장",김원국,"브릭 맨션: 통제불능 범죄구역,그레이스 오브 모나코,폼페이: 최후의 날,엔더스 게임,리딕,나우 유 씨 미 : 마술사기단,뷰티풀 크리처스,웜 바디스,라스트 스탠드,잔다라: 더 비기닝,월플라워,호프 스프링즈,남자사용설명서,파이스토리 : 악당상어 소탕작전,니코: 산타비행단의 모험,돈 크라이 마미,위험한 관계,익스펜더블 2,레드라이트,나는 왕이로소이다,새미의 어드벤쳐 2,락아웃: 익스트림미션,돈의 맛,레퀴엠 포 어 킬러,밤의 이야기,킹메이커,마릴린 먼로와 함께한 일주일,Mr.아이돌,콜롬비아나,소스 코드,러버스 가이드,마더스 데이,스튜던트 서비스,정무문 : 100대 1의 전설,라스트 나잇,파이터,상하이,새미의 어드벤쳐,페스티발,방가? 방가!,폐가,파괴된 사나이,엣지 오브 다크니스,킥 애스: 영웅의 탄생,베스트셀러,크레이지,에브리 잭 해즈 어 질,크로싱 오버,끝과 시작,더 박스,디센트: Part 2,테이킹 우드스탁,아더와 미니모이 2 : 셀레니아 공주 구출 작전,사랑은 언제나 진행중,나인,모범시민,하이 레인,아고라,팀퍼틸 아이들,문빔베어: 달을 사랑한 작은 곰,재스퍼,선샤인 클리닝,마이 프렌즈, 마이 러브,블룸 형제 사기단,디트로이트 메탈 시티,뉴욕은 언제나 사랑 중,트랜스포터-라스트 미션,렛 미 인,나오코,황시,슈퍼히어로,둠스데이:지구 최후의 날,바디,굿바이 그레이스,보이 A,레저베이션 로드,추적,댄 인 러브,미스트,데스 센텐스 ,보이 걸 씽,더 폴: 오디어스와 환상의 문,발렛,프라이스리스,나는 영국왕을 섬겼다,브레이브 스토리,결혼하고도 싱글로 남는법,아드레날린24,푸치니 초급과정,데스워터,쉬즈 더 맨,오펄 드림,메이드 - 하녀의저주,라벤더의 연인들,스테이지 뷰티,스윙걸즈,크리스마스에 기적을 만날 확률,나 없는 내 인생,온리 갓 포기브스 ,무서운 이야기 2,무서운 이야기,오감도"
4,20122656,디마엔터테인먼트,Dima Entertainment,제작사,백승현,"청춘정담,물고기,다슬이,말보로 전쟁,꼭두각시"
5,20122575,이달투,Idaltu,"제작사,배급사",이상욱,"더 블랙,설지,씨, 베토벤,메밀꽃, 운수 좋은 날, 그리고 봄봄"
6,20138135,(주)일월미디어,,제작사,최림,굿바이 그리고 헬로우
7,20139805,(주)제이록스시네마,,제작사,유희설,
8,20124136,유에프오에스디엘(주),,"제작사,배급사",김아란,
9,20140628,모아,,제작사,김숙자,
0,20111333,(주)레알컴퍼니,REAL Company Co.,제작사,정필주,캠퍼스 S 커플
1,20061379,(주)아이디엔,Motis Co. LTD,"제작사,배급사,수입사,상영업",안우형,
2,20122487,(주)나음커뮤니케이션즈,,제작사,김형부,
3,20141398,(주)모피어스필름,,제작사,유재형,
4,20137899,자작나무영화사,,제작사,전도한,픽업 아티스트
5,20141396,투에이치 주식회사,,"제작사,배급사,수입사",최경민,
6,20141395,(주)루시픽쳐스,,제작사,임학천,
7,20141394,주식회사 키노엔터테인먼트,,"제작사,배급사",이병현,"자, 이제 댄스타임"
8,20063030,바닐라스카이,,제작사,정보근,카멜리아
9,20141391,티지알스튜디오스(주),,제작사,황경선,
0,20124656,(주)경픽쳐스,"Kyung Pictures Co., Ltd","제작사,배급사,수입사",김경숙,철의 꿈
1,20100897,(주)주머니이엔티,Zoomoney Ent.,제작사,김동원,유감스러운 도시
2,20114863,타임스토리그룹(주),Timestory ,"제작사,배급사,수입사,제공",김명은,"저스트 어 이어 ,배꼽,범죄소년,공모자들,모모와 다락방의 수상한 요괴들,우디 앨런 : 우리가 몰랐던 이야기 ,스탠리의 도시락 ,완벽한 파트너-감독판,완벽한 파트너,홍길동 2084,오빠가 돌아왔다,수상한 이웃들,인류멸망 보고서"
3,20141390,자코,ZAKO,제작사,심은식,
4,20123156,롯데쇼핑(주)롯데시네마 수완,,상영업,이인원,
5,20101583,(주)선우엔터테인먼트,SUNWOO ENTERTAINMENT,제작사,강한영,
6,20100365,(재)환경재단,Korea Green Foundation,제작사,이세중,"깃,9시 5분"
7,20062453,유미디어,UMEDIA,"배급사,해외세일즈사",프레데릭 코베즈,"히말라야, 바람이 머무는 곳,밤과 낮"
8,20111008,상상나눔,Sang Sang Nanum,,,"진실,지나버린 시간,연기 수업"
9,20063231,비필름,bfilms,제작사,박기용,"강원도,가리봉"
0,20130316,(주)휘엔터테인먼트,"HWI Entertainment Co.,Ltd.","제작사,배급사,수입사",김휘동,귀접
1,20136955,캣앤독스,CAT&Docs,"배급사,해외세일즈사",Catherine Le Clef,"피의 연대기,올드마린보이,나의 아들, 나의 어머니,공부의 나라,님아, 그 강을 건너지 마오,미쓰 마마,달팽이의 별,강선장,나비와 바다,오래된 인력거,아이언 크로우즈"
2,20139397,(주)어나더스타,Another Star Inc,제작사,김정환,"사토미를 찾아라,스케치"
3,20100003,웍스엔터테인먼트(주),,"제작사,수입사",신경숙,깡패수업 2
4,20062667,(주)필름오테르,,제작사,윤현주,
5,20100352,(주)액티버스엔터테인먼트,"Activers Entertainment Co., Ltd.","제작사,배급사,수입사,해외세일즈사",서정원,"떨,우크라이나 침공,우크라이나 항전,슈퍼 후?,블룸 업: 스와핑,대테러부대: 팀 울프,예쁜장모,인싸,F1: 분노의 질주,생존자들: 더 레스큐,예쁜장모 무삭제,비하인드 유,일루셔니스트,아웃브레이크,복호무송,무간귀도,예쁜 리포터,애첩,애인공유,위험한 과외,해풍 : 바람난 여자,19금 어린아내,예비며느리,자매의 은밀한 동거 감독판,하이에나,여린여동생,19금 어린아내 무삭제판,러브컷,불량탐정: 먹이사슬 무삭제판,세여자의 은밀한 직장생활,시머,애인공유 무삭제,애첩 무삭제,여린여동생 무삭제판,예쁜식모,오스만 제국 전쟁,육감적인 아는 누나,자매의 은밀한 동거,자매전쟁 무삭제판,패왕,해풍 : 바람난 여자 무삭제,왕좌의 법칙,인비저블 킬러,봉신전설,더 킹: 독립 전쟁,골든맨,태양을 삼켜버린 자들,불량탐정 : 리로드 무삭제판,불량탐정: 먹이사슬,자매전쟁,불량탐정 : 미씽,불량탐정 : 리로드,끝까지 간다,돌이킬 수 없는 밤,송자세원록,스토커 1/2 무삭제판,스토커 : 페르소나 무삭제판,야누스,정크 러브,코드네임 시세로,태백검,카니발 클럽,첩혈강호,탈명검: 풍운재기,더 게이트,갱 브라더스: 마지막 대결,개세영웅,극한영웅,대륙명탐정,마멀레이드 보이,몽키킹: 왕의 귀환,미스터리 도굴단: 사라진 보물,백야협,사랑의 병,삼국지: 황건적의 난,신강시선생,요괴외전,죄와 벌,쿵푸연맹: 사대천왕,쌍화점,로스트 인 런던,보존상: 천년의 유혼,엘리스의 50가지 그림자,그날의 기억,새디스트,크레이지 인 러브,어쩌다 암살클럽,너에게만 들려주고 싶어,108영웅: 전설의 무공,JK닌자걸스,관종,누명,러브 포 세일,마이 블라인드 라이프,매혹의 스캔들,매혹의 스캔들,백문오갑,서유기: 철선녀의 파초선,손오공: 색즉시공,스톰: 위대한 여정,심룡계약,영웅호색 소패왕: 세 명의 신부,오비터 9,적인걸: 윤회도의 비밀,죽음을 거스른 사나이,체스 플레이어,퇴마록: 사라진 여인들,협객,파괴자들,헤드샷,행성탈출: 반란의 서막,애로우헤드,아내의 사정,64 파트 1,64 파트 2,니트로 러쉬,데드 파이트,레스토레이션: 저주의 시작,메이메이 쇼핑몰의 기적,상은: 너에게 중독되다,생존자들,아내의 사정 : 무삭제 감독판,앤트보이: 최후의 대결,은둔자: 끝나지 않은 저주,추파카브라: 죽음의 습격,터널,포세이큰: 악령이 깃든 자,플랜B: 뜨거운 녀석들,정복자 윌리엄,야공작,엔티티: 죽음의 웹사이트,낯선 집,굿바이 그리고 헬로우,내 여친의 사생활 ,스톤월,실종: 사라진 아이,숨바꼭질: 어둠의 속삭임,앤트보이: 레드퓨리의 복수,71 : 벨파스트의 눈물,유부녀워칭-무삭제,앤트보이: 초딩 히어로의 탄생,비트윈 어스,수라의 길,다크,캠걸,음란한 밀회-이웃집 유부녀,포커페이스,EDM : 악마의 소리,굿바이 이디엇,다크 에이지 ,데스 로드,로드킬,쉬: 그녀의 비밀,악마의 진실,어둠의 게임,죽은자의 시간,황금대겁안,발칙한 러브스캔들,베일,트릭,온천장의 은밀한 정사,자극의 세기,내 남편의 시선,춘화도,갱로이어,더 카운트다운 ,레전드 오브 네티아,배틀 어스,뱀파이어 독,식스 액트,야누스 데이,코끼리의 한숨...총 238편"
6,20139355,(주)스튜디오후크,Studio Hook,"제작사,배급사,수입사",신양중,"아직 사랑하고 있습니까?,귀신의 향기,선라이트 주니어,아너,봄,어레스트 미,리큐에게 물어라,올모스트 차밍"
7,20141351,(주)도마픽쳐스,,제작사,정광섭,
8,20141350,(주)픽시엔터테인먼트,,제작사,손병현,
9,20061707,초콜릿필름,,제작사,김성중,
0,20141340,알앤알 필름,,제작사,이고운,
1,20141339,(주)시네마싱글,,"제작사,배급사",김유해,
2,20062011,(주)씨네라인코리아,,"제작사,수입사",정진향,"바이럴 팩터,엽문2,안티크라이스트,쉬즈 더 원,몽골,블루 시걸"
3,20141335,에스엘 피 주식회사,,,이석기,
4,20141334,장흥자동차극장,,,이병래,
5,20141333,엠케이비픽쳐스,MK&B PICTURES,,조윤채,
6,20141330,(주)팝커뮤니케이션,,제작사,,
7,20141188,(주)월드메이커필름,,제작사,김현철,
8,20141328,오십일플러스필름,,제작사,정용택,"100년 도시재생 vs 5년 도시재생,다시 시동이 걸리지 않는, 바로 그 순간,2000년대 한국문학 속 불안한 청춘들"
9,20060667,과천시시설관리공단,,상영업,장홍균,
0,20139843,(주)아니마하우스,,제작사,황경선,
1,20110223,부산독립영화협회,The Association of Busan Independent Film,"제작사,배급사,영화기관/단체-독립",차민철,
2,20141269,쏘울픽쳐스,,제작사,최웅식,
3,20141268,Rocket Film,,제작사,김인섭,
4,20141249,한국영화복지재단,,영화기관/단체-일반,정진우,
5,20141248,(주)크로스컬쳐,,제작사,박준영,
6,20141228,무빙이미지포럼,,제작사,박동현,
7,20141219,사크르블루 프로덕션,Sacrebleu Productions,,,의자 위의 남자
8,20000408,루크필름(주),,"제작사,수입사",김태익,스퀴시랜드
9,20141209,(주)전주엠비씨 프로덕션,,"배급사,상영업",전성진,늦봄2020
0,20062492,동영글로벌,,제작사,황의진,
1,20141223,(주)달픽쳐스,,제작사,임유철,
2,20141222,디와이엔터테인먼트 주식회사,,"제작사,배급사",송동윤,말하지 못한 비밀
3,20100275,(주)비엠필름,BM Bros.,"제작사,배급사",곽승남,구보전설
4,20141220,(주)이엔터테인먼트,,"제작사,배급사,수입사",김승환,
5,20100887,(주)워터앤트리,Water n Tree Pictures,제작사,임성빈,"헬로우 고스트,고死 : 피의 중간고사"
6,20040012,영화사달마소컴퍼니,,제작사,양동명,
7,20141215,비주얼크루 숟가락,,제작사,남윤국,
8,20141211,(주)플래닛케이,,제작사,윤경돈,
9,20141210,(주)문어픽쳐스,,제작사,윤경돈,
0,20138958,(주)원아세아,,제작사,박병권,
1,20040134,(주)오주필름,,제작사,오평주 ,
2,20141208,영화사 새사람,,수입사,,"아름다운 엄마,리볼트 : 프리즈너 오브 워,익스토션,더 탱크,스나이퍼: 특수작전부대,캐빈 피버: 블러디 홀리데이,금붕어, 여자,미스터 락스타,기억의 원더랜드,마이 베이커리 인 뉴욕,여동생의 비밀,캐빈 피버: 페이션트 제로,고양이 살인사건,내 남자,더 로버,데저트 댄서,무법도시,소년들,한여름 밤의 유혹,치어리더는 모두 죽는다,어느 창녀의 하루,흉악-어느 사형수의 고발,익스트림 스키야키,나의 가장 완벽한 결혼식,내 남자의 이중생활,내 이름은 아닌아,킬 힘,모텔 라이프,우리 사랑하는 동안,마지막 파티,러브, 비하인드,사랑과 전쟁,아메리칸 시티즌,키스 오브 뱀파이어,봄의 멜로디,맨 온 더 트레인,써드 스타,미라클맨 ,라라피포,사랑을 위한 여행,욕망의 대지,슈퍼히어로의 진실"
3,20110816,(주)스카이워커앤컴퍼니,Sky Walker,제작사,정재욱,권법
4,20140775,(주)런미디어,,제작사,문지현,
