companyCd,companyNm,companyNmEn,companyPartNames,ceoNm,filmoNames
20230136,미디어톡,,제작사,유정현,소녀작가 입문기
20124975,(주)미디어톡,,제작사,유정현,
20203841,원더필름,,제작사,윤서영,숨비소리
20230135,미디어나무(주),MediaNamu. Inc,"제작사,배급사",김성환,"수라,오늘 출가합니다,졸업"
20230134,SDM스튜디오 ,,,,소원을 빨아봐
20230281,(주)억만장자픽처스,,"배급사,수입사","우지만, 김대억",
20230133,빅뱅컨텐츠(주),,제작사,김용덕,
20230261,(주)더블몬스터즈,Double Monsters Inc.,"제작사,배급사",이광범,
20187481,엠에스케이컨텐츠,,제작사,최명효,"2퍼센트,원죄"
20061701,(주)에스아이미디어그룹,,제작사,정종인,
20125155,(주)엘지유플러스,,"제작사,배급사,수입사,부가시장",이용재,"드래곤 라이더,필름스타 인 리버풀,커뮤터,기억의 밤,슬립리스: 크리미널 나이트,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,스킵트레이스: 합동수사,몽 루아,셜록: 유령신부,더 기프트,미쓰 와이프,미스터 앙리와의 조금(?!) 특별한 동거,어 워: 라스트 미션,얼굴도둑,첫경험만 8번째,제 7기사단,베스트 오브 미,이미테이션 게임,캐치헬,아메리칸 저스티스,제보자,위키드 블러드,블러드 리벤지,왓 이프,애프터 파티,침입자들 : 로봇의 역습,라스트 에너미,에비던스,오피서 다운,테러라인,섹슈얼 컴펄전,히든서스펙트,크레이브,파이터: 죽음의 토너먼트,와이 스톱 나우,세븐 싸이코패스,러브레이스,스트레인저 인사이드,쉐프,디 엔드: 인류 최후의 날,모터웨이: 분노의 질주,카지노를 털어라,더 샤이닝 2012 ,퍼즐러브,도노반스 에코,위기의 남자들,트러블 위드 블리스,건,파이어 : 테러와의 전쟁"
20230241,(주)고남동,,,,낭만 캠퍼스
20230132,뉴크마그(주),newkmag,"제작사,배급사,수입사",오금이,
20230141,케이씨벤처스 주식회사,,제공,김승현,댓글부대(가제)
20126515,(주)영화사 월광,MOONLIGHT FILM,제작사,국수란,"승부,리멤버,클로젯,돈,공작,보안관,검사외전,군도: 민란의 시대"
20218082,(주)트릭스터,,제작사,이지영,젠틀맨
20239673,(주)포지드필름스,"FORGED FILMS Co.,Ltd",제작사,"김새미, 나홍진",페이스
20230131,쇼트케이크(주),SHOTCAKE Corp.,제작사,"한준희, 김명진",킬링 로맨스
20205862,(주)시네포엠,,"제작사,배급사",김현옥,
20230130,마리솔(주),,"제작사,배급사",정은미,
20229641,풋인라이트,,배급사,이승재,홈스쿨
20230224,나로,,제작사,오필진,
20230223,빈볼픽쳐스,,"제작사,배급사",조현우,
20230222,(주)메다픽처스,,제작사,최태영,
20230221,워크하우스컴퍼니(주),,제작사,김영훈,리바운드
20061718,찬란,Challan Film,"제작사,배급사,수입사",이지혜,"베르히만 아일랜드,EO,클로즈,새를 사랑한 화가,패닉 런,메모리아,지옥의 화원,같은 속옷을 입는 두 여자,낮과 달,어쩌다 공주, 닭냥이 왕자를 부탁해!,아라시 20주년 투어 콘서트 5✕20,큐브,컴온 컴온,파리, 13구,패러렐 마더스,소피의 세계,엔드게임: 나는 킬러다,전장의 피아니스트,쁘띠 마망,여름날 우리,그린 나이트,7번째 날,리벤지 오브 파이어,시리얼 킬러: 로스토프의 인간백정,베르네 부인의 장미정원,원 세컨드,간호중,뉴 오더,좋은 사람,트립 투 그리스,#위왓치유,슈퍼노바,적호서생,디 아더 사이드,빛과 철,래시 컴 홈,100% 울프: 푸들이 될 순 없어,썸머 85,딥워터,#위왓치유,휴먼 보이스,끝없음에 관하여,그 여름, 가장 차가웠던,컴 애즈 유 아,피넛 버터 팔콘,가을의 마티네,페뷸러스,글로리아를 위하여,치어리딩 클럽,반교: 디텐션,주식회사 스페셜액터스,야구소녀,환상의 마로나,씨 피버,썸원 썸웨어,찬실이는 복도 많지,신의 은총으로,미드소마 감독판,미드소마,나와 언니와 셀린 디온,데스 체이싱,도둑들: 비트코인 전쟁,사채왕 페그,어떤 손님,장교와 스파이,킬러 스쿼드,토미리스: 전쟁의 여신,해피 해피 레스토랑 ,행복의 단추를 채우는 완벽한 방법,고흐, 영원의 문에서,체크 히어로,틴 스피릿,블라인드 멜로디,지구 최후의 밤,파리 에듀케이션,고양이 여행 리포트,콜드 워,고통을 못 느끼는 남자,완벽한 커플,엑스터시 다이어리,메리 셸리: 프랑켄슈타인의 탄생,철의 심장을 가진 남자,친애하는 우리 아이,파이널 포트레이트,더 스퀘어,햄스테드,유전,트립 투 스페인,판타스틱 우먼,두 개의 사랑,우리는 같은 꿈을 꾼다,시리아의 비가(悲歌): 들리지 않는 노래,폭력의 씨앗,잇 컴스 앳 나잇,고양이 케디,밤섬해적단 서울불바다, 딥워터 서바이벌,캘리포니아 타이프라이터,오직 사랑뿐,성 프란치스코,프란츠,파리의 밤이 열리면,세일즈맨,아뉴스 데이,퍼스널 쇼퍼,사랑의 시대,사랑은 부엉부엉,다가오는 것들,카페 소사이어티,선생님과 길고양이,매니페스토,뱅 갱: 모던 러브 스토리,비거 스플래쉬,하이-라이즈,소년 파르티잔,당신을 기다리는 시간,에브리띵 윌 비 파인,그녀, 잉그리드 버그만,사샤의 북극 대모험,소년,헝그리 하트,에덴: 로스트 인 뮤직,셀마,밤을 걷는 뱀파이어 소녀,트립 투 이탈리아,갓 헬프 더 걸,나의 사적인 여자친구,갈증,5일의 마중,질투,돌이킬 수 없는,마담 프루스트의 비밀정원,시베리안 에듀케이션,필로미나의 기적,오직 사랑하는 이들만이 살아남는다,영 앤 뷰티풀,블링 링,랄프 스테드먼 스토리: 이상한 나라의 친구들,사랑은 마법처럼,까미유 끌로델,어떤 여인의 고백,인 더 하우스,아이,애나,프랑스 다이어리,여친남친,신의 소녀들,미쓰 마마,테이크 쉘터 ,스시 장인: 지로의 꿈,엘 불리: 요리는 진행 중,훌리오와 에밀리아,폭풍의 언덕,점프 아쉰,르 아브르,트립 투 잉글랜드,치코와 리타,타이페이 카페 스토리,이브 생 로랑의 라무르,체 게바라: 1부 아르헨티나,체 게바라: 2부 게릴라,막스 마누스: 맨 오브 워,오퍼나지: 비밀의계단,비커밍 제인...총 171편"
20230202,봄봄콘텐츠,bombomcontents,제작사,김자영,감자전블루스
20230201,주식회사 영화사소요,SOYO FILM INC.,제작사,최종태,"불멸의 여자,사제로부터 온 편지"
20230129,유한책임회사 느루,,"제작사,배급사,수입사,상영업",정원석,
20230128,(주)브라더미디어,,"제작사,배급사,수입사",김상연,
20230127,스튜디오 기이현상,,제작사,구윤민,
20230124,(주)에스비엠엔이,"SBMNE Co.,Ltd.","제작사,배급사,수입사",서은경,
20230126,(주)넥슨코리아,,제공,이정헌,리바운드
20230185,신세기 유통,,"배급사,수입사",정진현,
20230125,주식회사 베이스캠프에이앤씨,"BASECAMP A&C Co., Ltd.","제작사,배급사,홍보사",이진성,
20230123,(주)스토리루프탑,,제작사,이민우,
20141348,써티세븐스디그리(주),"37th degree Co.,Ltd.","제작사,배급사",김형민,"어브로드,외톨이들"
20216342,(주)옥토버시네마,,제작사,김창열,드림
20230161,비에스엠픽쳐스,BSM picturs,제작사,박수민,
20111081,(주)스마일이엔티,Smile Ent.,"배급사,수입사",이성아,"옥수역귀신,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,최면,바디 브로커,썰,도라에몽: 스탠바이미 2,O.J. 심슨 사건 파일,제인의 썸머,호텔 레이크,더 터닝 ,요가학원 : 죽음의 쿤달리니,엔딩스 비기닝스,어쩌다 아스널,1917,극장판 원피스 스탬피드,탈혼이진도: 자객의 기억,스킨,이케아 옷장에서 시작된 특별난 여행,0.0MHz,다시, 봄,뷰티풀 데이즈,여곡성,루이스,플로이,레오나르도 다 빈치,한낮의 유성,선생님!... 좋아해도 될까요?,월요일이 사라졌다,9/11,마음이 외치고 싶어해,빅 배드 폭스,저수지 게임,오즈: 신기한 마법가루,이스케이프 룸,풀 스피드,내 아내와 결혼해 주세요,내 이름은 꾸제트,인트루더: 낯선 침입자,빅 스카이,꼬마기사 트랭크,사우스포,필름시대사랑,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,노아의 방주: 남겨진 녀석들,건 파이터,엑소시즘: 죽음의 소리,극장판 빰바라빤쮸: 바나나 왕국의 비밀,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,뮨: 달의 요정,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,추억의 마니,일곱난쟁이,극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,몬스터 왕국,가부키초 러브호텔,꼬마 유령,마인드스케이프,프라이버시,저스틴,극장판 베르세르크: 황금 시대편 Ⅲ – 강림,해양경찰 마르코,잠베지아: 신비한 나무섬의 비밀,나우이즈굿 ,토르: 마법망치의 전설,프렌즈: 몬스터섬의비밀 ,그녀가 떠날 때,카르고,허트 로커,하울의 움직이는 성,센과 치히로의 행방불명,마녀배달부 키키,이웃집 토토로"
20141149,나도밤보 주식회사,NADOBAMBO,제작사,강서곤,"생활고死,전단지"
20239861,리바이브콘텐츠 주식회사,REVIVECONTENTS,"제작사,배급사","박성태, 정재훈","존 윅 4,상견니"
20229461,(주)바이포엠스튜디오,BY4MSTUDIO,"제작사,배급사,제공,공동제공",유귀선,"존 윅 4,네가 떨어뜨린 푸른 하늘,오늘 밤, 세계에서 이 사랑이 사라진다 해도,동감,데시벨"
20230122,디보프로덕션,DIVO PRODUCTION,제작사,윤희광,
20230021,괴짜집합소,sexy geek film factory,"제작사,배급사",배시진,
20158011,(주)브이에이스튜디오,VA Studio,"제작사,배급사,제작서비스-시각효과/특수효과,제작서비스-후반작업(VFX),프로덕션 서비스","최홍준, 이귀한","우리의 삶은 흔들리지 않는다,강철비,슈퍼 빼꼼: 스파이 대작전,7광구,만추,김종욱 찾기,시라노; 연애조작단,김복남 살인사건의 전말,맨발의 꿈,파주,해운대,크로싱,엠,우리들의 행복한 시간,맨발의 기봉이,형사 Duelist,자니 익스프레스"
20230102,주식회사 무암,MooAm Production,"제작사,홍보사",현해리,계약직만 9번 한 여자
20230101,주식회사 전씨네,,제작사,전창걸,떨
20230121,골드독엔터테인먼트(주),,"제작사,배급사",박재수,
20239680,(주)아리아 스튜디오,,"제작사,배급사,수입사,상영업",채수응,
20217242,공감,,제작사,이동욱,
20229111,(주)영화사바른,barunpictures,"제작사,배급사",김영호,"나를 찾아줘,두번할까요,다시, 봄,채비,클럽 파우스트"
20230081,부산관광공사,,상영업,이정실,
20160682,한국탐사저널리즘센터,The Korea center for investigative journalism,제작사,김용진,"월성,김복동,공범자들,7년-그들이 없는 언론,자백"
20230061,어비스 커뮤니케이션,,"제작사,배급사",김창래,
20203405,(주)영화사벌집,Hive Filmworks Inc.,"제작사,배급사,수입사,상영업",김동현,"치악산,아포리아,걸스 인 더 케이지,안나푸르나,만년이 지나도 변하지 않는 게 있어,없던 일,엽기적인 그녀"
20157108,(주)영화사 안다미로,Andamiro films,"배급사,수입사",윤혜진,"루비콘,애프터썬,에브리띵 윌 체인지,우연과 상상,던전 드래곤,데스 게임,보이 비하인드 도어,사일런스 앤드 다크니스,스파이: 타임 투 저스티스,300: 전사의 귀환,노 맨스 랜드,스카이라인: 라스트 워,주짓수,캔디 위치,스마일 페이스 킬러,웬디고: 전설의 몬스터,런 런 런,죽고 싶은 인간들의 밤,돈 스피크,코벤,메가 블리자드,해피 데스데이: 악마의 큐피드,얼론,루아나의 세계,놈놈놈: 캔자스의 무법자,라스트 카우보이,기묘한 이야기: 리플레이,애비게일의 저주,오션스 게임,위자 크래프트,지구 침공: 컨테이젼,1864: 남북전쟁,코코: 죽은 자들의 세상 ,콜: 사라진 여자들,윙스 오버 에베레스트,워 히어로: 솔져 오브 갓,바이킹: 블러드 워,바이러스 Z: 백신 대참사,로맨틱 코미디,데빌 인사이드 미,검은 사제들: 지옥의 문,연애의 참견: 사랑 공포증,죽이는 여자,헤리티지,무협: 더 코드,사냥의 시간: 데스 게임,맨슨 패밀리,블러드: 궁금한 이야기,웨이크필드 프로젝트,피쉬 스쿨 2,피쉬 스쿨,아메리칸 호러 스토리: 메리메이커의 살인자,존과 맥의 요상한 우주여행,쥬라기 펫의 모험,루프홀,스코어 투 셔틀,베를린, 아이 러브 유,몬스터 아카데미,범죄도시: 나쁜놈들 전성시대,365일: 비밀의 여자,데드맨 스탠딩,하바나 다크니스,할로윈: 살인마 잭,다운시커,쥬라기 프레데터,델리리움,트러블 위드 유,파이널 스코어,그곳,데빌 인 더 캐빈,라이즈 위 텔,꼬마 보트 토토: 타요 타요 배 타요,스틸 리메인즈,데드 스토리,13일의 금요일: 더 파이널,악셀,겨울왕국의 무민,배드 캅,아임 낫 히어,퍼스트 킬,킹덤: 아메리칸 좀비,새벽의 저주: 악령의 부활,엄마의 레시피,익스트림 파이트 클럽,지구침공: 인류 최후의 날,엑소시스트: 사탄의 부활,걸스 나잇,은판 위의 여인,파울라,인어공주 이야기 ,런던 타운,순종,바다의 뚜껑,골드 랜섬,슈퍼 버드,폭력의 법칙: 나쁜 피 두 번째 이야기,히치콕 트뤼포,프랑코포니아,마이크롭 앤 가솔린,고양이 사무라이 2,러브 앤 피스,리얼 술래잡기,앨리스: 원더랜드에서 온 소년,햄릿: 죽느냐 사느냐,컨트롤 그룹,핀두스 이야기,위시 아이 워즈 히어,루비 스팍스,홀리 모터스,미스터 노바디,하얀리본,미스터 노바디: 감독판,옥스포드 살인사건,할리우드 폭로전,아녜스의 해변,라 비 앙 로즈,수면의 과학,히든,커피와 담배,파 프롬 헤븐,멀홀랜드 드라이브,아멜리에,이삭줍는 사람들과 나,원더풀 라이프,가을이야기,뤽 베송의 택시 ,퍼니게임 ,라빠르망,여름이야기,로스트 하이웨이 ,데드 맨,세 가지 색: 레드,세 가지 색 : 화이트,세 가지 색 : 블루,트윈 픽스 ,겨울 이야기 ,토토의 천국,베로니카의 이중생활,낭트의 자코,지상의 밤,봄 이야기,빽 투 더 퓨쳐 2,미스테리 트레인,살인에 관한 짧은 필름,사랑에 관한 짧은 필름 ,내 여자친구의 남자친구,녹색광선,다운 바이 로,빽 투 더 퓨쳐,방랑자,천국보다 낯선,해변의 폴린,영원한 휴가,이레이저 헤드,노래하는 여자, 노래하지 않는 여자,데이빗 린치 단편선,수집가,행복,새,5시부터 7시까지의 클레오,싸이코,현기증,이창,서스피션...총 165편"
20189281,(주)에이스메이커무비웍스,ACEMAKER MOVIEWORKS,"제작사,배급사,수입사",정현주,"댓글부대(가제),폭군,앵커,경관의 피,노량: 죽음의 바다,승부,리멤버,새해전야,소리도 없이,그대에게(가제),더러운 돈에 손대지 마라,보호자(가제),소방관,원더랜드,사라진 시간,침입자,해치지않아,블랙머니,변신,악인전,바이러스(가제),출장수사"
20230041,핑스토리,,제작사,,"은밀한 비밀 상담소,BJ여동생의 VIP 팬방 : 내 동생이 벗방에 초대 됐다,몸으로 하는 이모의 영업 비밀"
20239901,스튜디오 에이드,,배급사,안수현,6번 칸
20239679,주식회사 피에스앤제이,,"제작사,배급사,수입사",박명성,
20228864,창원영화제작소,ChangwonFilm,제작사,박재현,
20204721,CGV ICECON,CGV ICECON,"제작사,배급사,수입사,상영업",최병환,"엘 카미노,아임 히어로 더 파이널,스타게이저: 아스트로스코프,핑크퐁과 아기상어의 월드투어쇼,세븐틴 파워 오브 러브 : 더 무비,장민호 드라마 최종회,블루버스데이,잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,온 더 로드,킬러파티 (양수리 살인사건),국카스텐 콘서트 실황 : 해프닝,정브르의 동물일기,베르테르,몬테크리스토: 더 뮤지컬 라이브,래드윔프스 안티 안티 제너레이션 2019,브레이크 더 사일런스: 더 무비,공포체험라디오 4DX,브링 더 소울 : 더 무비,뮤지컬 킹키부츠 라이브,프라도 위대한 미술관 ,예르미타시 예술의 힘,더 데빌,프랑켄슈타인"
20239678,(주)플필,,"제작사,배급사,수입사,상영업",류민국,
20204943,영화사앙,,배급사,김미조,
20239677,(주)영화사김치,,제작사,정유동,웅남이
20230004,파라독스 스튜디오,PARADOX STUDIO,제작사,최준하,
20230003,(주)에메리따,,제작사,최해숙,
20230002,기린스튜디오,KIRIN STUDIO,제작사,임동익,
20239676,예술로 통한다,,제작사,이소리,
20063193,(주)드림캡쳐,Studio Dream Capture,제작사,김미희,"장산범,숨바꼭질,페이스메이커,뻑킹 세븐틴,뱀파이어와의 인터뷰"
20239675,만타,MANTA,제작사,차지원,
20217883,(주)영화사 순수,,"제작사,배급사",이창열,"그대 어이가리,에덴의 남쪽"
20231,주식회사 무비프리,,제작사,유영경,
20239983,제이림,,제작사,정영애,
20239674,Production S.F.S,,제작사,신아가,
20239982,시네마 파인,,제작사,조은솔,
20239981,벤티지필름코리아,,제작사,이혁종,
20101574,(주)벤티지홀딩스,Vantageholdings,제작사,차주동,"페이스메이커,챔프,참을 수 없는,펜트하우스 코끼리,정승필 실종사건,차우,미쓰 홍당무,크로싱,추격자,내 사랑,스카우트"
20100558,(주)바른손이앤에이,Barunson E&A,"제작사,배급사,수입사,제공","곽신애, 박진홍","리바운드,기생충,가려진 시간,희생부활자,표적,5백만불의 사나이,커플즈,방자전,마더 앤 차일드,미 투,마더,좋은 놈, 나쁜 놈, 이상한 놈 ,좋은 놈, 나쁜 놈, 이상한 놈(칸버전),헨젤과 그레텔,효자동 이발사,마지막 늑대,장화, 홍련,로드무비,정글쥬스,와니와 준하,고양이를 부탁해,썸머 타임,인디안 썸머,기억을 만나다"
20218024,주식회사 아웃런브라더스픽처스,"Outrunbrotherspictures Co., Ltd.",제작사,임윤정,보이지 않아
20190841,시소픽쳐스,Seesaw Pictures,"제작사,배급사",Heejung Oh,"백남준: 전자 초고속도로 위의 예술가,드래곤 우먼,퀴어 마이 프렌즈,해적판: 미래,The One Who Runs Away Is the Ghost,아예나,포옹,좋은 빛, 좋은 공기,A RIFLE AND A BAG,리틀 노마드,착지연습,사랑에 관하여,사막의 진주,버블 패밀리,피의 연대기,려행,위켄즈,위로공단,목숨,어느 의대생의 죽음,딜러버리 댄서의 구,수리솔 수중 연구소에서,다공성 계곡 2: 트릭스터 플롯"
20138057,주식회사 모모스토리샵,,제작사,정재휘,소금별
20239962,주식회사 퍼니필름,FUNI FILMS ,제작사,김경선,보이지 않아
20229201,HUNDRED12,,제작사,원호연,
20239961,창작집단 NOMAD,group. NOMAD,"제작사,배급사",황동욱,
20239672,빈 필름,Bean Film,제작사,최다빈,
20141469,플러스엠 엔터테인먼트,Plus M Entertainment,"제작사,배급사,수입사",홍정인,"교섭,쥬라기캅스 극장판: 공룡시대 대모험,헌트,범죄도시2,드림,서울의 봄,크로스,탈주,화란,젠틀맨,서울괴담,킹메이커,파이프라인,대외비,유체이탈자,아이들은 즐겁다,미드나이트 스카이,더 프롬,맹크,힐빌리의 노래,트라이얼 오브 더 시카고 7,디바,보고타,자산어보,오케이 마담,너와 파도를 탈 수 있다면,감쪽같은 그녀,엔젤 해즈 폴른,매튜 본의 백조의 호수,날씨의 아이,나랏말싸미,롱 리브 더 킹: 목포 영웅,헬보이,지푸라기라도 잡고 싶은 짐승들,미스터 주: 사라진 VIP,기묘한 가족,미래의 미라이,은혼2: 규칙은 깨라고 있는 것,도어락,명당,리틀 포레스트,썬키스 패밀리,너의 결혼식,변산,덕구,커뮤터,기억의 밤,부라더,범죄도시,스파이 게임,로마의 휴일,박열,슈퍼 빼꼼: 스파이 대작전,아빠는 딸,분노,신 고질라,딥워터 호라이즌,너의 이름은.,로스트 인 더스트,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,카이: 거울 호수의 전설,국가대표 2,나이스 가이즈,런던 해즈 폴른,22,미씽: 사라진 여자,몽 루아,날, 보러와요,동주,셜록: 유령신부,리틀 보이,더 기프트,춘희막이,미쓰 와이프,제 7기사단,베스트 오브 미,바람의 검심 : 전설의 최후편,이미테이션 게임,워킹걸,일곱난쟁이,워 호스,현기증,제보자,바람의 검심 : 교토 대화재편,아빠를 빌려드립니다,지옥이 뭐가 나빠,씬 시티: 다크히어로의 부활,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!"
20239941,풀잎필름,,제작사,김덕중,컨버세이션
20239923,스토리앤유(주),,제작사,"이유진, 오기환",
20239922,스타팜,,제작사,오승일,
20176142,(주)스토리텔링,,"제작사,배급사,수입사",고대정,
20239921,(주)디오리지널스,,"제작사,배급사,수입사",차주동,
20239671,우리우리,,제작사,,생각 그런거 없는데요
20239670,주식회사 프로젝트4,,"제작사,배급사,수입사",윤영돈,"D컵의 알몸요양보호사,여상사의 스타킹 냄새,욕구불만 여상사,원수의 씨받는 참한 며느리,부장님과 탈의실에서,섹시한 아줌마 그 잡채,여부장의 크레이G스팟,연상녀 하고 또 하다,육덕진 동창생과의 2박3일"
20239902,한국영화배우조합,Screen Actors Guild of Korea,영화기관/단체-제작,박근태,
20111501,(주)인영트레이딩,,"배급사,수입사",서동일,"Q - 섹스힐링,카르페디엠,로봇,사랑의 침묵 ,믹막: 티르라리고 사람들"
20229267,(주)에스엠브이,,"제작사,배급사,수입사",김진현,
20204321,(주)보더레스랩,"Boderless Lab Co., Ltd","제작사,배급사,수입사",이승윤,늑대는 울지 않는다
20101123,연분홍치마,Documentary Group 'PINKS',제작사,한영희,"너에게 가는 길,공동정범,안녕 히어로,노라노,두 개의 문,종로의 기적,레즈비언 정치도전기,3xFTM"
20203361,스페이스 피넛,,제작사,,안상태 첫번째 단편선
20239668,주식회사 콘텐츠존,Contentszone,제작사,김민혁,우리 사랑이 향기로 남을 때
20229273,원컴퍼니,won company,제작사,민원미,라온하제
20239881,(주)더웨일컴퍼니,,제작사,이준한,아줌마
20239669,스튜디오설 ,,제작사,김석목,
20239841,(주)앤드마크,ANDMARQ,제작사,권오현,"서울대작전,소울메이트"
20239842,쏠레어파트너스(유),,제공,최평호,다음 소희
20130317,영화사 못,MOT Films,제작사,정재은,"고양이들의 아파트,말하는 건축 시티:홀"
20217483,플라시보 픽쳐스,,"제작사,배급사",임승현,
20139999,(주)무비락,MOVIEROCK,제작사,김재중,"달짝지근해,파일럿,아이,유열의 음악앨범,증인,이월,지금 만나러 갑니다,청년경찰,우아한 거짓말"
20229521,(주)1031스튜디오,,제작사,"윤나경, 안태운",
20203461,목영이엔엠,MOCKYOUNG EnM,"제작사,배급사,제공,제작서비스-기획,제작서비스-사운드,제작서비스-음악",신정목,"생각 그런거 없는데요,작은연못,고양이에게 밥을 주지 마세요 ,구라, 베토벤,고양이에게 밥을 주지 마세요 ,머리카락,노프라블랜드,이상,contract,나를 깨우는 바람,Forget Me Not,도영씨,무영인간,안전지대,엘리트,오늘의 메뉴,후회,어디에나 있는 어디에도 없는,해피엔딩이었으면 좋겠어,헬로우, 바이,흙금성,불청객,선아,대화의 조건,타의,궁궐에서"
20158048,(주)콘텐츠지오,CONTENT ZIO Inc.,"제작사,배급사,수입사,제공,상영업",최현묵,"그녀가 죽었다,1승,비광,1947 보스톤,롱 리브 더 킹: 목포 영웅, 작은 통일 ,메이트,계춘할망,우리는 썰매를 탄다"
20239667,패치워크,,"제작사,배급사",박진용,
20124216,더램프(주),The LAMP ltd.,제작사,박은경,"유령,별빛이 내린다,탈주,인생은 아름다워,삼진그룹 영어토익반,바이러스(가제),말모이,택시운전사,치명도수: RESET,해어화,쓰리 썸머 나잇,동창생,별이 빛나는 밤에"
20239821,주식회사 에이치앤드엔터테인먼트,H& ENTERTAINMENT,"제작사,배급사",홍민기,젠틀맨
20100435,에이케이엔터테인먼트(주),,"제작사,배급사,수입사",김지용,"양성인간,마터스 레인: 천사의 눈물,소피의 낭만적 연애와 그 후의 일상,아웃 오브 싱크,천계영웅,핑크 클라우드,토토리! 우리 둘만의 여름,마이 네버 리스트,테스와 보낸 여름,나는 살을 빼기로 결심했다,이집트 DJ 사와,초야: 맛의 유혹,하나식당,케이: 여배우 살인 사건의 비밀,나는 다른 언어로 꿈을 꾼다,청년 마르크스,아이 엠 낫 유어 니그로,어폴로지,레트리뷰션 : 분노의 복수,스카이와 친구들: 로보시티의 비밀,콰이어트 맨,밴드 비지트 - 어느 악단의 조용한 방문,커플 체인지"
20228984,(주)페이퍼반스튜디오,,제작사,정영홍,
20205101,스튜디오 우영수 주식회사,,제작사,김성희,
20239801,(주)체리코끼리,,제작사,최주영,"열여덟, 어른이 되는 나이"
20203221,이야픽쳐스 ,,제작사,,"천신당 신음 공주,미망인의 역습,거친 섹스의 두 가지 맛,거친 섹스의 두 가지 맛 무삭제판,구멍 길들이기,구멍 길들이기 무삭제판,그녀의 조건 배달,그녀의 조건 배달 무삭제판,여친의 조력자,여친의 조력자 무삭제판,장모: 두 번째 아내,부부교환의 목적2,엄마의 비밀친구,엄마와 딸의 은밀한 레슨,오르가즘특강2 무삭제,우리누나의 첫경험,엄마와 딸의 은밀한 밤,엄마의 과외선생"
2016701,(주)다날엔터테인먼트,Danal Entertainment Co.Ltd,"배급사,수입사,부가시장",임유엽,"데이 투 다이,데드캠핑 더라이브,홀덤킹 : 에어라인,와일드 리벤지: 마지막 한 놈까지,원샷,타이거마스크,밀리터리 맨,트리거 포인트,뱅퀴시,딜리셔스: 프렌치 레스토랑의 시작,라스트 맨 다운,스페인 어게인 ,아이 엠 벤전스,오버런 : 100만 달러의 사나이,웜우드 : 좀비 아포칼립스,죽여줘 올리비아 : 뱀파이어 킬러,코펜하겐 스캔들,퍼펙트 미션,플랜 A,너는 저편에,뮤턴트 워,팔로우 미,모탈: 레전드 오브 토르,젠틀맨,미씽: 사라진 소녀들,빌어먹을 : 웰컴 투 헬,아마이아: 뱀파이어 소녀,어센트: 타임슬립,챔피언,콜리니 케이스,시빌,리벤저스,마피아 Inc,매드맥스 : 사막의 무법자,보르도 우정여행,사무라이 검신,세이빙 레닌그라드,시크릿 에이전트,유령선 : 죽은 자의 저주,인피델,침입자들,퇴마 포송령: 천녀유혼전,걸즈 앤 판처 제​ 63회 전차도 전국 고교생 대회,헌팅 오브 힐하우스,돈 워리,위치 오브 하우스,논스톱: 다마스커스 타겟,러시안 브라이드,보딩 스쿨: 기숙학교,파리에선 로맨스,프레이: 인간사냥,심판,풍운대전,아스널: 리로디드,돈 킬 잇: 악마사냥꾼,더 복서,데드 어게인,라일라,마담 K,살인 예술가,타타라 사무라이,휴게소,F컵 바람난 거유 유부녀: 문란한 정사,더 레이싱 : 이너셜 드리프트,충격 여성 수용소: 섹스스캔들,죽거나, 혹은 죽이거나,F컵 거유녀의 잠입 수사,강간 몰카 유출 사건,내 아내의 대낮 정사,섹스 잠입 수사,음란한 좀비녀의 섹스 일기,폴란드1943,다크사이드 위치스: 저주의 눈빛,릴리그레이스: 마녀이야기,질투: 복수의 화신,크룰: 두 얼굴의 사나이,피어 클리닉,라스트 걸 스탠딩,완벽한 와이프: 낮저밤이,데빌 데쓰,크레이지 머더,데드 걸즈,마스터: 뒤틀린 사랑,데스티네이션 게임: 죽음의 굴레,블러드 펀치,F컵 거유녀의 이중 생활: 매춘,발정난 여형사의 위험한 수사,섹스 전문 레이코의 하루,카쿠야의 음란한 동거: 그녀의 정사,한밤의 살인자,두 얼굴 그녀와의 정사,몬스터 싱어: 매직 인 파리,불륜 중독: 남자들의 섹스 노리개,SM_음탕한 욕망,새아빠의 성노예,더 프레지던트,배틀 인 데저트"
20175801,(주)한울픽쳐스,hanulpictures,"제작사,제공,저작권관련사,소속사,제작서비스-기획,제작서비스-촬영",조백만,사선
20239781,마브(주),MAB,제작사,"서길석, 이지연, 홍원철",
