,movie,score,audience,score_edited,aud_edited,avg score,avg aud
871,['파이브 피트'],['9.01'],['9.8만명'],[9.01],[98000.0],9.01,98000.0
872,['트랜센던스'],['7.61'],['69만명'],[7.61],[690000.0],7.61,690000.0
873,['바람의 색'],['7.57'],"['2,001명']",[7.57],[2001.0],7.57,2001.0
874,['마이엄마'],['missing data'],['missing data'],0,0,0.0,0.0
875,['암수살인'],['8.58'],['378만명'],[8.58],[3780000.0],8.58,3780000.0
876,['비스트'],['4.00'],"['4,053명']",[4.0],[4053.0],4.0,4053.0
877,['파이널 싸움의 기술'],['missing data'],['missing data'],0,0,0.0,0.0
878,['사일런스'],['7.39'],['5.4만명'],[7.39],[54000.0],7.39,54000.0
879,['겨울왕국의 무민'],['7.42'],['2.4만명'],[7.42],[24000.0],7.42,24000.0
880,['또봇 브이'],['missing data'],['missing data'],0,0,0.0,0.0
881,['소리꾼'],['8.70'],['10만명'],[8.7],[100000.0],8.7,100000.0
882,[],0,0,0,0,0.0,0.0
883,['트랜스포머: 최후의 기사'],['6.90'],['261만명'],[6.9],[2610000.0],6.9,2610000.0
884,['성난 변호사'],['8.48'],['113만명'],[8.48],[1130000.0],8.48,1130000.0
885,['격한 멜로'],['missing data'],['missing data'],0,0,0.0,0.0
886,['환절기'],['8.55'],"['6,619명']",[8.55],[6619.0],8.55,6619.0
887,['이별의 아침에 약속의 꽃을 장식하자'],['8.98'],['4.2만명'],[8.98],[42000.0],8.98,42000.0
888,['오디션'],['missing data'],['missing data'],0,0,0.0,0.0
889,['길'],['8.23'],['1.7만명'],[8.23],[17000.0],8.23,17000.0
890,['베리만 통과하기'],['missing data'],['missing data'],0,0,0.0,0.0
891,['꼬마 마법사 레미 샵'],['missing data'],['missing data'],0,0,0.0,0.0
892,[],0,0,0,0,0.0,0.0
893,['뽀로로 극장판 공룡섬 대모험'],['9.22'],['82만명'],[9.22],[820000.0],9.22,820000.0
894,[],0,0,0,0,0.0,0.0
895,['엄마 까투리'],['9.24'],['1.9만명'],[9.24],[19000.0],9.24,19000.0
896,['이투마마'],['7.78'],['수상내역보기'],[7.78],0,7.78,0.0
897,[],0,0,0,0,0.0,0.0
898,[],0,0,0,0,0.0,0.0
899,['지금 만나러 갑니다'],['8.99'],['260만명'],[8.99],[2600000.0],8.99,2600000.0
900,['포비아'],['6.47'],['missing data'],[6.47],0,6.47,0.0
901,['비질란테'],['missing data'],['missing data'],0,0,0.0,0.0
902,['로열패밀리'],['6.70'],['missing data'],[6.7],0,6.7,0.0
903,['레슬러'],['missing data'],['missing data'],0,0,0.0,0.0
904,['캐리비안의 해적: 죽은 자는 말이 없다'],['8.58'],['304만명'],[8.58],[3040000.0],8.58,3040000.0
905,['유전: 더 제네시스'],['5.12'],['missing data'],[5.12],0,5.12,0.0
906,[],0,0,0,0,0.0,0.0
907,['브라더 오브 더 이어'],['8.40'],"['5,266명']",[8.4],[5266.0],8.4,5266.0
908,['라이언'],['9.31'],['10만명'],[9.31],[100000.0],9.31,100000.0
909,['나의 소녀시대'],['9.13'],['42만명'],[9.13],[420000.0],9.13,420000.0
910,"['안녕, 나의 소울메이트']",['missing data'],['missing data'],0,0,0.0,0.0
911,['나인스 라이프'],['8.18'],"['3,166명']",[8.18],[3166.0],8.18,3166.0
912,['워터 릴리스'],['8.67'],['1.1만명'],[8.67],[11000.0],8.67,11000.0
913,['선샤인'],['7.57'],['9만명'],[7.57],[90000.0],7.57,90000.0
914,['미결처리반 Q: 믿음의 음모'],['missing data'],['missing data'],0,0,0.0,0.0
915,['부탁 하나만 들어줘'],['8.14'],['11만명'],[8.14],[110000.0],8.14,110000.0
916,['골드'],['8.60'],['2.5만명'],[8.6],[25000.0],8.6,25000.0
917,['슈퍼배드 3'],['8.76'],['332만명'],[8.76],[3320000.0],8.76,3320000.0
918,['사랑과 영혼 2016'],['missing data'],['missing data'],0,0,0.0,0.0
919,[],0,0,0,0,0.0,0.0
920,"['겨울왕국 이야기: 디즈니 애니메이션 제작 스토리', '겨울왕국 열기']","['missing data', 'missing data']","['missing data', 'missing data']",0,0,0.0,0.0
921,"['안녕, 헤이즐']",['8.48'],['74만명'],[8.48],[740000.0],8.48,740000.0
922,['수퍼 소닉'],['7.76'],['31만명'],[7.76],[310000.0],7.76,310000.0
923,['판타스틱 4'],['6.24'],['56만명'],[6.24],[560000.0],6.24,560000.0
924,['스피릿'],['missing data'],['missing data'],0,0,0.0,0.0
925,['디스어포인트먼트 룸'],['5.00'],['missing data'],[5.0],0,5.0,0.0
926,['팬더와 친구들의 모험'],['9.19'],['missing data'],[9.19],0,9.19,0.0
927,[],0,0,0,0,0.0,0.0
928,['위대한 비행'],['6.92'],"['8,445명']",[6.92],[8445.0],6.92,8445.0
929,['런어웨이즈'],['7.16'],['1.4만명'],[7.16],[14000.0],7.16,14000.0
930,['꽃과 뱀: 더 제로'],['4.76'],['missing data'],[4.76],0,4.76,0.0
931,['라라랜드'],['8.91'],['376만명'],[8.91],[3760000.0],8.91,3760000.0
932,['광음적고사'],['missing data'],['missing data'],0,0,0.0,0.0
933,['세븐 싸이코패스'],['8.15'],"['3,264명']",[8.15],[3264.0],8.15,3264.0
934,['범털 2: 쩐의 전쟁'],['4.68'],"['4,054명']",[4.68],[4054.0],4.68,4054.0
935,['신의 은총으로'],['8.73'],"['5,932명']",[8.73],[5932.0],8.73,5932.0
936,['스톤'],['6.92'],['1.8만명'],[6.92],[18000.0],6.92,18000.0
937,['인연을 긋다'],['6.18'],['831명'],[6.18],[831.0],6.18,831.0
938,['블랙딜'],['8.62'],"['9,301명']",[8.62],[9301.0],8.62,9301.0
939,['죽이고 싶은'],['7.13'],['13만명'],[7.13],[130000.0],7.13,130000.0
940,"['완전범죄: 키드냅', '스파키']","['missing data', 'missing data']","['missing data', 'missing data']",0,0,0.0,0.0
941,['체실 비치에서'],['7.80'],['3만명'],[7.8],[30000.0],7.8,30000.0
942,['씽'],['8.99'],['173만명'],[8.99],[1730000.0],8.99,1730000.0
943,['아티스트: 다시 태어나다'],['8.65'],"['6,089명']",[8.65],[6089.0],8.65,6089.0
944,['이스케이프 룸'],['missing data'],['missing data'],0,0,0.0,0.0
945,['얼티밋 배틀'],['3.86'],['1명'],[3.86],[1.0],3.86,1.0
946,['뜨거운 피'],['6.88'],['41만명'],[6.88],[410000.0],6.88,410000.0
947,['엘도라도'],['8.94'],['missing data'],[8.94],0,8.94,0.0
948,[],0,0,0,0,0.0,0.0
949,['파일 : 4022일의 사육'],['3.22'],"['1,414명']",[3.22],[1414.0],3.22,1414.0
950,['그리다'],['7.94'],['865명'],[7.94],[865.0],7.94,865.0
951,['위시 어폰'],['7.61'],['5.5만명'],[7.61],[55000.0],7.61,55000.0
952,['걸후드'],['8.17'],['1.2만명'],[8.17],[12000.0],8.17,12000.0
953,['임을 위한 행진곡'],['3.58'],['1.8만명'],[3.58],[18000.0],3.58,18000.0
954,['페르시아어 수업'],['8.26'],['1.7만명'],[8.26],[17000.0],8.26,17000.0
955,['킹 아서: 제왕의 검'],['8.11'],['41만명'],[8.11],[410000.0],8.11,410000.0
956,['언더 워터'],['missing data'],['missing data'],0,0,0.0,0.0
957,"['장산범', '허삼관']","['7.42', '7.61']","['130만명', '95만명']","[7.42, 7.61]","[1300000.0, 950000.0]",7.515000000000001,1125000.0
958,['아이 캔 온리 이매진'],['9.08'],['3.5만명'],[9.08],[35000.0],9.08,35000.0
959,['장난스런 키스'],['8.55'],['42만명'],[8.55],[420000.0],8.55,420000.0
960,['무명인'],['8.39'],"['3,199명']",[8.39],[3199.0],8.39,3199.0
961,['톰보이'],['missing data'],['missing data'],0,0,0.0,0.0
962,['문유랑가보'],['missing data'],['missing data'],0,0,0.0,0.0
963,['카운터스'],['9.27'],"['5,386명']",[9.27],[5386.0],9.27,5386.0
964,['단순한 형식'],['missing data'],['missing data'],0,0,0.0,0.0
965,['신은 죽지 않았다 3: 어둠 속의 빛'],['8.95'],['9.2만명'],[8.95],[92000.0],8.95,92000.0
966,['댓 어쿼드 모먼트-그 어색한 순간'],['missing data'],['missing data'],0,0,0.0,0.0
967,['식물도감'],['8.58'],"['2,156명']",[8.58],[2156.0],8.58,2156.0
968,['타워'],['8.02'],['518만명'],[8.02],[5180000.0],8.02,5180000.0
969,['3월 수요단편극장 <해외 관객을 매료시킨 영화들>'],['missing data'],['missing data'],0,0,0.0,0.0
970,['디거스'],['missing data'],['missing data'],0,0,0.0,0.0
971,['여름날 우리'],['8.18'],['4.1만명'],[8.18],[41000.0],8.18,41000.0
972,['비거 스플래쉬'],['7.58'],['1.5만명'],[7.58],[15000.0],7.58,15000.0
973,['스마일'],['7.11'],['10만명'],[7.11],[100000.0],7.11,100000.0
974,['21 브릿지: 테러 셧다운'],['7.56'],['12만명'],[7.56],[120000.0],7.56,120000.0
975,[],0,0,0,0,0.0,0.0
976,['애플'],['missing data'],['missing data'],0,0,0.0,0.0
977,['더 독'],['7.71'],['32만명'],[7.71],[320000.0],7.71,320000.0
978,['그루지 매치'],['missing data'],['missing data'],0,0,0.0,0.0
979,['블러드 파더'],['missing data'],['missing data'],0,0,0.0,0.0
980,"['숀더쉽 더 무비: 꼬마 외계인 룰라!', '댐드']","['9.71', 'missing data']","['1.3만명', 'missing data']",[9.71],[13000.0],9.71,13000.0
981,['킬러의 보디가드'],['7.45'],['38만명'],[7.45],[380000.0],7.45,380000.0
982,['물방울을 그리는 남자'],['8.55'],"['8,997명']",[8.55],[8997.0],8.55,8997.0
983,['디렉터스컷'],['9.30'],['528명'],[9.3],[528.0],9.3,528.0
984,['하우스 오브 구찌'],['7.71'],['14만명'],[7.71],[140000.0],7.71,140000.0
985,"['얼굴없는 보스', '구세주: 리턴즈']","['5.00', '4.69']","['2.4만명', '6,151명']","[5.0, 4.69]","[24000.0, 6151.0]",4.845000000000001,15075.5
986,['프리 가이'],['8.47'],['31만명'],[8.47],[310000.0],8.47,310000.0
987,['어머니의 여름'],['missing data'],['missing data'],0,0,0.0,0.0
988,['머신건 프리처 감독판'],['missing data'],['missing data'],0,0,0.0,0.0
989,['잇 로컬'],['missing data'],['missing data'],0,0,0.0,0.0
990,['영향 아래의 여자'],['missing data'],['missing data'],0,0,0.0,0.0
991,['레이디 버드'],['8.68'],['10만명'],[8.68],[100000.0],8.68,100000.0
992,['리노'],['8.51'],['2만명'],[8.51],[20000.0],8.51,20000.0
993,[],0,0,0,0,0.0,0.0
994,['러블리 본즈'],['6.82'],['20만명'],[6.82],[200000.0],6.82,200000.0
995,['마당을 나온 암탉'],['8.88'],['220만명'],[8.88],[2200000.0],8.88,2200000.0
996,['미스 페레그린과 이상한 아이들의 집'],['8.58'],['271만명'],[8.58],[2710000.0],8.58,2710000.0
997,['포르투나의 눈동자'],['missing data'],['missing data'],0,0,0.0,0.0
998,['메리 포핀스 리턴즈'],['8.67'],['22만명'],[8.67],[220000.0],8.67,220000.0
999,['글로리데이'],['8.55'],['18만명'],[8.55],[180000.0],8.55,180000.0
1000,"['비밥바룰라', '조선명탐정 : 사라진 놉의 딸']","['9.27', '8.07']","['4.7만명', '387만명']","[9.27, 8.07]","[47000.0, 3870000.0]",8.67,1958500.0
1001,"['마파도2', '그날, 바다']","['6.12', '9.82']","['140만명', '54만명']","[6.12, 9.82]","[1400000.0, 540000.0]",7.970000000000001,970000.0
1002,['쁘띠 마망'],['8.37'],['1.6만명'],[8.37],[16000.0],8.37,16000.0
1003,['개 같은 것들'],['6.91'],['207명'],[6.91],[207.0],6.91,207.0
1004,['내 연애의 기억'],['6.58'],['4.6만명'],[6.58],[46000.0],6.58,46000.0
1005,['킹스 스피치'],['8.32'],['80만명'],[8.32],[800000.0],8.32,800000.0
1006,['핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전'],['8.33'],['5만명'],[8.33],[50000.0],8.33,50000.0
1007,['울지마 엄마'],['192명'],['missing data'],[0],0,0.0,0.0
1008,['타발루가와 얼음공주'],['8.38'],['2.7만명'],[8.38],[27000.0],8.38,27000.0
1009,['기린의 날개'],['missing data'],['missing data'],0,0,0.0,0.0
1010,['크로스 라이프'],['missing data'],['missing data'],0,0,0.0,0.0
1011,['네브라스카'],['missing data'],['missing data'],0,0,0.0,0.0
1012,['레벤느망'],['7.87'],['수상내역보기'],[7.87],0,7.87,0.0
1013,['델마'],['7.88'],"['7,171명']",[7.88],[7171.0],7.88,7171.0
1014,['야간개장'],['missing data'],['missing data'],0,0,0.0,0.0
1015,['마녀+동면의 소녀'],['missing data'],['missing data'],0,0,0.0,0.0
1016,['명탐정 코난:진홍의 연가'],['8.89'],['45만명'],[8.89],[450000.0],8.89,450000.0
1017,['아오하라이드'],['6.54'],['650명'],[6.54],[650.0],6.54,650.0
1018,['서클'],['missing data'],['missing data'],0,0,0.0,0.0
1019,['사랑하고 사랑받고 차고 차이고'],['7.31'],"['7,567명']",[7.31],[7567.0],7.31,7567.0
1020,['인디피크닉2017-단편1 <꿈의 대화>'],['missing data'],['missing data'],0,0,0.0,0.0
1021,"[""경계의 저편 : I'LL BE HERE -과거편-""]",['8.52'],"['3,579명']",[8.52],[3579.0],8.52,3579.0
1022,['김시은 배우전'],['missing data'],['missing data'],0,0,0.0,0.0
1023,['극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~'],['8.90'],['35만명'],[8.9],[350000.0],8.9,350000.0
1024,['독개구리'],['missing data'],['missing data'],0,0,0.0,0.0
1025,['꼬마 보트 토토: 타요 타요 배 타요'],['5.81'],['1.7만명'],[5.81],[17000.0],5.81,17000.0
1026,['박물관이 진짜 살아있다'],['7.78'],['2.8만명'],[7.78],[28000.0],7.78,28000.0
1027,['킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운'],['missing data'],['missing data'],0,0,0.0,0.0
1028,['앵그리 버드 2: 독수리 왕국의 침공'],['8.95'],['18만명'],[8.95],[180000.0],8.95,180000.0
1029,['호빗: 뜻밖의 여정'],['8.55'],['283만명'],[8.55],[2830000.0],8.55,2830000.0
1030,['해리포터와 마법사의 돌'],['9.40'],['수상내역보기'],[9.4],0,9.4,0.0
1031,['판문점'],['missing data'],['missing data'],0,0,0.0,0.0
1032,['고고다이노 극장판: 얼음공룡의 비밀'],['7.76'],['5.4만명'],[7.76],[54000.0],7.76,54000.0
1033,"['아이 캔 스피크', '난폭한 기록']","['9.24', '7.65']","['328만명', '1.2만명']","[9.24, 7.65]","[3280000.0, 12000.0]",8.445,1646000.0
1034,['눈의 여왕4'],['8.93'],['21만명'],[8.93],[210000.0],8.93,210000.0
1035,['몬스터 파크'],['7.62'],['3.8만명'],[7.62],[38000.0],7.62,38000.0
1036,"['호비와 매직 아일랜드', '아니메의 미래']","['9.20', 'missing data']","['1.6만명', 'missing data']",[9.2],[16000.0],9.2,16000.0
1037,['스플릿'],['9.16'],['75만명'],[9.16],[750000.0],9.16,750000.0
1038,['킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉'],['missing data'],['missing data'],0,0,0.0,0.0
1039,['소리에 놀라지 않는 사자처럼'],['6.44'],['297명'],[6.44],[297.0],6.44,297.0
1040,['뮬란 2'],['missing data'],['missing data'],0,0,0.0,0.0
1041,['반딧불이 딘딘과 용감한 곤충 탐험대'],['6.92'],"['2,202명']",[6.92],[2202.0],6.92,2202.0
1042,['업그레이드'],['9.08'],['19만명'],[9.08],[190000.0],9.08,190000.0
1043,['2016 한국영화아카데미 졸업영화제 1차실습작 3'],['missing data'],['missing data'],0,0,0.0,0.0
1044,[],0,0,0,0,0.0,0.0
1045,['봉이 김선달'],['8.26'],['205만명'],[8.26],[2050000.0],8.26,2050000.0
1046,['퍼펙트맨'],['8.50'],['124만명'],[8.5],[1240000.0],8.5,1240000.0
1047,['프랑켄슈타인의 신부(가제)'],['missing data'],['missing data'],0,0,0.0,0.0
1048,['중독'],['missing data'],['missing data'],0,0,0.0,0.0
1049,['위시업'],['8.47'],"['1,828명']",[8.47],[1828.0],8.47,1828.0
1050,['오빠생각'],['8.51'],['106만명'],[8.51],[1060000.0],8.51,1060000.0
1051,['아르마딜로'],['7.83'],"['5,257명']",[7.83],[5257.0],7.83,5257.0
1052,['체크 히어로 2'],['missing data'],['missing data'],0,0,0.0,0.0
1053,['파라다이스 로스트: 마약 카르텔의 왕'],['missing data'],['missing data'],0,0,0.0,0.0
1054,['곡성'],['8.23'],['687만명'],[8.23],[6870000.0],8.23,6870000.0
1055,['찌라시: 위험한 소문'],['7.56'],['122만명'],[7.56],[1220000.0],7.56,1220000.0
1056,['스파이더맨: 홈 커밍'],['9.10'],['755만명'],[9.1],[7550000.0],9.1,7550000.0
1057,['다이노 어드벤처: 에일리언 월드'],['missing data'],['missing data'],0,0,0.0,0.0
1058,['네루다'],['7.62'],['1만명'],[7.62],[10000.0],7.62,10000.0
1059,['싱글라이더'],['8.01'],['35만명'],[8.01],[350000.0],8.01,350000.0
1060,"['소녀, 하늘을 날다!']",['6.71'],['233명'],[6.71],[233.0],6.71,233.0
1061,['카오산 탱고'],['6.92'],"['3,794명']",[6.92],[3794.0],6.92,3794.0
1062,['미씽: 사라진 여자'],['8.53'],['115만명'],[8.53],[1150000.0],8.53,1150000.0
1063,['엘 마리아치'],['missing data'],['missing data'],0,0,0.0,0.0
1064,['예스! 프리큐어 5 - 거울 나라의 미라클 대모험!'],['missing data'],['missing data'],0,0,0.0,0.0
1065,['뱅드림! 필름 라이브'],['9.57'],['2만명'],[9.57],[20000.0],9.57,20000.0
1066,['두 여자'],['missing data'],['missing data'],0,0,0.0,0.0
1067,['엠마'],['7.42'],['수상내역보기'],[7.42],0,7.42,0.0
1068,['베놈'],['8.24'],['388만명'],[8.24],[3880000.0],8.24,3880000.0
1069,['타오르는 여인의 초상'],['9.15'],['15만명'],[9.15],[150000.0],9.15,150000.0
1070,['사랑의 대화'],['missing data'],['missing data'],0,0,0.0,0.0
1071,['위 아 더 밀러스'],['수상내역보기'],['missing data'],[0],0,0.0,0.0
1072,['파라독스'],['7.47'],['445명'],[7.47],[445.0],7.47,445.0
1073,['쥬라기 공원'],['9.32'],['수상내역보기'],[9.32],0,9.32,0.0
1074,['테이킹'],['5.92'],['35명'],[5.92],[35.0],5.92,35.0
1075,['국경의 왕'],['7.96'],"['2,126명']",[7.96],[2126.0],7.96,2126.0
1076,['점박이:한반도의 공룡3D'],['7.64'],['105만명'],[7.64],[1050000.0],7.64,1050000.0
1077,['맨 인 더 다크 2'],['8.53'],['7.8만명'],[8.53],[78000.0],8.53,78000.0
1078,['포스 마쥬어: 화이트 베케이션'],['8.18'],"['5,449명']",[8.18],[5449.0],8.18,5449.0
1079,['세레니티'],['missing data'],['missing data'],0,0,0.0,0.0
1080,['12 솔져스-특별판'],['missing data'],['missing data'],0,0,0.0,0.0
1081,['데드풀'],['8.25'],"['5,191명']",[8.25],[5191.0],8.25,5191.0
1082,['우연과 상상'],['8.35'],['2.6만명'],[8.35],[26000.0],8.35,26000.0
1083,['풀잎들'],['8.13'],"['7,470명']",[8.13],[7470.0],8.13,7470.0
1084,['더 챔프: 분노의 주먹'],['missing data'],['missing data'],0,0,0.0,0.0
1085,['더 시크릿'],['6.81'],"['3,551명']",[6.81],[3551.0],6.81,3551.0
1086,['씽크 라이크 어 맨 투'],['missing data'],['missing data'],0,0,0.0,0.0
1087,"['엘 꼰도르 빠사', '사랑의 기술', '방자전', '킬 미']","['8.59', 'missing data', '7.43', 'missing data']","['487명', 'missing data', '298만명', 'missing data']","[8.59, 7.43]","[487.0, 2980000.0]",8.01,1490243.5
1088,['고령화 가족'],['8.22'],['114만명'],[8.22],[1140000.0],8.22,1140000.0
1089,['그링고'],['6.19'],"['7,816명']",[6.19],[7816.0],6.19,7816.0
1090,['리턴매치'],['6.67'],['129명'],[6.67],[129.0],6.67,129.0
1091,['레옹 디 오리지널'],['6.73'],['1.2만명'],[6.73],[12000.0],6.73,12000.0
1092,['시'],['8.97'],['21만명'],[8.97],[210000.0],8.97,210000.0
1093,"['아치와 씨팍', '매지컬: 공주를 웃겨라']","['7.62', '5.93']","['10만명', '4,077명']","[7.62, 5.93]","[100000.0, 4077.0]",6.775,52038.5
1094,['레이드배커스'],['missing data'],['missing data'],0,0,0.0,0.0
1095,['블랙 팬서'],['7.00'],['210만명'],[7.0],[2100000.0],7.0,2100000.0
1096,['오블리비언'],['8.27'],['151만명'],[8.27],[1510000.0],8.27,1510000.0
1097,['나우 유 씨 미 2'],['8.53'],['310만명'],[8.53],[3100000.0],8.53,3100000.0
1098,['파비안느에 관한 진실'],['7.82'],['4.5만명'],[7.82],[45000.0],7.82,45000.0
1099,['프라미스드 랜드'],['7.84'],['2.4만명'],[7.84],[24000.0],7.84,24000.0
1100,[],0,0,0,0,0.0,0.0
1101,['일곱 개의 대죄 : 천공의 포로'],['7.88'],['1만명'],[7.88],[10000.0],7.88,10000.0
1102,[],0,0,0,0,0.0,0.0
1103,['3 달러로 남은 사나이'],['missing data'],['missing data'],0,0,0.0,0.0
1104,['원더랜드'],['missing data'],['missing data'],0,0,0.0,0.0
1105,['파이어 라이트'],['missing data'],['missing data'],0,0,0.0,0.0
1106,['성난황소'],['8.66'],['159만명'],[8.66],[1590000.0],8.66,1590000.0
1107,['화장'],['7.35'],['14만명'],[7.35],[140000.0],7.35,140000.0
1108,['극장판 도라에몽: 진구의 신공룡'],['8.85'],['6.4만명'],[8.85],[64000.0],8.85,64000.0
1109,['히어로 일본 대침공'],['7.30'],"['7,565명']",[7.3],[7565.0],7.3,7565.0
1110,['주피터 어센딩'],['6.58'],['30만명'],[6.58],[300000.0],6.58,300000.0
1111,['엘리펀트킹 덤보'],['4.80'],"['8,755명']",[4.8],[8755.0],4.8,8755.0
1112,['묶음 7'],['missing data'],['missing data'],0,0,0.0,0.0
1113,['인사이드 아웃'],['9.05'],['497만명'],[9.05],[4970000.0],9.05,4970000.0
1114,[],0,0,0,0,0.0,0.0
1115,[],0,0,0,0,0.0,0.0
1116,['서식지'],['missing data'],['missing data'],0,0,0.0,0.0
1117,['더 건맨 : 테이큰 감독 뉴프로젝트'],['6.85'],['10만명'],[6.85],[100000.0],6.85,100000.0
1118,['인질'],['7.05'],['163만명'],[7.05],[1630000.0],7.05,1630000.0
1119,['파이어스타터'],['4.09'],"['2,814명']",[4.09],[2814.0],4.09,2814.0
1120,['너를 만난 여름'],['8.08'],['3.2만명'],[8.08],[32000.0],8.08,32000.0
1121,['방황하는 칼날'],['missing data'],['missing data'],0,0,0.0,0.0
1122,['보희와 녹양'],['9.17'],"['6,045명']",[9.17],[6045.0],9.17,6045.0
1123,['8년을 뛰어넘은 신부'],['9.53'],['179명'],[9.53],[179.0],9.53,179.0
1124,['돈'],['8.39'],['338만명'],[8.39],[3380000.0],8.39,3380000.0
1125,['미안해 사랑해 고마워'],['7.82'],['5.1만명'],[7.82],[51000.0],7.82,51000.0
1126,[],0,0,0,0,0.0,0.0
1127,['맨 앤 치킨'],['6.79'],"['2,316명']",[6.79],[2316.0],6.79,2316.0
1128,['카이: 거울 호수의 전설'],['7.83'],['2.4만명'],[7.83],[24000.0],7.83,24000.0
1129,['그것만이 내 세상'],['9.17'],['342만명'],[9.17],[3420000.0],9.17,3420000.0
1130,['노크: 초대받지 않은 손님'],['6.88'],['2.4만명'],[6.88],[24000.0],6.88,24000.0
1131,['펭이와 친구들의 남극대모험'],['5.08'],['2.2만명'],[5.08],[22000.0],5.08,22000.0
1132,['상견니 대만판 13화'],['8.24'],"['2,725명']",[8.24],[2725.0],8.24,2725.0
1133,['귀멸의 칼날: 남매의 연'],['7.21'],['6.5만명'],[7.21],[65000.0],7.21,65000.0
1134,['수어사이드 스쿼드 (블루레이버전)'],['missing data'],['missing data'],0,0,0.0,0.0
1135,['명탐정 코난: 에피소드 원-작아진 명탐정'],['6.42'],['12만명'],[6.42],[120000.0],6.42,120000.0
1136,['셰이프 오브 뮤직: 알렉상드르 데스플라'],['8.16'],"['2,436명']",[8.16],[2436.0],8.16,2436.0
1137,['어쩌다 룸메이트'],['7.94'],['1만명'],[7.94],[10000.0],7.94,10000.0
1138,['극장판 울려라! 유포니엄'],['missing data'],['missing data'],0,0,0.0,0.0
1139,['쥬라기 월드: 폴른 킹덤'],['8.54'],['566만명'],[8.54],[5660000.0],8.54,5660000.0
1140,['감독 허치국 - 너무 많이 본 사나이 2'],['missing data'],['missing data'],0,0,0.0,0.0
1141,[],0,0,0,0,0.0,0.0
1142,['찰칵 찰칵'],['missing data'],['missing data'],0,0,0.0,0.0
1143,['선두'],['missing data'],['missing data'],0,0,0.0,0.0
1144,['오스'],['missing data'],['missing data'],0,0,0.0,0.0
1145,['시크릿 가든'],['missing data'],['missing data'],0,0,0.0,0.0
1146,['런'],['missing data'],['missing data'],0,0,0.0,0.0
1147,['세 번째 살인'],['8.21'],['3.5만명'],[8.21],[35000.0],8.21,35000.0
1148,['미스터 홈즈'],['8.30'],"['6,518명']",[8.3],[6518.0],8.3,6518.0
1149,['포비아 2'],['5.74'],['571명'],[5.74],[571.0],5.74,571.0
1150,['게이트-완결판'],['missing data'],['missing data'],0,0,0.0,0.0
1151,"['그녀에게', '라라']","['8.67', '6.74']","['수상내역보기', '1,860명']","[8.67, 6.74]",[1860.0],7.705,1860.0
1152,['뮬란'],['9.12'],['missing data'],[9.12],0,9.12,0.0
1153,[],0,0,0,0,0.0,0.0
1154,['네발가락'],['missing data'],['missing data'],0,0,0.0,0.0
1155,['배반의 장미'],['7.97'],['4.1만명'],[7.97],[41000.0],7.97,41000.0
1156,['물비늘'],['missing data'],['missing data'],0,0,0.0,0.0
1157,['저스트 머시'],['수상내역보기'],['missing data'],[0],0,0.0,0.0
1158,['배저로와 친구들: 신비한 모험'],['6.91'],['2.6만명'],[6.91],[26000.0],6.91,26000.0
1159,['변호인'],['9.30'],"['1,137만명']",[9.3],[11370000.0],9.3,11370000.0
1160,['타짜: 원 아이드 잭'],['6.77'],['222만명'],[6.77],[2220000.0],6.77,2220000.0
1161,['스트롱거'],['7.94'],"['4,603명']",[7.94],[4603.0],7.94,4603.0
1162,['극장판 프리! – 타임리스 메들리 - 약속'],['missing data'],['missing data'],0,0,0.0,0.0
1163,['변신'],['missing data'],['missing data'],0,0,0.0,0.0
1164,['르네상스'],['missing data'],['missing data'],0,0,0.0,0.0
1165,['당갈'],['9.62'],['10만명'],[9.62],[100000.0],9.62,100000.0
1166,['윌리'],['7.42'],['2.2만명'],[7.42],[22000.0],7.42,22000.0
1167,['뽀로로 극장판 컴퓨터 왕국 대모험'],['8.82'],['44만명'],[8.82],[440000.0],8.82,440000.0
1168,['그린랜턴: 반지의 선택'],['5.84'],['21만명'],[5.84],[210000.0],5.84,210000.0
1169,[],0,0,0,0,0.0,0.0
1170,['겟 아웃'],['8.44'],['214만명'],[8.44],[2140000.0],8.44,2140000.0
1171,['퀸카가 아니어도 좋아'],['7.53'],"['1,638명']",[7.53],[1638.0],7.53,1638.0
1172,['피니안의 무지개'],['missing data'],['missing data'],0,0,0.0,0.0
1173,['정글북: 마법 원정대'],['7.97'],['2.5만명'],[7.97],[25000.0],7.97,25000.0
1174,['재심'],['8.71'],['242만명'],[8.71],[2420000.0],8.71,2420000.0
1175,['버틀러: 대통령의 집사'],['8.62'],['12만명'],[8.62],[120000.0],8.62,120000.0
1176,['레미제라블: 뮤지컬 콘서트'],['9.50'],['1.2만명'],[9.5],[12000.0],9.5,12000.0
1177,['도쿄의 밤하늘은 항상 가장 짙은 블루'],['8.24'],"['8,800명']",[8.24],[8800.0],8.24,8800.0
1178,['서브머전스'],['missing data'],['missing data'],0,0,0.0,0.0
1179,['메모리즈'],['7.70'],"['1,031명']",[7.7],[1031.0],7.7,1031.0
