,movie,score,audience,score_edited,aud_edited,avg score,avg aud
0,[],0,0,0,0,0.0,0.0
1,['에움길'],['9.62'],"['7,720명']",[9.62],[7720.0],9.62,7720.0
2,[],0,0,0,0,0.0,0.0
3,['극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!'],['8.58'],['21만명'],[8.58],[210000.0],8.58,210000.0
4,['수색'],['missing data'],['missing data'],0,0,0.0,0.0
5,['램'],['7.10'],['1.5만명'],[7.1],[15000.0],7.1,15000.0
6,['파라노만'],['8.10'],['1만명'],[8.1],[10000.0],8.1,10000.0
7,[],0,0,0,0,0.0,0.0
8,['크롤'],['missing data'],['missing data'],0,0,0.0,0.0
9,['북클럽'],['8.21'],['3만명'],[8.21],[30000.0],8.21,30000.0
10,"['욕창', '나를 찾아줘']","['8.55', 'missing data']","['1,651명', 'missing data']",[8.55],[1651.0],8.55,1651.0
11,['군산: 거위를 노래하다'],['8.05'],['1.5만명'],[8.05],[15000.0],8.05,15000.0
12,['서약'],['8.25'],['23만명'],[8.25],[230000.0],8.25,230000.0
13,['명탐정 코난: 비색의 탄환'],['9.08'],['23만명'],[9.08],[230000.0],9.08,230000.0
14,['21 브릿지: 테러 셧다운'],['7.56'],['12만명'],[7.56],[120000.0],7.56,120000.0
15,[],0,0,0,0,0.0,0.0
16,"['트롤: 월드 투어', '트롤']","['8.56', '8.81']","['15만명', '67만명']","[8.56, 8.81]","[150000.0, 670000.0]",8.685,410000.0
17,[],0,0,0,0,0.0,0.0
18,['화해'],['missing data'],['missing data'],0,0,0.0,0.0
19,['바니버디'],['7.70'],['18만명'],[7.7],[180000.0],7.7,180000.0
20,['행동하는 양심 김대중'],['3.33'],"['5,789명']",[3.33],[5789.0],3.33,5789.0
21,['뮤즈'],['7.22'],['missing data'],[7.22],0,7.22,0.0
22,['고스트버스터즈'],['8.25'],['51만명'],[8.25],[510000.0],8.25,510000.0
23,['우드론'],['1947. 6. 1. 영국'],[' 175cm'],[0],0,0.0,0.0
24,['47미터 2'],['8.18'],['50만명'],[8.18],[500000.0],8.18,500000.0
25,['마이펫의 이중생활'],['9.00'],['111만명'],[9.0],[1110000.0],9.0,1110000.0
26,['원 데이-특별판'],['missing data'],['missing data'],0,0,0.0,0.0
27,"['멘, 우먼 & 칠드런']",['missing data'],['missing data'],0,0,0.0,0.0
28,['트웬티 해커'],['6.16'],"['2,691명']",[6.16],[2691.0],6.16,2691.0
29,[],0,0,0,0,0.0,0.0
30,[],0,0,0,0,0.0,0.0
31,['양말요정 휴고의 대모험'],['7.41'],['2.5만명'],[7.41],[25000.0],7.41,25000.0
32,['미스터 라잇'],['7.15'],['1.2만명'],[7.15],[12000.0],7.15,12000.0
33,['운명'],['missing data'],['missing data'],0,0,0.0,0.0
34,['고양이: 죽음을 보는 두 개의 눈'],['5.07'],['67만명'],[5.07],[670000.0],5.07,670000.0
35,['스틸 라이프'],['8.47'],"['5,391명']",[8.47],[5391.0],8.47,5391.0
36,['전망좋은 방'],['8.23'],['수상내역보기'],[8.23],0,8.23,0.0
37,['컨저링3: 악마가 시켰다'],['8.11'],['79만명'],[8.11],[790000.0],8.11,790000.0
38,['유전'],['5.12'],['missing data'],[5.12],0,5.12,0.0
39,['삼국-무영자'],['7.34'],"['3,069명']",[7.34],[3069.0],7.34,3069.0
40,['영시'],['missing data'],['missing data'],0,0,0.0,0.0
41,['인트로덕션'],['8.13'],"['6,214명']",[8.13],[6214.0],8.13,6214.0
42,['missing data'],['missing data'],['missing data'],0,0,0.0,0.0
43,[],0,0,0,0,0.0,0.0
44,['극장판 주술회전 0'],['8.94'],['66만명'],[8.94],[660000.0],8.94,660000.0
45,['기도하는 남자'],['8.31'],"['2,002명']",[8.31],[2002.0],8.31,2002.0
46,['다이노소어 어드벤처 : 백악기 공룡대백과'],['7.29'],['11만명'],[7.29],[110000.0],7.29,110000.0
47,['극장판 프리크리 : 프로그레시브'],['missing data'],['missing data'],0,0,0.0,0.0
48,['언럭키맨'],['missing data'],['missing data'],0,0,0.0,0.0
49,['스위스 아미 맨'],['수상내역보기'],['missing data'],[0],0,0.0,0.0
50,['래빗 스쿨'],['missing data'],['missing data'],0,0,0.0,0.0
51,[],0,0,0,0,0.0,0.0
52,['극장판 포켓몬스터 모두의 이야기'],['9.16'],['19만명'],[9.16],[190000.0],9.16,190000.0
53,['꼬마잠수함 올리'],['7.32'],['2.9만명'],[7.32],[29000.0],7.32,29000.0
54,['마'],['missing data'],['missing data'],0,0,0.0,0.0
55,['타임 투게더'],['8.50'],"['8,807명']",[8.5],[8807.0],8.5,8807.0
56,['드래곤볼 슈퍼: 슈퍼 히어로'],['8.55'],['1.8만명'],[8.55],[18000.0],8.55,18000.0
57,['더 하이브'],['missing data'],['missing data'],0,0,0.0,0.0
58,['셜록: 죽음의 덫'],['4.08'],['1명'],[4.08],[1.0],4.08,1.0
59,['SESIFF2016 경쟁2 먹고사는 백만가지 방법'],['missing data'],['missing data'],0,0,0.0,0.0
60,['타오르는 불씨'],['missing data'],['missing data'],0,0,0.0,0.0
61,['폭력의 법칙: 나쁜 피 두 번째 이야기'],['8.30'],['597명'],[8.3],[597.0],8.3,597.0
62,['힙대디'],['missing data'],['missing data'],0,0,0.0,0.0
63,['루카'],['   공연  동물원 & 여행스케치 포크 콘서트    '],['   공연  커피콘서트VI. 여행스케치가 들려주는 상쾌한 산들바람    '],[0],0,0.0,0.0
64,"['느루', '사랑의 선물', '장마']","['missing data', '9.73', '10.00']","['missing data', '1만명', '1,962명']","[9.73, 10.0]","[10000.0, 1962.0]",9.865,5981.0
65,['소나기'],['8.35'],['1.4만명'],[8.35],[14000.0],8.35,14000.0
66,['몬스타엑스 : 더 드리밍'],['9.85'],['3만명'],[9.85],[30000.0],9.85,30000.0
67,['엘리엇과 산타 썰매단'],['6.91'],['5.7만명'],[6.91],[57000.0],6.91,57000.0
68,[],0,0,0,0,0.0,0.0
69,['애프터: 에버 해피'],['6.48'],"['7,503명']",[6.48],[7503.0],6.48,7503.0
70,"['춤, 바람']",['missing data'],['missing data'],0,0,0.0,0.0
71,['히치콕 트뤼포'],['8.88'],"['3,192명']",[8.88],[3192.0],8.88,3192.0
72,['이누야시키 : 히어로 VS 빌런'],['7.30'],"['7,565명']",[7.3],[7565.0],7.3,7565.0
73,['제15회 미쟝센 단편영화제 여성 감독 특별전 2'],['missing data'],['missing data'],0,0,0.0,0.0
74,['토이 스토리 4'],['9.23'],['340만명'],[9.23],[3400000.0],9.23,3400000.0
75,['여고괴담 리부트: 母校'],['missing data'],['missing data'],0,0,0.0,0.0
76,['보통사람'],['8.49'],['38만명'],[8.49],[380000.0],8.49,380000.0
77,['미션 13'],['6.74'],['310명'],[6.74],[310.0],6.74,310.0
78,"['인생은 뷰티풀: 비타돌체', '세븐틴 파워 오브 러브 : 더 무비']","['9.72', '9.84']","['5.2만명', '4.8만명']","[9.72, 9.84]","[52000.0, 48000.0]",9.780000000000001,50000.0
79,['설행_눈길을 걷다'],['8.46'],"['5,943명']",[8.46],[5943.0],8.46,5943.0
80,['카운트'],['7.98'],['39만명'],[7.98],[390000.0],7.98,390000.0
81,[],0,0,0,0,0.0,0.0
82,['오스카 그랜트의 어떤 하루'],['8.50'],"['3,663명']",[8.5],[3663.0],8.5,3663.0
83,['이프 온리'],['9.24'],['missing data'],[9.24],0,9.24,0.0
84,[],0,0,0,0,0.0,0.0
85,['투모로우랜드'],['7.56'],['26만명'],[7.56],[260000.0],7.56,260000.0
86,['퍼펙트 게임'],['8.94'],['150만명'],[8.94],[1500000.0],8.94,1500000.0
87,['낙타는 말했다'],['5.36'],['165명'],[5.36],[165.0],5.36,165.0
88,['다만 악에서 구하소서'],['8.54'],['435만명'],[8.54],[4350000.0],8.54,4350000.0
89,['분노의 질주: 더 익스트림'],['9.18'],['365만명'],[9.18],[3650000.0],9.18,3650000.0
90,['쿵푸 파이터'],['1명'],['missing data'],[0],0,0.0,0.0
91,['로보카폴리 안전교실 교통편'],['missing data'],['missing data'],0,0,0.0,0.0
92,['해적왕 작스톰'],['9.02'],"['5,916명']",[9.02],[5916.0],9.02,5916.0
93,['미스 프레지던트'],['8.13'],"['6,749명']",[8.13],[6749.0],8.13,6749.0
94,['왓칭'],['8.12'],['5.5만명'],[8.12],[55000.0],8.12,55000.0
95,['극장판 헬로카봇 : 백악기 시대'],['9.31'],['88만명'],[9.31],[880000.0],9.31,880000.0
96,['블러드서킹 바스터즈'],['missing data'],['missing data'],0,0,0.0,0.0
97,['피터팬: 후크 선장과 결투의 날'],['6.41'],['1.2만명'],[6.41],[12000.0],6.41,12000.0
98,['극장판 도라에몽: 진구의 보물섬'],['8.95'],['18만명'],[8.95],[180000.0],8.95,180000.0
99,['혹성탈출'],['8.15'],['205만명'],[8.15],[2050000.0],8.15,2050000.0
100,['몬스터 대학교'],['8.79'],['87만명'],[8.79],[870000.0],8.79,870000.0
101,[],0,0,0,0,0.0,0.0
102,['명량: 회오리 바다를 향하여'],['6.41'],"['8,897명']",[6.41],[8897.0],6.41,8897.0
103,['캡틴 스터비'],['9.09'],['2.4만명'],[9.09],[24000.0],9.09,24000.0
104,['하숙집'],['missing data'],['missing data'],0,0,0.0,0.0
105,['에브리바디 원츠 썸!!'],['7.78'],"['7,353명']",[7.78],[7353.0],7.78,7353.0
106,[],0,0,0,0,0.0,0.0
107,['쿠크하트: 시계심장을 가진 소년의 사랑'],['missing data'],['missing data'],0,0,0.0,0.0
108,['러빙 빈센트: 임파서블 드림'],['missing data'],['missing data'],0,0,0.0,0.0
109,['행오버3'],['missing data'],['missing data'],0,0,0.0,0.0
110,['사탄의 인형'],['5.33'],['1명'],[5.33],[1.0],5.33,1.0
111,['비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈'],['missing data'],['missing data'],0,0,0.0,0.0
112,['코쿠리코 언덕에서'],['6.07'],['19만명'],[6.07],[190000.0],6.07,190000.0
113,['사이드 이펙트'],['7.60'],['3.7만명'],[7.6],[37000.0],7.6,37000.0
114,"['웰컴, 삼바']",['7.51'],['4만명'],[7.51],[40000.0],7.51,40000.0
115,"['날, 보러와요']",['8.04'],['106만명'],[8.04],[1060000.0],8.04,1060000.0
116,['초록물고기'],['8.86'],['수상내역보기'],[8.86],0,8.86,0.0
117,['BISFF HOT HOT'],['missing data'],['missing data'],0,0,0.0,0.0
118,['바람의 기억'],['missing data'],['missing data'],0,0,0.0,0.0
119,[],0,0,0,0,0.0,0.0
120,['워리어스 게이트'],['missing data'],['missing data'],0,0,0.0,0.0
121,['안테벨룸'],['7.33'],['9.5만명'],[7.33],[95000.0],7.33,95000.0
122,['오픈 더 도어'],['missing data'],['missing data'],0,0,0.0,0.0
123,[],0,0,0,0,0.0,0.0
124,"['우리시대의 남자', '항거:유관순 이야기']","['missing data', '9.39']","['missing data', '115만명']",[9.39],[1150000.0],9.39,1150000.0
125,['평일 오후 3시의 연인'],['8.28'],"['1,589명']",[8.28],[1589.0],8.28,1589.0
126,['메리 크리스마스 미스터 모'],['8.94'],"['4,401명']",[8.94],[4401.0],8.94,4401.0
127,['쿵푸 요가'],['9.00'],['1.2만명'],[9.0],[12000.0],9.0,12000.0
128,['몬스터 섬의 비밀'],['8.34'],['2.6만명'],[8.34],[26000.0],8.34,26000.0
129,['나의 청춘은 너의 것'],['7.73'],['8.4만명'],[7.73],[84000.0],7.73,84000.0
130,"['존 윅 - 리로드', '존 윅']","['2017.02.22.', '1,248명']","['8.70', 'missing data']",[0],0,0.0,0.0
131,"['스트레스 제로', '파닥파닥']","['8.45', '8.63']","['8,755명', '1.3만명']","[8.45, 8.63]","[8755.0, 13000.0]",8.54,10877.5
132,['성덕'],['7.93'],['1.2만명'],[7.93],[12000.0],7.93,12000.0
133,['스티브 잡스'],['7.80'],['6.8만명'],[7.8],[68000.0],7.8,68000.0
134,['스트레이트 아웃 오브 컴턴'],['8.96'],['4.8만명'],[8.96],[48000.0],8.96,48000.0
135,['반드시 잡는다'],['8.11'],['44만명'],[8.11],[440000.0],8.11,440000.0
136,['당신 없는 일주일'],['missing data'],['missing data'],0,0,0.0,0.0
137,['스파이더맨: 노 웨이 홈'],['9.10'],['755만명'],[9.1],[7550000.0],9.1,7550000.0
138,['13시간'],['8.46'],['14만명'],[8.46],[140000.0],8.46,140000.0
139,['번 더 스테이지: 더 무비'],['9.31'],['31만명'],[9.31],[310000.0],9.31,310000.0
140,['퍼시픽 림: 업라이징'],['7.94'],['107만명'],[7.94],[1070000.0],7.94,1070000.0
141,['헌팅 오브 힐하우스'],['5.30'],['수상내역보기'],[5.3],0,5.3,0.0
142,['캡틴 언더팬츠'],['missing data'],['missing data'],0,0,0.0,0.0
143,['유포자들'],['5.93'],['2.3만명'],[5.93],[23000.0],5.93,23000.0
144,"['귀멸의 칼날: 상현집결, 그리고 도공 마을로']",['missing data'],['missing data'],0,0,0.0,0.0
145,['원더 우먼'],['8.24'],['216만명'],[8.24],[2160000.0],8.24,2160000.0
146,['숨바꼭질'],['6.74'],['560만명'],[6.74],[5600000.0],6.74,5600000.0
147,['왕가위 스폐셜-화양연화'],['missing data'],['missing data'],0,0,0.0,0.0
148,['슈퍼스타'],['7.33'],['307명'],[7.33],[307.0],7.33,307.0
149,['맨 인 더 다크'],['missing data'],['missing data'],0,0,0.0,0.0
150,['팬텀 스레드'],['8.65'],['2.9만명'],[8.65],[29000.0],8.65,29000.0
151,['서버비콘'],['8.17'],['1.2만명'],[8.17],[12000.0],8.17,12000.0
152,['아임 유어 맨'],['8.21'],"['8,517명']",[8.21],[8517.0],8.21,8517.0
153,"['라야와 마지막 드래곤', '스트레인지 월드']","['9.42', 'missing data']","['32만명', 'missing data']",[9.42],[320000.0],9.42,320000.0
154,['검사외전'],['8.56'],['970만명'],[8.56],[9700000.0],8.56,9700000.0
155,['이츠 카인드 오브 어 퍼니 스토리'],['missing data'],['missing data'],0,0,0.0,0.0
156,['세상의 끝까지 21일'],['8.14'],['1.9만명'],[8.14],[19000.0],8.14,19000.0
157,['시카리오: 데이 오브 솔다도'],['8.87'],['22만명'],[8.87],[220000.0],8.87,220000.0
158,['팡파레'],['8.50'],"['1,959명']",[8.5],[1959.0],8.5,1959.0
159,['제17회 대구단편영화제 경쟁8'],['missing data'],['missing data'],0,0,0.0,0.0
160,['구마적'],['missing data'],['missing data'],0,0,0.0,0.0
161,['성스러운 거미'],['7.99'],['1만명'],[7.99],[10000.0],7.99,10000.0
162,"['귀문', '블랙핑크 더 무비']","['6.15', '9.22']","['9.3만명', '1.5만명']","[6.15, 9.22]","[93000.0, 15000.0]",7.6850000000000005,54000.0
163,['매직빈'],['7.40'],['5.7만명'],[7.4],[57000.0],7.4,57000.0
164,['바람'],['9.28'],['10만명'],[9.28],[100000.0],9.28,100000.0
165,['조'],['한세대학교 제1회 뮤지컬 콘테스트 은상'],[' 공연 1건 '],[0],0,0.0,0.0
166,['S테이프'],['수상내역보기'],['missing data'],[0],0,0.0,0.0
167,['리스펙트'],['7.38'],['1.6만명'],[7.38],[16000.0],7.38,16000.0
168,['4교시 추리영역'],['5.03'],['6.7만명'],[5.03],[67000.0],5.03,67000.0
169,['지구의 끝까지'],['missing data'],['missing data'],0,0,0.0,0.0
170,['메이즈 러너: 스코치 트라이얼'],['8.37'],['274만명'],[8.37],[2740000.0],8.37,2740000.0
171,"['신과함께-인과 연', '골든슬럼버']","['8.63', '6.26']","['1,227만명', '138만명']","[8.63, 6.26]","[12270000.0, 1380000.0]",7.445,6825000.0
172,"['날, 보러와요']",['8.04'],['106만명'],[8.04],[1060000.0],8.04,1060000.0
173,['수상한 그녀'],['missing data'],['missing data'],0,0,0.0,0.0
174,['극장판 귀멸의 칼날: 무한열차편'],['missing data'],['missing data'],0,0,0.0,0.0
175,[],0,0,0,0,0.0,0.0
176,['록키 블리더'],['missing data'],['missing data'],0,0,0.0,0.0
177,[],0,0,0,0,0.0,0.0
178,['사일런트 힐: 레버레이션'],['missing data'],['missing data'],0,0,0.0,0.0
179,['더 넌'],['missing data'],['missing data'],0,0,0.0,0.0
180,['더 웨이 홈'],['missing data'],['missing data'],0,0,0.0,0.0
181,['슈퍼 스파이: 수상한 임무'],['6.13'],['2.8만명'],[6.13],[28000.0],6.13,28000.0
182,['검객'],['missing data'],['missing data'],0,0,0.0,0.0
183,['로저 코만의 세계'],['missing data'],['missing data'],0,0,0.0,0.0
184,['킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토'],['missing data'],['missing data'],0,0,0.0,0.0
185,[],0,0,0,0,0.0,0.0
186,"['언제나 맑음', '서머 스톡']","['missing data', 'missing data']","['missing data', 'missing data']",0,0,0.0,0.0
187,['요로나의 저주'],['7.73'],['20만명'],[7.73],[200000.0],7.73,200000.0
188,['프리키 데스데이'],['missing data'],['missing data'],0,0,0.0,0.0
189,['존 윅: 특별판'],['missing data'],['missing data'],0,0,0.0,0.0
190,['밥정'],['9.70'],['1.6만명'],[9.7],[16000.0],9.7,16000.0
191,['익스펜더블 에셋'],['missing data'],['missing data'],0,0,0.0,0.0
192,['버즈 라이트이어'],['7.42'],['34만명'],[7.42],[340000.0],7.42,340000.0
193,['자전차왕 엄복동'],['7.40'],['17만명'],[7.4],[170000.0],7.4,170000.0
194,"['그녀, 섹스의 시작']",['9.00'],['249명'],[9.0],[249.0],9.0,249.0
195,['엘라 벨라 빙고: 친구 찾기 대작전'],['6.00'],"['7,316명']",[6.0],[7316.0],6.0,7316.0
196,['다크 플레이스'],['7.25'],['6.6만명'],[7.25],[66000.0],7.25,66000.0
197,['보스 베이비'],['8.99'],['92만명'],[8.99],[920000.0],8.99,920000.0
198,[],0,0,0,0,0.0,0.0
199,['몬스터 호텔 2'],['8.63'],['151만명'],[8.63],[1510000.0],8.63,1510000.0
200,['아빠는 딸'],['missing data'],['missing data'],0,0,0.0,0.0
201,['에이리언: 커버넌트'],['8.19'],['130만명'],[8.19],[1300000.0],8.19,1300000.0
202,['걸즈 앤 판처 제\u200b 63회 전차도 전국 고교생 대회'],['missing data'],['missing data'],0,0,0.0,0.0
203,"['요가학원 : 죽음의 쿤달리니', '원스텝']","['7.67', '5.91']","['9,128명', '1,662명']","[7.67, 5.91]","[9128.0, 1662.0]",6.79,5395.0
204,['닥터 스트레인지'],['7.75'],['588만명'],[7.75],[5880000.0],7.75,5880000.0
205,['missing data'],['missing data'],['missing data'],0,0,0.0,0.0
206,['블레어 위치'],['5.85'],['4.6만명'],[5.85],[46000.0],5.85,46000.0
207,['위트니스'],['8.60'],['수상내역보기'],[8.6],0,8.6,0.0
208,['애니멀 크래커'],['8.86'],['12만명'],[8.86],[120000.0],8.86,120000.0
209,['시인 할매'],['9.53'],['1만명'],[9.53],[10000.0],9.53,10000.0
210,[],0,0,0,0,0.0,0.0
211,['플로이'],['missing data'],['missing data'],0,0,0.0,0.0
212,['최면'],['missing data'],['missing data'],0,0,0.0,0.0
213,['테라포마스'],['missing data'],['missing data'],0,0,0.0,0.0
214,[],0,0,0,0,0.0,0.0
215,['도대체 그 남자가 누구야'],['missing data'],['missing data'],0,0,0.0,0.0
216,"['티시 태시', '꼬마버스 타요 5기&띠띠뽀 띠띠뽀 2기']","['missing data', 'missing data']","['missing data', 'missing data']",0,0,0.0,0.0
217,['더 데빌'],['missing data'],['missing data'],0,0,0.0,0.0
218,['좀비랜드: 더블 탭'],['8.45'],['13만명'],[8.45],[130000.0],8.45,130000.0
219,['퍼스트 러브'],['missing data'],['missing data'],0,0,0.0,0.0
220,['CO-DE BLUE'],['missing data'],['missing data'],0,0,0.0,0.0
221,['광주비디오: 사라진 4시간'],['4.51'],"['2,618명']",[4.51],[2618.0],4.51,2618.0
222,['마이 블랙 미니드레스'],['6.85'],['31만명'],[6.85],[310000.0],6.85,310000.0
223,['미싱 링크'],['8.07'],['2.1만명'],[8.07],[21000.0],8.07,21000.0
224,['휴먼 보이스'],['missing data'],['missing data'],0,0,0.0,0.0
225,['커피 오어 티'],['8.65'],"['6,251명']",[8.65],[6251.0],8.65,6251.0
226,['아이즈 온 미 : 더 무비'],['9.34'],['3.9만명'],[9.34],[39000.0],9.34,39000.0
227,['007 스펙터'],['7.53'],['182만명'],[7.53],[1820000.0],7.53,1820000.0
228,"['마이 페어 웨딩', '붕붕거리는 오후']","['9.38', 'missing data']","['4,586명', 'missing data']",[9.38],[4586.0],9.38,4586.0
229,['미씽: 사라진 여자'],['8.53'],['115만명'],[8.53],[1150000.0],8.53,1150000.0
230,['역린'],['7.43'],['384만명'],[7.43],[3840000.0],7.43,3840000.0
231,['엄마'],['3.97'],['1.9만명'],[3.97],[19000.0],3.97,19000.0
232,['킬러의 보디가드 무삭제 특별판'],['8.67'],['1.7만명'],[8.67],[17000.0],8.67,17000.0
233,['인썸니아'],['8.05'],['missing data'],[8.05],0,8.05,0.0
234,['안시성'],['8.63'],['544만명'],[8.63],[5440000.0],8.63,5440000.0
235,['팡파레'],['8.50'],"['1,959명']",[8.5],[1959.0],8.5,1959.0
236,['토이 솔져스: 가짜사나이2 더 컴플리트'],['8.17'],['1.1만명'],[8.17],[11000.0],8.17,11000.0
237,['슈퍼 후?'],['6.09'],['100명'],[6.09],[100.0],6.09,100.0
238,['나이트메어 시네마'],['4.20'],"['4,817명']",[4.2],[4817.0],4.2,4817.0
239,['소피와 드래곤: 마법책의 비밀'],['5.75'],['9.6만명'],[5.75],[96000.0],5.75,96000.0
240,['댄싱 히어로'],['8.96'],['수상내역보기'],[8.96],0,8.96,0.0
241,['시간의 끝에서 널 기다려'],['8.71'],"['5,222명']",[8.71],[5222.0],8.71,5222.0
242,['돈'],['8.39'],['338만명'],[8.39],[3380000.0],8.39,3380000.0
243,['유니콘 원정대: 비밀의 다이어리'],['7.63'],['1.4만명'],[7.63],[14000.0],7.63,14000.0
244,['런던 타운'],['7.38'],['490명'],[7.38],[490.0],7.38,490.0
245,['레전드 오브 타잔'],['8.03'],['85만명'],[8.03],[850000.0],8.03,850000.0
246,['컬리지 로드 트립'],['missing data'],['missing data'],0,0,0.0,0.0
247,['다이버전트'],['8.25'],['10만명'],[8.25],[100000.0],8.25,100000.0
248,['러브픽션'],['6.74'],['172만명'],[6.74],[1720000.0],6.74,1720000.0
249,['미행'],['missing data'],['missing data'],0,0,0.0,0.0
250,['바울'],['9.49'],['27만명'],[9.49],[270000.0],9.49,270000.0
251,['더 울버린'],['6.12'],['107만명'],[6.12],[1070000.0],6.12,1070000.0
252,['이태원 살인사건'],['6.01'],['53만명'],[6.01],[530000.0],6.01,530000.0
253,['사랑은 언제나 진행중'],['8.10'],['5.1만명'],[8.1],[51000.0],8.1,51000.0
254,['마야'],['8.30'],['26만명'],[8.3],[260000.0],8.3,260000.0
255,['니 부모 얼굴이 보고 싶다'],['7.67'],['Disney+'],[7.67],0,7.67,0.0
256,['슬로우 비디오'],['7.77'],['116만명'],[7.77],[1160000.0],7.77,1160000.0
257,['아쿠아맨'],['8.77'],['504만명'],[8.77],[5040000.0],8.77,5040000.0
258,"['아이, 토냐']",['8.73'],['1.4만명'],[8.73],[14000.0],8.73,14000.0
259,['밀정'],['8.57'],['750만명'],[8.57],[7500000.0],8.57,7500000.0
260,['리틀 뱀파이어'],['5.14'],"['2,698명']",[5.14],[2698.0],5.14,2698.0
261,['내일도 우린 사랑하고 있을까'],['7.67'],"['4,451명']",[7.67],[4451.0],7.67,4451.0
262,['인셉션'],['9.60'],['599만명'],[9.6],[5990000.0],9.6,5990000.0
263,[],0,0,0,0,0.0,0.0
264,['극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리'],['8.25'],['5.6만명'],[8.25],[56000.0],8.25,56000.0
265,['살인의뢰'],['7.03'],['85만명'],[7.03],[850000.0],7.03,850000.0
266,['50가지 그림자: 심연'],['7.76'],['18만명'],[7.76],[180000.0],7.76,180000.0
267,['극장판 아오바의 식탁'],['7.57'],['missing data'],[7.57],0,7.57,0.0
268,['초혼'],['missing data'],['missing data'],0,0,0.0,0.0
269,['종푸스: 요리대전'],['missing data'],['missing data'],0,0,0.0,0.0
270,['아이 인 더 스카이'],['8.54'],['1.5만명'],[8.54],[15000.0],8.54,15000.0
271,['미스터 스마일'],['8.01'],['2.2만명'],[8.01],[22000.0],8.01,22000.0
272,[],0,0,0,0,0.0,0.0
273,['스머프: 비밀의 숲'],['8.61'],['42만명'],[8.61],[420000.0],8.61,420000.0
274,['무사도'],['missing data'],['missing data'],0,0,0.0,0.0
275,['엑스맨: 다크 피닉스'],['7.45'],['86만명'],[7.45],[860000.0],7.45,860000.0
276,['브레이브 래빗 : 새로운 영웅의 탄생'],['6.80'],"['5,382명']",[6.8],[5382.0],6.8,5382.0
277,['유니버셜 솔저4: 클론의 반란'],['5.26'],"['1,552명']",[5.26],[1552.0],5.26,1552.0
278,[],0,0,0,0,0.0,0.0
279,['뱅크 어택: 은행습격사건'],['missing data'],['missing data'],0,0,0.0,0.0
280,[],0,0,0,0,0.0,0.0
281,['길모어 걸스'],['missing data'],['missing data'],0,0,0.0,0.0
282,[],0,0,0,0,0.0,0.0
283,['도형일기'],['missing data'],['missing data'],0,0,0.0,0.0
284,['생존 게임'],['missing data'],['missing data'],0,0,0.0,0.0
285,['경성학교: 사라진 소녀들'],['6.45'],['35만명'],[6.45],[350000.0],6.45,350000.0
286,['히어로'],['missing data'],['missing data'],0,0,0.0,0.0
287,['브이아이피'],['6.87'],['137만명'],[6.87],[1370000.0],6.87,1370000.0
288,['완전범죄 프로젝트'],['7.70'],['390명'],[7.7],[390.0],7.7,390.0
289,['집으로'],['missing data'],['missing data'],0,0,0.0,0.0
290,[],0,0,0,0,0.0,0.0
291,[],0,0,0,0,0.0,0.0
292,['두개의 빛: 릴루미노'],['missing data'],['missing data'],0,0,0.0,0.0
293,['베이비 드라이버'],['8.41'],['82만명'],[8.41],[820000.0],8.41,820000.0
294,['가화만사경'],['missing data'],['missing data'],0,0,0.0,0.0
295,['워킹걸'],['6.98'],['15만명'],[6.98],[150000.0],6.98,150000.0
296,['잃어버린 도시 Z'],['7.09'],['4.7만명'],[7.09],[47000.0],7.09,47000.0
297,['콜 걸'],['7.12'],['200명'],[7.12],[200.0],7.12,200.0
298,['팬더의 집으로 가는 길'],['missing data'],['missing data'],0,0,0.0,0.0
299,['언플랜드'],['9.62'],['1.4만명'],[9.62],[14000.0],9.62,14000.0
300,['뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠'],['9.15'],['1.5만명'],[9.15],[15000.0],9.15,15000.0
301,['사랑의 시대'],['7.93'],"['5,003명']",[7.93],[5003.0],7.93,5003.0
302,['매직아치'],['8.68'],"['6,608명']",[8.68],[6608.0],8.68,6608.0
303,['휘트니'],['9.04'],['2.2만명'],[9.04],[22000.0],9.04,22000.0
304,['토이 스토리 오브 테러'],['missing data'],['missing data'],0,0,0.0,0.0
305,[],0,0,0,0,0.0,0.0
306,['크리미널 스쿼드'],['6.73'],['2.8만명'],[6.73],[28000.0],6.73,28000.0
307,['에일리언 4'],['missing data'],['missing data'],0,0,0.0,0.0
308,['킨제이 보고서'],['7.00'],['4.3만명'],[7.0],[43000.0],7.0,43000.0
309,"['눈의 여왕 3: 눈과 불의 마법대결', '눈의 여왕4']","['8.34', '8.93']","['36만명', '21만명']","[8.34, 8.93]","[360000.0, 210000.0]",8.635,285000.0
310,['링컨: 뱀파이어 헌터'],['6.79'],['34만명'],[6.79],[340000.0],6.79,340000.0
311,[],0,0,0,0,0.0,0.0
312,[],0,0,0,0,0.0,0.0
313,['당신자신과 당신의 것'],['7.98'],['1.8만명'],[7.98],[18000.0],7.98,18000.0
314,"['조제, 호랑이 그리고 물고기들']",['9.20'],['2.5만명'],[9.2],[25000.0],9.2,25000.0
315,['애드 아스트라'],['8.23'],['51만명'],[8.23],[510000.0],8.23,510000.0
